node_id,zone_id,x_coord,y_coord
106,106,-76.6521857028124,40.34399672425671
107,107,-76.6291483202858,40.32723605105969
108,108,-76.62492224157558,40.360106345695506
109,109,-76.59762653512595,40.383521759115105
110,110,-76.58688063611183,40.358357311346644
111,111,-76.53717459008628,40.37315351928203
112,112,-76.57856924151588,40.39639719277646
113,113,-76.55599137777895,40.404165695530764
114,114,-76.53287401685218,40.39121818339519
115,115,-76.50791204664172,40.36668377878803
116,116,-76.51242842578839,40.34795171890917
117,117,-76.52325781358303,40.3669730289975
118,118,-76.53453511294302,40.35184841248802
119,119,-76.56514807469866,40.34884531114657
120,120,-76.55065381677205,40.32826449344363
121,121,-76.54775128156118,40.30103556822041
122,122,-76.53674807380885,40.32618049000245
123,123,-76.51021550721084,40.32997616111165
124,124,-76.49221456764656,40.315406952506265
125,125,-76.5169747050434,40.3082093950359
126,126,-76.52235843830628,40.29339997680328
127,127,-76.5221879482892,40.280492691830865
128,128,-76.49638014320273,40.28109335725232
129,129,-76.50310838755745,40.264450029534096
130,130,-76.52070302417245,40.252055686002464
131,131,-76.52575121018779,40.26474969571649
132,132,-76.54425583642166,40.25528204616738
133,133,-76.55001642171821,40.28046274965463
134,134,-76.56057213663323,40.259632916836814
135,135,-76.57912651714456,40.260325377286456
136,136,-76.58002826031269,40.28568647639726
137,137,-76.60122871745118,40.327329781376726
138,138,-76.64043350136485,40.30443454928338
139,139,-76.60489485492592,40.29233916574682
140,140,-76.62650887593307,40.277414144698554
141,141,-76.65220590783386,40.28362075481975
142,142,-76.67088346139408,40.26946317101344
143,143,-76.67909089092069,40.28700749921849
144,144,-76.69224467212626,40.269678514300175
145,145,-76.68577435742047,40.25216896975103
146,146,-76.66312772912943,40.25109402229576
147,147,-76.63894085823678,40.26186711615994
148,148,-76.62950587429866,40.23928456214767
149,149,-76.65669203019971,40.226980178517486
150,150,-76.62583513587525,40.21429512845634
151,151,-76.6164353115127,40.18370945104367
152,152,-76.6115955702824,40.197152285289356
153,153,-76.59207177953566,40.212935865268975
154,154,-76.59039654029546,40.199631633342186
155,155,-76.572193616303,40.205512347428424
156,156,-76.5688731979195,40.22164089595792
157,157,-76.59168461325216,40.2249777962376
158,158,-76.59633289176871,40.242304222877415
159,159,-76.56077677713198,40.23827307176546
160,160,-76.55832024109861,40.21932268752245
161,161,-76.54188728646518,40.23366553363022
162,162,-76.52837420033734,40.23717790665386
163,163,-76.51395736788183,40.23418624699559
164,164,-76.5255605775528,40.21964425700891
165,165,-76.54738355076202,40.2189924007928
166,166,-76.54290123708624,40.207991746442325
167,167,-76.52621924194973,40.205064072175155
168,168,-76.50945952766098,40.18199378902836
169,169,-76.52899925906061,40.174753869412164
170,170,-76.54093278496701,40.1742283223498
171,171,-76.55224336037281,40.180988234762175
172,172,-76.54618737916365,40.192219792863916
173,173,-76.56017218955765,40.20483824115502
174,174,-76.56189971891568,40.1935902495468
175,175,-76.57286718418936,40.193320734967976
176,176,-76.56361056736658,40.18149684243331
177,177,-76.57493530594984,40.18077920293911
178,178,-76.59099445997273,40.176876430165095
179,179,-76.5910905910021,40.18710085180983
180,180,-76.60786660956207,40.17333302604469
181,181,-76.59879783741158,40.160005505030334
182,182,-76.59233425581883,40.16881034970036
183,183,-76.57625887376162,40.17074601430533
184,184,-76.57411291208854,40.161549252231154
185,185,-76.59262182074195,40.15531344125437
186,186,-76.5760116191458,40.14949306339709
187,187,-76.57107351418797,40.13459653752211
188,188,-76.55244686657966,40.147270016639844
189,189,-76.55715819337593,40.170311782558265
190,190,-76.55072108395035,40.1588498275237
191,191,-76.53209039896149,40.14670208977363
192,192,-76.52737229090515,40.12847895447564
193,193,-76.56354014362694,40.13233917905343
194,194,-76.55115391897665,40.12941903801121
195,195,-76.53821257826633,40.128271164134944
196,196,-76.53267628124392,40.117305642895126
197,197,-76.53349220055208,40.11185225289311
198,198,-76.53866368057028,40.10882344934181
199,199,-76.53337427593883,40.10192246805052
200,200,-76.5175953004413,40.09666469357059
201,201,-76.5143638537067,40.106884927397644
202,202,-76.5184708005756,40.11831355638103
203,203,-76.50685350555983,40.11909415260106
204,204,-76.49440346246402,40.1163676533838
205,205,-76.47882402474127,40.1166804700518
206,206,-76.48939565317255,40.12476041644606
207,207,-76.4942123064121,40.131138782724975
208,208,-76.51181871304371,40.130423526451466
209,209,-76.51291763359134,40.14133454853154
210,210,-76.50550514290114,40.148967531056826
211,211,-76.50871093254621,40.162987074132566
212,212,-76.47252028287005,40.15746347623268
213,213,-76.48254638471765,40.14418963640616
214,214,-76.45797545797593,40.14233573171644
215,215,-76.42363867652135,40.15132241648863
216,216,-76.41318487901594,40.16370216010197
217,217,-76.43588607259233,40.17442720747322
218,218,-76.44424625113828,40.16038204699587
219,219,-76.45538270363275,40.17420567843725
220,220,-76.4495742520335,40.193005236796566
221,221,-76.46798434007644,40.19081957555495
222,222,-76.4794765605476,40.17332745468823
223,223,-76.49324924593238,40.19707014125833
224,224,-76.48822489395896,40.22015422552705
225,225,-76.46599343922924,40.239510640259915
226,226,-76.45154962286898,40.216807045559776
227,227,-76.43118402210024,40.221191067303295
228,228,-76.42955715475728,40.238128273657914
229,229,-76.40506283278668,40.23283174273184
230,230,-76.40289183374182,40.21259903846234
231,231,-76.42491935388229,40.21097860287233
232,232,-76.43058918831167,40.19024531817974
233,233,-76.40674778983544,40.18867985202459
234,234,-76.39988018938777,40.17109780909908
235,235,-76.37208938704521,40.18058172528389
236,236,-76.36344135626871,40.207478609546534
237,237,-76.3815030365864,40.19651153070828
238,238,-76.37101077565335,40.225935479146486
239,239,-76.4290971682243,40.28057017596703
240,240,-76.39727292284239,40.24848630096973
241,241,-76.43612552648995,40.25686323384932
