link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,VDF_fftt,VDF_toll_auto,link_type_name,from_biway,vdf_free_speed_in_mph,is_link
1,,,1,1150,,"LINESTRING (-115.10761487792158 36.105641710504905, -115.1099429 36.1053508)",1,212.0939368,,0,90,1,99999,,,0,0.15,4,1,0.131817239,,55,0.141395958,,,,,,,connector,1,55.9235463,0
2,,,2,288,,"LINESTRING (-115.08667339321894 36.09314451177018, -115.086848 36.093079)",1,17.3235913,,0,90,1,99999,,,0,0.15,4,1,0.010766682,,55,0.011549061,,,,,,,connector,1,55.9235463,0
3,,,3,579,,"LINESTRING (-115.07798663744175 36.10767855602663, -115.0818362 36.1076465)",1,346.6366183,,0,90,1,99999,,,0,0.15,4,1,0.215436059,,55,0.231091079,,,,,,,connector,1,55.9235463,0
4,,,4,1173,,"LINESTRING (-115.10853760803258 36.09722375224839, -115.1099726 36.0984014)",1,183.7777574,,0,90,1,99999,,,0,0.15,4,1,0.114218619,,55,0.122518505,,,,,,,connector,1,55.9235463,0
5,,,5,782,,"LINESTRING (-115.18743226693104 36.12068372560368, -115.1850586 36.1229131)",1,326.8898493,,0,90,1,99999,,,0,0.15,4,1,0.203163362,,55,0.217926566,,,,,,,connector,1,55.9235463,0
6,,,6,202,,"LINESTRING (-115.07883870937636 36.1210700066441, -115.077955 36.122302)",1,158.1676276,,0,90,1,99999,,,0,0.15,4,1,0.09830182,,55,0.105445085,,,,,,,connector,1,55.9235463,0
7,,,7,599,,"LINESTRING (-115.0880350598836 36.12131965046381, -115.0890916 36.1298044)",1,946.2710261,,0,90,1,99999,,,0,0.15,4,1,0.588111265,,55,0.630847351,,,,,,,connector,1,55.9235463,0
8,,,7,601,,"LINESTRING (-115.0880350598836 36.12131965046381, -115.0887889 36.1298009)",1,943.5342534,,0,90,1,99999,,,0,0.15,4,1,0.58641035,,55,0.629022836,,,,,,,connector,1,55.9235463,0
9,,,7,3308,,"LINESTRING (-115.0880350598836 36.12131965046381, -115.0861465 36.1296237)",1,936.9810162,,0,90,1,99999,,,0,0.15,4,1,0.582337487,,55,0.624654011,,,,,,,connector,1,55.9235463,0
10,,,8,760,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1369394 36.0869675)",1,712.6167032,,0,90,1,99999,,,0,0.15,4,1,0.44289416,,55,0.475077802,,,,,,,connector,1,55.9235463,0
11,,,8,767,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1415183 36.0874841)",1,881.1910555,,0,90,1,99999,,,0,0.15,4,1,0.547663801,,55,0.587460704,,,,,,,connector,1,55.9235463,0
12,,,8,1035,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1416771 36.0861289)",1,1002.332015,,0,90,1,99999,,,0,0.15,4,1,0.622953396,,55,0.668221343,,,,,,,connector,1,55.9235463,0
13,,,8,1216,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1338721 36.0867195)",1,711.4854505,,0,90,1,99999,,,0,0.15,4,1,0.442191082,,55,0.474323634,,,,,,,connector,1,55.9235463,0
14,,,8,2846,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1419205 36.0865879)",1,978.176561,,0,90,1,99999,,,0,0.15,4,1,0.607940684,,55,0.652117707,,,,,,,connector,1,55.9235463,0
15,,,8,2994,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1427566 36.0868581)",1,1009.586041,,0,90,1,99999,,,0,0.15,4,1,0.627461803,,55,0.67305736,,,,,,,connector,1,55.9235463,0
16,,,8,3913,,"LINESTRING (-115.13460501942818 36.09310389670531, -115.1412894 36.0871993)",1,889.7551868,,0,90,1,99999,,,0,0.15,4,1,0.552986443,,55,0.593170125,,,,,,,connector,1,55.9235463,0
17,,,9,2676,,"LINESTRING (-115.06873918351047 36.10391833062072, -115.068732 36.1003251)",1,398.7086099,,0,90,1,99999,,,0,0.15,4,1,0.247799012,,55,0.26580574,,,,,,,connector,1,55.9235463,0
18,,,10,3745,,"LINESTRING (-115.14162904753964 36.125949352418246, -115.1357941 36.1298591)",1,681.2461991,,0,90,1,99999,,,0,0.15,4,1,0.423397265,,55,0.454164133,,,,,,,connector,1,55.9235463,0
19,,,11,1118,,"LINESTRING (-115.12798425815942 36.09888713747765, -115.1279715 36.1001355)",1,138.5241264,,0,90,1,99999,,,0,0.15,4,1,0.086093304,,55,0.092349418,,,,,,,connector,1,55.9235463,0
20,,,12,3690,,"LINESTRING (-115.19818119560634 36.1297349873349, -115.1901695 36.1307477)",1,729.876677,,0,90,1,99999,,,0,0.15,4,1,0.453621303,,55,0.486584451,,,,,,,connector,1,55.9235463,0
21,,,12,3714,,"LINESTRING (-115.19818119560634 36.1297349873349, -115.1984232 36.1301028)",1,46.26285473,,0,90,1,99999,,,0,0.15,4,1,0.028752551,,55,0.030841903,,,,,,,connector,1,55.9235463,0
22,,,13,2417,,"LINESTRING (-115.10901678439475 36.03844242372704, -115.1141236 36.0423363)",1,631.2497258,,0,90,1,99999,,,0,0.15,4,1,0.392324255,,55,0.420833151,,,,,,,connector,1,55.9235463,0
23,,,14,1290,,"LINESTRING (-115.14557617760003 36.01691004021723, -115.1453377 36.0205551)",1,405.0243411,,0,90,1,99999,,,0,0.15,4,1,0.251724264,,55,0.270016227,,,,,,,connector,1,55.9235463,0
24,,,15,751,,"LINESTRING (-115.1261520601166 36.00900572307467, -115.1171584 36.0095817)",1,813.3212826,,0,90,1,99999,,,0,0.15,4,1,0.505482463,,55,0.542214188,,,,,,,connector,1,55.9235463,0
25,,,15,3311,,"LINESTRING (-115.1261520601166 36.00900572307467, -115.1187712 36.0115914)",1,724.6172317,,0,90,1,99999,,,0,0.15,4,1,0.450352537,,55,0.483078154,,,,,,,connector,1,55.9235463,0
26,,,15,3601,,"LINESTRING (-115.1261520601166 36.00900572307467, -115.1202971 36.0027277)",1,874.0132221,,0,90,1,99999,,,0,0.15,4,1,0.543202748,,55,0.582675481,,,,,,,connector,1,55.9235463,0
27,,,15,3647,,"LINESTRING (-115.1261520601166 36.00900572307467, -115.1266047 35.9993092)",1,1076.690932,,0,90,1,99999,,,0,0.15,4,1,0.669167764,,55,0.717793955,,,,,,,connector,1,55.9235463,0
28,,,15,3718,,"LINESTRING (-115.1261520601166 36.00900572307467, -115.1204074 36.0026595)",1,874.1281026,,0,90,1,99999,,,0,0.15,4,1,0.543274147,,55,0.582752068,,,,,,,connector,1,55.9235463,0
29,,,15,3999,,"LINESTRING (-115.1261520601166 36.00900572307467, -115.1177112 36.0048936)",1,887.298439,,0,90,1,99999,,,0,0.15,4,1,0.551459564,,55,0.591532293,,,,,,,connector,1,55.9235463,0
30,,,16,2918,,"LINESTRING (-115.21223349600604 36.09698741761981, -115.2080607 36.0972328)",1,376.7580184,,0,90,1,99999,,,0,0.15,4,1,0.23415663,,55,0.251172012,,,,,,,connector,1,55.9235463,0
31,,,16,2983,,"LINESTRING (-115.21223349600604 36.09698741761981, -115.2080612 36.0976717)",1,383.3220164,,0,90,1,99999,,,0,0.15,4,1,0.238236182,,55,0.255548011,,,,,,,connector,1,55.9235463,0
32,,,16,3350,,"LINESTRING (-115.21223349600604 36.09698741761981, -115.2080577 36.0996038)",1,475.0657421,,0,90,1,99999,,,0,0.15,4,1,0.295255278,,55,0.316710495,,,,,,,connector,1,55.9235463,0
33,,,16,3468,,"LINESTRING (-115.21223349600604 36.09698741761981, -115.2079717 36.1020493)",1,680.2631552,,0,90,1,99999,,,0,0.15,4,1,0.422786299,,55,0.45350877,,,,,,,connector,1,55.9235463,0
34,,,16,3488,,"LINESTRING (-115.21223349600604 36.09698741761981, -115.208055 36.0991041)",1,443.5665506,,0,90,1,99999,,,0,0.15,4,1,0.275678403,,55,0.295711034,,,,,,,connector,1,55.9235463,0
35,,,17,196,,"LINESTRING (-115.16125797571397 36.018009301774875, -115.1696156 36.0246732)",1,1055.596051,,0,90,1,99999,,,0,0.15,4,1,0.65605721,,55,0.7037307,,,,,,,connector,1,55.9235463,0
36,,,17,305,,"LINESTRING (-115.16125797571397 36.018009301774875, -115.169054 36.0173026)",1,707.1228881,,0,90,1,99999,,,0,0.15,4,1,0.439479732,,55,0.471415259,,,,,,,connector,1,55.9235463,0
37,,,17,3340,,"LINESTRING (-115.16125797571397 36.018009301774875, -115.1634413 36.0135672)",1,530.7353858,,0,90,1,99999,,,0,0.15,4,1,0.329854186,,55,0.353823591,,,,,,,connector,1,55.9235463,0
38,,,17,3816,,"LINESTRING (-115.16125797571397 36.018009301774875, -115.1634589 36.0124693)",1,645.9401829,,0,90,1,99999,,,0,0.15,4,1,0.401454433,,55,0.430626789,,,,,,,connector,1,55.9235463,0
39,,,18,2283,,"LINESTRING (-115.21229377256084 36.12059434286647, -115.2082077 36.1171572)",1,529.8869368,,0,90,1,99999,,,0,0.15,4,1,0.329326872,,55,0.353257958,,,,,,,connector,1,55.9235463,0
40,,,18,2709,,"LINESTRING (-115.21229377256084 36.12059434286647, -115.2082598 36.123919)",1,517.6632566,,0,90,1,99999,,,0,0.15,4,1,0.321729805,,55,0.345108838,,,,,,,connector,1,55.9235463,0
41,,,18,2816,,"LINESTRING (-115.21229377256084 36.12059434286647, -115.2082546 36.1244129)",1,558.3486631,,0,90,1,99999,,,0,0.15,4,1,0.34701595,,55,0.372232442,,,,,,,connector,1,55.9235463,0
42,,,18,2833,,"LINESTRING (-115.21229377256084 36.12059434286647, -115.2082483 36.1251379)",1,621.9398485,,0,90,1,99999,,,0,0.15,4,1,0.386538128,,55,0.414626566,,,,,,,connector,1,55.9235463,0
43,,,18,3275,,"LINESTRING (-115.21229377256084 36.12059434286647, -115.208164 36.1217513)",1,393.3254278,,0,90,1,99999,,,0,0.15,4,1,0.244453342,,55,0.262216952,,,,,,,connector,1,55.9235463,0
44,,,18,3331,,"LINESTRING (-115.21229377256084 36.12059434286647, -115.2081267 36.1189916)",1,415.1687543,,0,90,1,99999,,,0,0.15,4,1,0.258029058,,55,0.27677917,,,,,,,connector,1,55.9235463,0
45,,,19,1278,,"LINESTRING (-115.0760534467114 36.08979771422271, -115.073105 36.08928)",1,271.6847098,,0,90,1,99999,,,0,0.15,4,1,0.168853145,,55,0.18112314,,,,,,,connector,1,55.9235463,0
46,,,20,464,,"LINESTRING (-115.10806493996628 36.02702691409685, -115.1001491 36.023465)",1,815.6461301,,0,90,1,99999,,,0,0.15,4,1,0.506927365,,55,0.543764087,,,,,,,connector,1,55.9235463,0
47,,,20,467,,"LINESTRING (-115.10806493996628 36.02702691409685, -115.1001539 36.0236964)",1,803.1335012,,0,90,1,99999,,,0,0.15,4,1,0.499150715,,55,0.535422334,,,,,,,connector,1,55.9235463,0
48,,,20,983,,"LINESTRING (-115.10806493996628 36.02702691409685, -115.1030166 36.0206239)",1,843.7037058,,0,90,1,99999,,,0,0.15,4,1,0.524365262,,55,0.562469137,,,,,,,connector,1,55.9235463,0
49,,,20,2453,,"LINESTRING (-115.10806493996628 36.02702691409685, -115.1137806 36.0276844)",1,520.3069436,,0,90,1,99999,,,0,0.15,4,1,0.323372867,,55,0.346871296,,,,,,,connector,1,55.9235463,0
50,,,20,3097,,"LINESTRING (-115.10806493996628 36.02702691409685, -115.1004772 36.0241352)",1,755.4445049,,0,90,1,99999,,,0,0.15,4,1,0.469511812,,55,0.50362967,,,,,,,connector,1,55.9235463,0
51,,,20,3100,,"LINESTRING (-115.10806493996628 36.02702691409685, -115.1005423 36.022495)",1,844.1729848,,0,90,1,99999,,,0,0.15,4,1,0.52465692,,55,0.56278199,,,,,,,connector,1,55.9235463,0
52,,,21,325,,"LINESTRING (-115.11279011667118 36.10993265358197, -115.1133491 36.1111271)",1,141.7714019,,0,90,1,99999,,,0,0.15,4,1,0.088111499,,55,0.094514268,,,,,,,connector,1,55.9235463,0
53,,,22,723,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.0833511 36.0780305)",1,105.4803497,,0,90,1,99999,,,0,0.15,4,1,0.065556463,,55,0.070320233,,,,,,,connector,1,55.9235463,0
54,,,22,724,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.0834205 36.0779686)",1,112.9435448,,0,90,1,99999,,,0,0.15,4,1,0.070194869,,55,0.075295697,,,,,,,connector,1,55.9235463,0
55,,,22,2031,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.0870909 36.070987)",1,912.8236749,,0,90,1,99999,,,0,0.15,4,1,0.567323602,,55,0.608549117,,,,,,,connector,1,55.9235463,0
56,,,22,2424,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.0822671 36.0751298)",1,339.6805309,,0,90,1,99999,,,0,0.15,4,1,0.211112822,,55,0.226453687,,,,,,,connector,1,55.9235463,0
57,,,22,2855,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.073289 36.0781425)",1,802.3829875,,0,90,1,99999,,,0,0.15,4,1,0.498684268,,55,0.534921992,,,,,,,connector,1,55.9235463,0
58,,,22,3444,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.0824265 36.0735142)",1,519.30148,,0,90,1,99999,,,0,0.15,4,1,0.322747968,,55,0.346200987,,,,,,,connector,1,55.9235463,0
59,,,22,3779,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.0824274 36.0767146)",1,165.0835841,,0,90,1,99999,,,0,0.15,4,1,0.102600114,,55,0.110055723,,,,,,,connector,1,55.9235463,0
60,,,22,3976,,"LINESTRING (-115.08219678358026 36.07819054424092, -115.073174 36.0781433)",1,812.7407623,,0,90,1,99999,,,0,0.15,4,1,0.505121667,,55,0.541827175,,,,,,,connector,1,55.9235463,0
61,,,23,387,,"LINESTRING (-115.09622048970874 36.09299872869102, -115.096468 36.093356)",1,45.47994468,,0,90,1,99999,,,0,0.15,4,1,0.028265969,,55,0.030319963,,,,,,,connector,1,55.9235463,0
62,,,24,4052,,"LINESTRING (-115.2164912992992 36.10401415111484, -115.2079691 36.1008744)",1,842.7780495,,0,90,1,99999,,,0,0.15,4,1,0.523789962,,55,0.561852033,,,,,,,connector,1,55.9235463,0
63,,,25,2622,,"LINESTRING (-115.09178244263552 36.04837093649964, -115.1003574 36.0569832)",1,1228.889044,,0,90,1,99999,,,0,0.15,4,1,0.763759505,,55,0.819259363,,,,,,,connector,1,55.9235463,0
64,,,26,2695,,"LINESTRING (-115.10518344388464 36.07889600879415, -115.1067648 36.0790728)",1,143.7830694,,0,90,1,99999,,,0,0.15,4,1,0.089361758,,55,0.09585538,,,,,,,connector,1,55.9235463,0
65,,,27,3062,,"LINESTRING (-115.14190686209228 36.11842066757838, -115.142033 36.1177989)",1,69.92042894,,0,90,1,99999,,,0,0.15,4,1,0.043455829,,55,0.046613619,,,,,,,connector,1,55.9235463,0
66,,,28,148,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1462912 36.0849331)",1,685.4443574,,0,90,1,99999,,,0,0.15,4,1,0.426006437,,55,0.456962905,,,,,,,connector,1,55.9235463,0
67,,,28,286,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1487749 36.087535)",1,541.8746505,,0,90,1,99999,,,0,0.15,4,1,0.336777284,,55,0.361249767,,,,,,,connector,1,55.9235463,0
68,,,28,897,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1456659 36.0849343)",1,741.7608427,,0,90,1,99999,,,0,0.15,4,1,0.46100736,,55,0.494507228,,,,,,,connector,1,55.9235463,0
69,,,28,1219,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1464485 36.0845627)",1,672.8463239,,0,90,1,99999,,,0,0.15,4,1,0.418176708,,55,0.448564216,,,,,,,connector,1,55.9235463,0
70,,,28,1340,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1720257 36.0792798)",1,1750.663047,,0,90,1,99999,,,0,0.15,4,1,1.088044156,,55,1.167108698,,,,,,,connector,1,55.9235463,0
71,,,28,1341,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.172 36.0797379)",1,1730.765346,,0,90,1,99999,,,0,0.15,4,1,1.075677654,,55,1.153843564,,,,,,,connector,1,55.9235463,0
72,,,28,2319,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1454043 36.0849455)",1,765.3147492,,0,90,1,99999,,,0,0.15,4,1,0.475646208,,55,0.510209833,,,,,,,connector,1,55.9235463,0
73,,,28,3968,,"LINESTRING (-115.15390138364609 36.08497890058669, -115.1733081 36.0838401)",1,1752.476128,,0,90,1,99999,,,0,0.15,4,1,1.089170993,,55,1.168317419,,,,,,,connector,1,55.9235463,0
74,,,29,3334,,"LINESTRING (-115.0713075738447 36.12433910488263, -115.0654504 36.1303208)",1,847.6696265,,0,90,1,99999,,,0,0.15,4,1,0.526830097,,55,0.565113084,,,,,,,connector,1,55.9235463,0
75,,,30,1005,,"LINESTRING (-115.05902598768176 36.10358100637743, -115.0614953 36.1002277)",1,433.4626454,,0,90,1,99999,,,0,0.15,4,1,0.269398785,,55,0.288975097,,,,,,,connector,1,55.9235463,0
76,,,30,3656,,"LINESTRING (-115.05902598768176 36.10358100637743, -115.0628742 36.1003163)",1,501.3042049,,0,90,1,99999,,,0,0.15,4,1,0.311562588,,55,0.334202803,,,,,,,connector,1,55.9235463,0
77,,,30,3945,,"LINESTRING (-115.05902598768176 36.10358100637743, -115.0596348 36.1077313)",1,463.7718882,,0,90,1,99999,,,0,0.15,4,1,0.288236102,,55,0.309181259,,,,,,,connector,1,55.9235463,0
78,,,31,984,,"LINESTRING (-115.1107757806726 36.01716443320634, -115.114238 36.0205879)",1,491.6292949,,0,90,1,99999,,,0,0.15,4,1,0.305549593,,55,0.327752863,,,,,,,connector,1,55.9235463,0
79,,,31,2489,,"LINESTRING (-115.1107757806726 36.01716443320634, -115.1178389 36.0205571)",1,739.6493982,,0,90,1,99999,,,0,0.15,4,1,0.459695089,,55,0.493099599,,,,,,,connector,1,55.9235463,0
80,,,31,2494,,"LINESTRING (-115.1107757806726 36.01716443320634, -115.1187217 36.0204424)",1,803.3219104,,0,90,1,99999,,,0,0.15,4,1,0.499267813,,55,0.53554794,,,,,,,connector,1,55.9235463,0
81,,,31,3069,,"LINESTRING (-115.1107757806726 36.01716443320634, -115.118523 36.0205566)",1,793.3260531,,0,90,1,99999,,,0,0.15,4,1,0.493055347,,55,0.528884035,,,,,,,connector,1,55.9235463,0
82,,,31,3312,,"LINESTRING (-115.1107757806726 36.01716443320634, -115.1188026 36.0160098)",1,734.8308217,,0,90,1,99999,,,0,0.15,4,1,0.456700324,,55,0.489887214,,,,,,,connector,1,55.9235463,0
83,,,31,3950,,"LINESTRING (-115.1107757806726 36.01716443320634, -115.118683 36.0142389)",1,783.2385634,,0,90,1,99999,,,0,0.15,4,1,0.486785931,,55,0.522159042,,,,,,,connector,1,55.9235463,0
84,,,32,3383,,"LINESTRING (-115.12518298025682 36.03423665856096, -115.1183004 36.0342925)",1,620.3212076,,0,90,1,99999,,,0,0.15,4,1,0.385532136,,55,0.413547472,,,,,,,connector,1,55.9235463,0
85,,,33,1749,,"LINESTRING (-115.11213607011292 36.12607564345229, -115.1169973 36.1298249)",1,603.7932163,,0,90,1,99999,,,0,0.15,4,1,0.375259923,,55,0.402528811,,,,,,,connector,1,55.9235463,0
86,,,34,3547,,"LINESTRING (-115.10565087665414 36.11872929575741, -115.1029739 36.120373)",1,302.2363009,,0,90,1,99999,,,0,0.15,4,1,0.187841082,,55,0.201490867,,,,,,,connector,1,55.9235463,0
87,,,35,3290,,"LINESTRING (-115.111941473175 36.1334097428362, -115.1116837 36.1298086)",1,400.2611097,,0,90,1,99999,,,0,0.15,4,1,0.248763897,,55,0.26684074,,,,,,,connector,1,55.9235463,0
88,,,36,4095,,"LINESTRING (-115.14580927340226 36.13681316189371, -115.145952 36.1297777)",1,780.770921,,0,90,1,99999,,,0,0.15,4,1,0.485252282,,55,0.520513947,,,,,,,connector,1,55.9235463,0
89,,,37,3276,,"LINESTRING (-115.20369290156567 36.12088007513831, -115.2080816 36.1219847)",1,413.6696509,,0,90,1,99999,,,0,0.15,4,1,0.257097359,,55,0.275779767,,,,,,,connector,1,55.9235463,0
90,,,38,248,,"LINESTRING (-115.1281277796536 36.12223006510966, -115.127862 36.122178)",1,24.61423637,,0,90,1,99999,,,0,0.15,4,1,0.015297847,,55,0.016409491,,,,,,,connector,1,55.9235463,0
91,,,39,251,,"LINESTRING (-115.14467903147626 36.10807928024918, -115.1421561 36.1119193)",1,482.8631065,,0,90,1,99999,,,0,0.15,4,1,0.300101371,,55,0.321908738,,,,,,,connector,1,55.9235463,0
92,,,40,426,,"LINESTRING (-115.16008786245318 36.049664283439874, -115.1689886 36.0459851)",1,899.9594964,,0,90,1,99999,,,0,0.15,4,1,0.559328463,,55,0.599972998,,,,,,,connector,1,55.9235463,0
93,,,40,1270,,"LINESTRING (-115.16008786245318 36.049664283439874, -115.1633574 36.0532948)",1,499.071028,,0,90,1,99999,,,0,0.15,4,1,0.31017466,,55,0.332714019,,,,,,,connector,1,55.9235463,0
94,,,40,1314,,"LINESTRING (-115.16008786245318 36.049664283439874, -115.1594963 36.0496321)",1,53.42348733,,0,90,1,99999,,,0,0.15,4,1,0.033202913,,55,0.035615658,,,,,,,connector,1,55.9235463,0
95,,,40,3719,,"LINESTRING (-115.16008786245318 36.049664283439874, -115.1558964 36.0423277)",1,897.418352,,0,90,1,99999,,,0,0.15,4,1,0.557749131,,55,0.598278901,,,,,,,connector,1,55.9235463,0
96,,,41,1269,,"LINESTRING (-115.1047660890035 36.047840175576205, -115.1014369 36.0497212)",1,365.4524844,,0,90,1,99999,,,0,0.15,4,1,0.227130195,,55,0.24363499,,,,,,,connector,1,55.9235463,0
97,,,41,1812,,"LINESTRING (-115.1047660890035 36.047840175576205, -115.1003635 36.0497696)",1,450.7903833,,0,90,1,99999,,,0,0.15,4,1,0.280168044,,55,0.300526922,,,,,,,connector,1,55.9235463,0
98,,,41,2529,,"LINESTRING (-115.1047660890035 36.047840175576205, -115.1003588 36.0423393)",1,728.208877,,0,90,1,99999,,,0,0.15,4,1,0.452584759,,55,0.485472585,,,,,,,connector,1,55.9235463,0
99,,,42,627,,"LINESTRING (-115.10133895670576 36.011410785374345, -115.1007933 36.0194508)",1,893.4693307,,0,90,1,99999,,,0,0.15,4,1,0.555294798,,55,0.59564622,,,,,,,connector,1,55.9235463,0
100,,,42,1017,,"LINESTRING (-115.10133895670576 36.011410785374345, -115.1005254 36.0204904)",1,1010.133457,,0,90,1,99999,,,0,0.15,4,1,0.627802025,,55,0.673422305,,,,,,,connector,1,55.9235463,0
101,,,43,2281,,"LINESTRING (-115.2040764511735 36.13387450531398, -115.2068339 36.1299779)",1,498.5510003,,0,90,1,99999,,,0,0.15,4,1,0.309851461,,55,0.332367334,,,,,,,connector,1,55.9235463,0
102,,,44,1588,,"LINESTRING (-115.19699316693185 36.12086768634287, -115.1992524 36.1226578)",1,284.2912632,,0,90,1,99999,,,0,0.15,4,1,0.176688169,,55,0.189527509,,,,,,,connector,1,55.9235463,0
103,,,45,621,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1589214 36.0605531)",1,762.6963981,,0,90,1,99999,,,0,0.15,4,1,0.474018893,,55,0.508464265,,,,,,,connector,1,55.9235463,0
104,,,45,854,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1545774 36.0612615)",1,442.0579307,,0,90,1,99999,,,0,0.15,4,1,0.27474079,,55,0.294705287,,,,,,,connector,1,55.9235463,0
105,,,45,1786,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.156421 36.0635844)",1,399.8951529,,0,90,1,99999,,,0,0.15,4,1,0.248536453,,55,0.266596769,,,,,,,connector,1,55.9235463,0
106,,,45,2441,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1556173 36.0569576)",1,917.8613996,,0,90,1,99999,,,0,0.15,4,1,0.570454568,,55,0.6119076,,,,,,,connector,1,55.9235463,0
107,,,45,2591,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.161173 36.064184)",1,808.7407026,,0,90,1,99999,,,0,0.15,4,1,0.502635614,,55,0.539160468,,,,,,,connector,1,55.9235463,0
108,,,45,2643,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1649078 36.0712117)",1,1348.551017,,0,90,1,99999,,,0,0.15,4,1,0.838129905,,55,0.899034011,,,,,,,connector,1,55.9235463,0
109,,,45,2750,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.158679 36.0633826)",1,601.222937,,0,90,1,99999,,,0,0.15,4,1,0.373662484,,55,0.400815291,,,,,,,connector,1,55.9235463,0
110,,,45,3087,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1569266 36.063867)",1,435.039709,,0,90,1,99999,,,0,0.15,4,1,0.270378937,,55,0.290026473,,,,,,,connector,1,55.9235463,0
111,,,45,3478,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1709038 36.0711199)",1,1824.911337,,0,90,1,99999,,,0,0.15,4,1,1.134189768,,55,1.216607558,,,,,,,connector,1,55.9235463,0
112,,,45,4030,,"LINESTRING (-115.1522237976961 36.06475720521197, -115.1723973 36.0711952)",1,1952.714014,,0,90,1,99999,,,0,0.15,4,1,1.213619648,,55,1.301809343,,,,,,,connector,1,55.9235463,0
113,,,46,159,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1811284 36.0734991)",1,1913.371133,,0,90,1,99999,,,0,0.15,4,1,1.189167889,,55,1.275580755,,,,,,,connector,1,55.9235463,0
114,,,46,376,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1992516 36.0717632)",1,1156.855944,,0,90,1,99999,,,0,0.15,4,1,0.718990642,,55,0.771237296,,,,,,,connector,1,55.9235463,0
115,,,46,699,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1805812 36.0718758)",1,2050.888573,,0,90,1,99999,,,0,0.15,4,1,1.274635533,,55,1.367259048,,,,,,,connector,1,55.9235463,0
116,,,46,913,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1802493 36.0672535)",1,2397.024367,,0,90,1,99999,,,0,0.15,4,1,1.489760327,,55,1.598016245,,,,,,,connector,1,55.9235463,0
117,,,46,1484,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1813738 36.0710955)",1,2043.003321,,0,90,1,99999,,,0,0.15,4,1,1.269734817,,55,1.362002214,,,,,,,connector,1,55.9235463,0
118,,,46,1487,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1798002 36.070908)",1,2169.765405,,0,90,1,99999,,,0,0.15,4,1,1.348517965,,55,1.44651027,,,,,,,connector,1,55.9235463,0
119,,,46,2336,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.2007316 36.0717609)",1,1162.439555,,0,90,1,99999,,,0,0.15,4,1,0.72246088,,55,0.774959704,,,,,,,connector,1,55.9235463,0
120,,,46,2337,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.2021331 36.0717611)",1,1181.391079,,0,90,1,99999,,,0,0.15,4,1,0.734239328,,55,0.787594053,,,,,,,connector,1,55.9235463,0
121,,,46,2419,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1917201 36.0717523)",1,1352.36666,,0,90,1,99999,,,0,0.15,4,1,0.840501343,,55,0.901577774,,,,,,,connector,1,55.9235463,0
122,,,46,2970,,"LINESTRING (-115.19947697085888 36.08218743710541, -115.1809529 36.0698082)",1,2161.24944,,0,90,1,99999,,,0,0.15,4,1,1.343225258,,55,1.44083296,,,,,,,connector,1,55.9235463,0
