node_id,zone_id,x_coord,y_coord,geometry
1,1,-93.31559991300004,44.95673028999999,POINT (-93.31559991300004 44.95673028999999)
2,2,-93.21466771282051,44.89951847435898,POINT (-93.21466771282051 44.89951847435898)
3,3,-93.30588562222222,45.0362489788889,POINT (-93.30588562222222 45.0362489788889)
4,4,-93.30343627083332,44.99598184166666,POINT (-93.30343627083332 44.99598184166666)
5,5,-93.29290242666669,44.99532152000001,POINT (-93.29290242666669 44.99532152000001)
6,6,-93.18478311451614,44.90440302258066,POINT (-93.18478311451614 44.90440302258066)
7,7,-93.20261658157897,44.99481598947367,POINT (-93.20261658157897 44.99481598947367)
8,8,-93.23405613404258,44.89949034042553,POINT (-93.23405613404258 44.89949034042553)
9,9,-93.25606546285717,44.896898107142846,POINT (-93.25606546285717 44.896898107142846)
10,10,-93.33461942,44.92470567,POINT (-93.33461942 44.92470567)
11,11,-93.30006146027394,45.05516062876711,POINT (-93.30006146027394 45.05516062876711)
12,12,-93.2830197518519,44.88558110925925,POINT (-93.2830197518519 44.88558110925925)
13,13,-93.30701388676472,44.885734247058814,POINT (-93.30701388676472 44.885734247058814)
14,14,-93.2197746152542,45.01851794237286,POINT (-93.2197746152542 45.01851794237286)
15,15,-93.33754667741934,44.94782913870968,POINT (-93.33754667741934 44.94782913870968)
16,16,-93.32528952688176,45.03063928817205,POINT (-93.32528952688176 45.03063928817205)
17,17,-93.3344619485294,44.97918562205882,POINT (-93.3344619485294 44.97918562205882)
18,18,-93.33573830612244,44.95694872244896,POINT (-93.33573830612244 44.95694872244896)
19,19,-93.3240322849056,44.89723717735849,POINT (-93.3240322849056 44.89723717735849)
20,20,-93.29175182840912,45.04345239545456,POINT (-93.29175182840912 45.04345239545456)
21,21,-93.29019480689657,45.00266004482758,POINT (-93.29019480689657 45.00266004482758)
22,22,-93.28334119090913,44.95993230909091,POINT (-93.28334119090913 44.95993230909091)
23,23,-93.28816357272726,44.9501754659091,POINT (-93.28816357272726 44.9501754659091)
24,24,-93.2931047580645,44.94468088064515,POINT (-93.2931047580645 44.94468088064515)
25,25,-93.29276614615384,44.920867300000005,POINT (-93.29276614615384 44.920867300000005)
26,26,-93.3053122457944,44.89643467476634,POINT (-93.3053122457944 44.89643467476634)
27,27,-93.27452169999998,44.89494119016391,POINT (-93.27452169999998 44.89494119016391)
28,28,-93.2919896627451,45.02811961764706,POINT (-93.2919896627451 45.02811961764706)
29,29,-93.28913042089552,45.01836514776119,POINT (-93.28913042089552 45.01836514776119)
30,30,-93.2851346037037,45.00969622962963,POINT (-93.2851346037037 45.00969622962963)
31,31,-93.28111920181816,44.99914818727272,POINT (-93.28111920181816 44.99914818727272)
32,32,-93.29215448372088,44.98647640697674,POINT (-93.29215448372088 44.98647640697674)
33,33,-93.30402458055556,44.98085294305557,POINT (-93.30402458055556 44.98085294305557)
34,34,-93.2837741,44.97325121052632,POINT (-93.2837741 44.97325121052632)
35,35,-93.29586940588231,44.966216472058825,POINT (-93.29586940588231 44.966216472058825)
36,36,-93.28407856521738,44.96557855217392,POINT (-93.28407856521738 44.96557855217392)
37,37,-93.29179424523808,44.957492542857146,POINT (-93.29179424523808 44.957492542857146)
38,38,-93.28327629523808,44.9547635904762,POINT (-93.28327629523808 44.9547635904762)
39,39,-93.29244763750002,44.93831148333333,POINT (-93.29244763750002 44.93831148333333)
40,40,-93.2877828,44.92960695000001,POINT (-93.2877828 44.92960695000001)
41,41,-93.29411605373134,44.90827792686567,POINT (-93.29411605373134 44.90827792686567)
42,42,-93.2796217276596,44.98477286382978,POINT (-93.2796217276596 44.98477286382978)
43,43,-93.26538248536583,45.00974762195123,POINT (-93.26538248536583 45.00974762195123)
