name,node_id,zone_id,node_type,control_type,x_coord,y_coord,Centroid,geometry,old_node_id,osm_node_id,is_boundary,activity_type,poi_id,notes,boundary_status
,110,110.0,,,-112.229355,33.468367,X,POINT (-112.229355 33.468367),,,,,,,inside
,143,143.0,,,-112.211887,33.468601,X,POINT (-112.211887 33.468601),,,,,,,inside
,146,146.0,,,-112.19463,33.468776,X,POINT (-112.19463 33.468776),,,,,,,inside
,293,293.0,,,-112.177899,33.468864,X,POINT (-112.177899 33.468864),,,,,,,inside
,303,303.0,,,-112.16001,33.468805,X,POINT (-112.16001000000001 33.468804999999996),,,,,,,inside
,305,305.0,,,-112.147237,33.472762,X,POINT (-112.14723700000002 33.472762),,,,,,,inside
,327,327.0,,,-112.212625,33.788061,X,POINT (-112.212625 33.788061),,,,,,,inside
,461,461.0,,,-112.18489,33.885434,X,POINT (-112.18489 33.885434000000004),,,,,,,inside
,462,462.0,,,-112.183347,33.859167,X,POINT (-112.183347 33.859167),,,,,,,inside
,463,463.0,,,-112.22013,33.815447,X,POINT (-112.22013000000001 33.815447),,,,,,,inside
,464,464.0,,,-112.154837,33.885581,X,POINT (-112.15483700000001 33.885581),,,,,,,inside
,465,465.0,,,-112.159436,33.851273,X,POINT (-112.15943600000001 33.851273),,,,,,,inside
,466,466.0,,,-112.207721,33.834144,X,POINT (-112.20772099999999 33.834144),,,,,,,inside
,468,468.0,,,-112.155304,33.862767,X,POINT (-112.155304 33.862767),,,,,,,inside
,473,473.0,,,-112.106392,33.809346,X,POINT (-112.106392 33.809346000000005),,,,,,,inside
,483,483.0,,,-112.184227,33.787092,X,POINT (-112.184227 33.787092),,,,,,,inside
,484,484.0,,,-112.185116,33.752557,X,POINT (-112.185116 33.752557),,,,,,,inside
,485,485.0,,,-112.142161,33.791707,X,POINT (-112.14216100000002 33.791707),,,,,,,inside
,486,486.0,,,-112.145735,33.760883,X,POINT (-112.14573500000002 33.760883),,,,,,,inside
,487,487.0,,,-112.14632,33.745185,X,POINT (-112.14631999999999 33.745185),,,,,,,inside
,488,488.0,,,-112.12859,33.790126,X,POINT (-112.12858999999999 33.790126),,,,,,,inside
,489,489.0,,,-112.117186,33.755517,X,POINT (-112.117186 33.755517),,,,,,,inside
,490,490.0,,,-112.229753,33.416907,X,POINT (-112.229753 33.416907),,,,,,,inside
,491,491.0,,,-112.112778,33.791993,X,POINT (-112.112778 33.791993),,,,,,,inside
,492,492.0,,,-112.106272,33.776731,X,POINT (-112.106272 33.776731),,,,,,,inside
,494,494.0,,,-112.035664,33.779842,X,POINT (-112.03566399999998 33.779841999999995),,,,,,,inside
,496,496.0,,,-112.164896,33.881787,X,POINT (-112.164896 33.881787),,,,,,,inside
,497,497.0,,,-112.042283,33.751845,X,POINT (-112.04228300000001 33.751845),,,,,,,inside
,500,500.0,,,-112.007165,33.773024,X,POINT (-112.00716499999999 33.773024),,,,,,,inside
,503,503.0,,,-111.989096,33.762969,X,POINT (-111.98909599999999 33.762969),,,,,,,inside
,504,504.0,,,-111.97048,33.781007,X,POINT (-111.97048000000001 33.781007),,,,,,,inside
,506,506.0,,,-111.974952,33.759981,X,POINT (-111.974952 33.759980999999996),,,,,,,inside
,508,508.0,,,-112.005194,33.749624,X,POINT (-112.00519399999999 33.749624),,,,,,,inside
,509,509.0,,,-112.028314,33.718495,X,POINT (-112.028314 33.718495000000004),,,,,,,inside
,511,511.0,,,-112.018579,33.738282,X,POINT (-112.018579 33.738282),,,,,,,inside
,512,512.0,,,-112.003827,33.721259,X,POINT (-112.003827 33.721259),,,,,,,inside
,513,513.0,,,-111.987386,33.748349,X,POINT (-111.98738600000001 33.748349),,,,,,,inside
,514,514.0,,,-111.989981,33.734999,X,POINT (-111.989981 33.734999),,,,,,,boundary
,515,515.0,,,-111.984429,33.718681,X,POINT (-111.984429 33.718681),,,,,,,inside
,516,516.0,,,-111.969308,33.748322,X,POINT (-111.96930800000001 33.748321999999995),,,,,,,boundary
,517,517.0,,,-111.968684,33.733773,X,POINT (-111.96868400000001 33.733773),,,,,,,inside
,518,518.0,,,-111.965005,33.718698,X,POINT (-111.965005 33.718697999999996),,,,,,,inside
,519,519.0,,,-112.194655,33.727556,X,POINT (-112.19465500000001 33.727556),,,,,,,inside
,520,520.0,,,-112.190564,33.70528,X,POINT (-112.190564 33.70528),,,,,,,inside
,521,521.0,,,-112.155325,33.719769,X,POINT (-112.155325 33.719769),,,,,,,inside
,522,522.0,,,-112.155534,33.691963,X,POINT (-112.155534 33.691963),,,,,,,inside
,523,523.0,,,-112.143609,33.705508,X,POINT (-112.14360900000001 33.705508),,,,,,,inside
,525,525.0,,,-112.142495,33.676505,X,POINT (-112.142495 33.676505),,,,,,,inside
,526,526.0,,,-112.122829,33.706064,X,POINT (-112.12282900000001 33.706064000000005),,,,,,,inside
,527,527.0,,,-112.122915,33.692396,X,POINT (-112.12291499999999 33.692396),,,,,,,inside
,528,528.0,,,-112.124974,33.679917,X,POINT (-112.124974 33.679916999999996),,,,,,,inside
,529,529.0,,,-112.160036,33.661818,X,POINT (-112.160036 33.661818),,,,,,,inside
,530,530.0,,,-112.159807,33.646724,X,POINT (-112.159807 33.646724),,,,,,,inside
,531,531.0,,,-112.159339,33.632165,X,POINT (-112.15933899999999 33.632165),,,,,,,inside
,532,532.0,,,-112.142542,33.662068,X,POINT (-112.14254199999999 33.662068),,,,,,,inside
,533,533.0,,,-112.143044,33.650693,X,POINT (-112.14304399999999 33.650693),,,,,,,inside
,534,534.0,,,-112.141982,33.632316,X,POINT (-112.14198200000001 33.632315999999996),,,,,,,inside
,535,535.0,,,-112.130036,33.66171,X,POINT (-112.130036 33.66171),,,,,,,inside
,536,536.0,,,-112.124634,33.651101,X,POINT (-112.12463400000001 33.651101000000004),,,,,,,inside
,537,537.0,,,-112.12894,33.631697,X,POINT (-112.12893999999999 33.631696999999996),,,,,,,inside
,538,538.0,,,-112.111654,33.737173,X,POINT (-112.111654 33.737173),,,,,,,inside
,539,539.0,,,-112.111469,33.70564,X,POINT (-112.111469 33.70564),,,,,,,inside
,540,540.0,,,-112.10661,33.692151,X,POINT (-112.10661 33.692151),,,,,,,inside
,541,541.0,,,-112.105813,33.679917,X,POINT (-112.10581299999998 33.679916999999996),,,,,,,inside
,542,542.0,,,-112.091516,33.719719,X,POINT (-112.091516 33.719719),,,,,,,boundary
,543,543.0,,,-112.081817,33.705644,X,POINT (-112.08181699999999 33.705644),,,,,,,inside
,544,544.0,,,-112.081779,33.690955,X,POINT (-112.081779 33.690954999999995),,,,,,,inside
,545,545.0,,,-112.090641,33.676383,X,POINT (-112.09064099999999 33.676383),,,,,,,inside
,546,546.0,,,-112.073579,33.676403,X,POINT (-112.07357900000001 33.676403),,,,,,,inside
,547,547.0,,,-112.052742,33.691026,X,POINT (-112.052742 33.691026),,,,,,,inside
,548,548.0,,,-112.039279,33.679196,X,POINT (-112.03927900000001 33.679196000000005),,,,,,,inside
,549,549.0,,,-112.101908,33.66137,X,POINT (-112.10190800000001 33.66137),,,,,,,inside
,550,550.0,,,-112.103484,33.646837,X,POINT (-112.10348400000001 33.646837),,,,,,,inside
,551,551.0,,,-112.103848,33.632706,X,POINT (-112.103848 33.632706),,,,,,,inside
,552,552.0,,,-112.090633,33.661929,X,POINT (-112.09063300000001 33.661929),,,,,,,inside
,553,553.0,,,-112.095679,33.647405,X,POINT (-112.095679 33.647405),,,,,,,inside
,554,554.0,,,-112.078558,33.661785,X,POINT (-112.078558 33.661784999999995),,,,,,,inside
,555,555.0,,,-112.073655,33.647205,X,POINT (-112.073655 33.647205),,,,,,,inside
,556,556.0,,,-112.056397,33.662069,X,POINT (-112.056397 33.662069),,,,,,,inside
,557,557.0,,,-112.056504,33.651209,X,POINT (-112.056504 33.651209),,,,,,,inside
,558,558.0,,,-112.038607,33.662162,X,POINT (-112.03860700000001 33.662162),,,,,,,inside
,559,559.0,,,-112.038521,33.651044,X,POINT (-112.038521 33.651044),,,,,,,inside
,560,560.0,,,-112.037747,33.69584,X,POINT (-112.037747 33.695840000000004),,,,,,,inside
,562,562.0,,,-112.010063,33.704694,X,POINT (-112.01006299999999 33.704694),,,,,,,inside
,563,563.0,,,-112.017686,33.692148,X,POINT (-112.01768600000001 33.692147999999996),,,,,,,inside
,564,564.0,,,-112.016647,33.680043,X,POINT (-112.01664699999999 33.680043),,,,,,,inside
,565,565.0,,,-112.021598,33.664038,X,POINT (-112.021598 33.664038),,,,,,,inside
,566,566.0,,,-112.021512,33.647738,X,POINT (-112.02151200000002 33.647738000000004),,,,,,,inside
,567,567.0,,,-112.007091,33.659388,X,POINT (-112.00709099999999 33.659388),,,,,,,inside
,568,568.0,,,-112.006541,33.64784,X,POINT (-112.006541 33.64784),,,,,,,inside
,569,569.0,,,-111.98643,33.704718,X,POINT (-111.98643 33.704718),,,,,,,inside
,570,570.0,,,-111.993392,33.691412,X,POINT (-111.99339199999999 33.691412),,,,,,,inside
,571,571.0,,,-111.979318,33.689227,X,POINT (-111.97931799999999 33.689227),,,,,,,inside
,572,572.0,,,-111.990457,33.67855,X,POINT (-111.990457 33.67855),,,,,,,inside
,573,573.0,,,-111.989671,33.664822,X,POINT (-111.989671 33.664821999999994),,,,,,,inside
,574,574.0,,,-111.986103,33.651218,X,POINT (-111.986103 33.651218),,,,,,,inside
,575,575.0,,,-111.961821,33.70559,X,POINT (-111.961821 33.70559),,,,,,,inside
,576,576.0,,,-111.963216,33.687429,X,POINT (-111.96321599999999 33.687428999999995),,,,,,,inside
,577,577.0,,,-111.968034,33.6744,X,POINT (-111.968034 33.6744),,,,,,,inside
,578,578.0,,,-111.967922,33.66914,X,POINT (-111.967922 33.669140000000006),,,,,,,inside
,579,579.0,,,-111.967765,33.64783,X,POINT (-111.96776499999999 33.64783),,,,,,,inside
,580,580.0,,,-111.950472,33.719621,X,POINT (-111.95047199999999 33.719621000000004),,,,,,,inside
,581,581.0,,,-111.947642,33.706193,X,POINT (-111.94764199999999 33.706193),,,,,,,inside
,582,582.0,,,-111.950682,33.684157,X,POINT (-111.950682 33.684157),,,,,,,inside
,583,583.0,,,-111.950679,33.669206,X,POINT (-111.95067900000001 33.669206),,,,,,,inside
,584,584.0,,,-111.950608,33.662459,X,POINT (-111.950608 33.662459000000005),,,,,,,inside
,585,585.0,,,-111.933443,33.720199,X,POINT (-111.933443 33.720199),,,,,,,inside
,586,586.0,,,-111.933444,33.706188,X,POINT (-111.933444 33.706188),,,,,,,inside
,587,587.0,,,-111.933354,33.683822,X,POINT (-111.93335400000001 33.683822),,,,,,,inside
,588,588.0,,,-111.93337,33.66415,X,POINT (-111.93337 33.66415),,,,,,,inside
,589,589.0,,,-111.929995,33.65714,X,POINT (-111.92999499999999 33.657140000000005),,,,,,,inside
,590,590.0,,,-112.159288,33.61769,X,POINT (-112.15928799999999 33.61769),,,,,,,inside
,591,591.0,,,-112.159254,33.600286,X,POINT (-112.159254 33.600286),,,,,,,inside
,592,592.0,,,-112.141721,33.617943,X,POINT (-112.14172099999999 33.617943),,,,,,,inside
,593,593.0,,,-112.142572,33.603338,X,POINT (-112.142572 33.603338),,,,,,,inside
,594,594.0,,,-112.128212,33.617163,X,POINT (-112.128212 33.617163),,,,,,,inside
,595,595.0,,,-112.129148,33.603757,X,POINT (-112.129148 33.603757),,,,,,,inside
,596,596.0,,,-112.104333,33.618475,X,POINT (-112.10433300000001 33.618475),,,,,,,inside
,597,597.0,,,-112.10506,33.603639,X,POINT (-112.10506000000001 33.603639),,,,,,,inside
,598,598.0,,,-112.092444,33.633589,X,POINT (-112.092444 33.633589),,,,,,,inside
,599,599.0,,,-112.073159,33.630241,X,POINT (-112.073159 33.630241),,,,,,,inside
,600,600.0,,,-112.081706,33.616551,X,POINT (-112.08170600000001 33.616551),,,,,,,inside
,601,601.0,,,-112.056124,33.633028,X,POINT (-112.056124 33.633028),,,,,,,inside
,602,602.0,,,-112.056094,33.618572,X,POINT (-112.05609399999999 33.618572),,,,,,,inside
,603,603.0,,,-112.038676,33.636847,X,POINT (-112.038676 33.636846999999996),,,,,,,inside
,604,604.0,,,-112.038693,33.618728,X,POINT (-112.038693 33.618728000000004),,,,,,,inside
,605,605.0,,,-112.159274,33.589127,X,POINT (-112.159274 33.589127000000005),,,,,,,inside
,606,606.0,,,-112.142658,33.588979,X,POINT (-112.14265800000001 33.588978999999995),,,,,,,inside
,607,607.0,,,-112.14245,33.575122,X,POINT (-112.14245 33.575122),,,,,,,inside
,608,608.0,,,-112.146198,33.560245,X,POINT (-112.146198 33.560245),,,,,,,inside
,609,609.0,,,-112.128995,33.590201,X,POINT (-112.12899499999999 33.590201),,,,,,,inside
,610,610.0,,,-112.128536,33.573948,X,POINT (-112.12853600000001 33.573948),,,,,,,inside
,611,611.0,,,-112.126194,33.560029,X,POINT (-112.126194 33.560029),,,,,,,inside
,612,612.0,,,-112.103228,33.588164,X,POINT (-112.103228 33.588164),,,,,,,inside
,613,613.0,,,-112.103945,33.576452,X,POINT (-112.103945 33.576452),,,,,,,inside
,614,614.0,,,-112.11143,33.561727,X,POINT (-112.11143 33.561727000000005),,,,,,,inside
,615,615.0,,,-112.082017,33.60379,X,POINT (-112.082017 33.603790000000004),,,,,,,inside
,616,616.0,,,-112.096579,33.586142,X,POINT (-112.096579 33.586141999999995),,,,,,,inside
,617,617.0,,,-112.090615,33.576644,X,POINT (-112.09061499999999 33.576644),,,,,,,inside
,618,618.0,,,-112.086585,33.559944,X,POINT (-112.08658500000001 33.559944),,,,,,,inside
,619,619.0,,,-112.180431,33.722484,X,POINT (-112.180431 33.722484),,,,,,,inside
,620,620.0,,,-112.077512,33.569389,X,POINT (-112.07751200000001 33.569389),,,,,,,inside
,621,621.0,,,-112.077531,33.560226,X,POINT (-112.07753100000001 33.560226),,,,,,,inside
,622,622.0,,,-112.068075,33.573911,X,POINT (-112.068075 33.573910999999995),,,,,,,inside
,623,623.0,,,-112.068868,33.560306,X,POINT (-112.068868 33.560306),,,,,,,inside
,624,624.0,,,-112.042062,33.601671,X,POINT (-112.04206200000002 33.601671),,,,,,,inside
,625,625.0,,,-112.045986,33.596835,X,POINT (-112.04598600000001 33.596835),,,,,,,inside
,626,626.0,,,-112.055784,33.588144,X,POINT (-112.055784 33.588144),,,,,,,inside
,627,627.0,,,-112.060659,33.576344,X,POINT (-112.06065900000002 33.576344),,,,,,,inside
,628,628.0,,,-112.050499,33.570883,X,POINT (-112.050499 33.570883),,,,,,,inside
,629,629.0,,,-112.059005,33.55735,X,POINT (-112.059005 33.55735),,,,,,,inside
,630,630.0,,,-112.022159,33.6334,X,POINT (-112.022159 33.6334),,,,,,,inside
,631,631.0,,,-112.020715,33.61914,X,POINT (-112.020715 33.61914),,,,,,,inside
,632,632.0,,,-112.019518,33.601576,X,POINT (-112.01951799999999 33.601576),,,,,,,inside
,633,633.0,,,-112.025541,33.588734,X,POINT (-112.02554099999999 33.588734),,,,,,,inside
,634,634.0,,,-112.039358,33.573172,X,POINT (-112.03935800000001 33.573172),,,,,,,inside
,635,635.0,,,-112.025684,33.577184,X,POINT (-112.02568400000001 33.577184),,,,,,,inside
,636,636.0,,,-112.007525,33.633422,X,POINT (-112.007525 33.633421999999996),,,,,,,inside
,637,637.0,,,-112.000717,33.633427,X,POINT (-112.000717 33.633427000000005),,,,,,,inside
,638,638.0,,,-112.003939,33.618894,X,POINT (-112.00393899999999 33.618894),,,,,,,inside
,639,639.0,,,-112.004238,33.604227,X,POINT (-112.00423799999999 33.604227),,,,,,,inside
,640,640.0,,,-112.00601,33.592333,X,POINT (-112.00601 33.592333),,,,,,,inside
,641,641.0,,,-112.004127,33.577675,X,POINT (-112.004127 33.577675),,,,,,,inside
,642,642.0,,,-111.986149,33.63334,X,POINT (-111.986149 33.633340000000004),,,,,,,inside
,643,643.0,,,-111.986196,33.618906,X,POINT (-111.98619599999999 33.618906),,,,,,,inside
,644,644.0,,,-111.985434,33.607641,X,POINT (-111.98543400000001 33.607641),,,,,,,inside
,645,645.0,,,-111.990863,33.593965,X,POINT (-111.99086299999999 33.593965000000004),,,,,,,inside
,646,646.0,,,-111.968295,33.633004,X,POINT (-111.968295 33.633004),,,,,,,inside
,647,647.0,,,-111.968395,33.618783,X,POINT (-111.968395 33.618783),,,,,,,inside
,648,648.0,,,-111.966214,33.604301,X,POINT (-111.966214 33.604301),,,,,,,inside
,649,649.0,,,-111.964041,33.591216,X,POINT (-111.964041 33.591215999999996),,,,,,,inside
,650,650.0,,,-111.950902,33.633162,X,POINT (-111.950902 33.633162),,,,,,,inside
,651,651.0,,,-111.950991,33.618646,X,POINT (-111.95099099999999 33.618646000000005),,,,,,,inside
,652,652.0,,,-111.951183,33.604132,X,POINT (-111.95118300000001 33.604132),,,,,,,inside
,653,653.0,,,-111.955564,33.589573,X,POINT (-111.955564 33.589573),,,,,,,inside
,654,654.0,,,-111.954286,33.578652,X,POINT (-111.95428600000001 33.578652000000005),,,,,,,inside
,655,655.0,,,-112.017746,33.570338,X,POINT (-112.017746 33.570338),,,,,,,inside
,656,656.0,,,-111.938259,33.619925,X,POINT (-111.938259 33.619925),,,,,,,inside
,657,657.0,,,-111.939011,33.6051,X,POINT (-111.93901100000001 33.6051),,,,,,,inside
,658,658.0,,,-112.1433,33.548232,X,POINT (-112.1433 33.548232),,,,,,,inside
,659,659.0,,,-112.14106,33.527778,X,POINT (-112.14106000000001 33.527778000000005),,,,,,,inside
,660,660.0,,,-112.142099,33.512281,X,POINT (-112.142099 33.512281),,,,,,,inside
,661,661.0,,,-112.140051,33.504085,X,POINT (-112.140051 33.504084999999996),,,,,,,inside
,662,662.0,,,-112.125074,33.548911,X,POINT (-112.125074 33.548911),,,,,,,inside
,663,663.0,,,-112.123852,33.528203,X,POINT (-112.123852 33.528203000000005),,,,,,,inside
,664,664.0,,,-112.125104,33.520191,X,POINT (-112.12510400000001 33.520191),,,,,,,inside
,665,665.0,,,-112.125382,33.505722,X,POINT (-112.125382 33.505722),,,,,,,inside
,666,666.0,,,-112.122369,33.490355,X,POINT (-112.12236899999999 33.490355),,,,,,,inside
,667,667.0,,,-112.114281,33.548656,X,POINT (-112.114281 33.548656),,,,,,,inside
,668,668.0,,,-112.115764,33.52663,X,POINT (-112.11576399999998 33.52663),,,,,,,inside
,669,669.0,,,-112.126324,33.51274,X,POINT (-112.126324 33.51274),,,,,,,inside
,670,670.0,,,-112.114009,33.502167,X,POINT (-112.11400900000001 33.502167),,,,,,,inside
,671,671.0,,,-112.114326,33.484618,X,POINT (-112.114326 33.484618),,,,,,,inside
,672,672.0,,,-112.109902,33.54942,X,POINT (-112.109902 33.54942),,,,,,,inside
,673,673.0,,,-112.110157,33.527651,X,POINT (-112.110157 33.527651),,,,,,,inside
,674,674.0,,,-112.108678,33.52113,X,POINT (-112.108678 33.52113),,,,,,,inside
,675,675.0,,,-112.107395,33.506668,X,POINT (-112.107395 33.506668),,,,,,,inside
,676,676.0,,,-112.08694,33.545729,X,POINT (-112.08693999999998 33.545728999999994),,,,,,,inside
,677,677.0,,,-112.086626,33.534786,X,POINT (-112.086626 33.534786),,,,,,,inside
,678,678.0,,,-112.087909,33.527099,X,POINT (-112.08790900000001 33.527099),,,,,,,inside
,679,679.0,,,-112.09475,33.520393,X,POINT (-112.09475 33.520393),,,,,,,inside
,680,680.0,,,-112.094866,33.513148,X,POINT (-112.094866 33.513148),,,,,,,inside
,681,681.0,,,-112.086153,33.520254,X,POINT (-112.086153 33.520254),,,,,,,inside
,682,682.0,,,-112.086178,33.513023,X,POINT (-112.086178 33.513023),,,,,,,inside
,683,683.0,,,-112.077462,33.545553,X,POINT (-112.07746200000001 33.545553000000005),,,,,,,inside
,684,684.0,,,-112.078065,33.53464,X,POINT (-112.078065 33.53464),,,,,,,inside
,685,685.0,,,-112.077369,33.527409,X,POINT (-112.07736899999999 33.527409000000006),,,,,,,inside
,686,686.0,,,-112.077369,33.520161,X,POINT (-112.07736899999999 33.520161),,,,,,,inside
,687,687.0,,,-112.077375,33.512908,X,POINT (-112.077375 33.512908),,,,,,,inside
,688,688.0,,,-112.068783,33.545517,X,POINT (-112.06878300000001 33.545517),,,,,,,inside
,689,689.0,,,-112.069318,33.534585,X,POINT (-112.069318 33.534585),,,,,,,inside
,690,690.0,,,-112.06862,33.527406,X,POINT (-112.06862 33.527406),,,,,,,inside
,691,691.0,,,-112.06869,33.520095,X,POINT (-112.06868999999999 33.520095),,,,,,,inside
,692,692.0,,,-112.068684,33.512867,X,POINT (-112.068684 33.512867),,,,,,,inside
,693,693.0,,,-112.060046,33.545594,X,POINT (-112.060046 33.545594),,,,,,,inside
,694,694.0,,,-112.060634,33.534587,X,POINT (-112.06063400000001 33.534587),,,,,,,inside
,695,695.0,,,-112.059921,33.527323,X,POINT (-112.059921 33.527322999999996),,,,,,,inside
,696,696.0,,,-112.059916,33.520062,X,POINT (-112.05991599999999 33.520062),,,,,,,inside
,697,697.0,,,-112.05993,33.512812,X,POINT (-112.05993000000001 33.512812),,,,,,,inside
,698,698.0,,,-112.05019,33.545427,X,POINT (-112.05018999999999 33.545427000000004),,,,,,,inside
,699,699.0,,,-112.054541,33.534413,X,POINT (-112.05454099999999 33.534413),,,,,,,inside
,700,700.0,,,-112.054875,33.527105,X,POINT (-112.054875 33.527105),,,,,,,inside
,701,701.0,,,-112.05385,33.520094,X,POINT (-112.05385 33.520094),,,,,,,inside
,702,702.0,,,-112.051216,33.51281,X,POINT (-112.051216 33.512809999999995),,,,,,,inside
,703,703.0,,,-112.043324,33.547422,X,POINT (-112.043324 33.547422),,,,,,,inside
,704,704.0,,,-112.045418,33.53076,X,POINT (-112.045418 33.53076),,,,,,,inside
,705,705.0,,,-112.04495,33.52007,X,POINT (-112.04495 33.520070000000004),,,,,,,inside
,706,706.0,,,-112.045889,33.511843,X,POINT (-112.04588899999999 33.511843),,,,,,,inside
,707,707.0,,,-112.017645,33.538369,X,POINT (-112.017645 33.538369),,,,,,,inside
,708,708.0,,,-112.033979,33.541901,X,POINT (-112.033979 33.541901),,,,,,,inside
,709,709.0,,,-112.033759,33.5282,X,POINT (-112.033759 33.5282),,,,,,,inside
,710,710.0,,,-112.033692,33.520158,X,POINT (-112.03369199999999 33.520158),,,,,,,inside
,711,711.0,,,-112.032308,33.512837,X,POINT (-112.032308 33.512837),,,,,,,inside
,712,712.0,,,-112.020305,33.525931,X,POINT (-112.02030500000001 33.525931),,,,,,,inside
,714,714.0,,,-112.298048,33.500971,X,POINT (-112.298048 33.500971),,,,,,,inside
,715,715.0,,,-112.283977,33.515326,X,POINT (-112.28397700000001 33.515326),,,,,,,inside
,716,716.0,,,-112.280655,33.500916,X,POINT (-112.28065500000001 33.500916),,,,,,,inside
,718,718.0,,,-112.259982,33.486779,X,POINT (-112.25998200000001 33.486779),,,,,,,inside
,719,719.0,,,-112.258177,33.472176,X,POINT (-112.258177 33.472176),,,,,,,inside
,720,720.0,,,-112.249905,33.501483,X,POINT (-112.249905 33.501483),,,,,,,inside
,721,721.0,,,-112.249572,33.487717,X,POINT (-112.249572 33.487716999999996),,,,,,,inside
,722,722.0,,,-112.24563,33.475039,X,POINT (-112.24563 33.475039),,,,,,,inside
,723,723.0,,,-112.233599,33.501731,X,POINT (-112.233599 33.501731),,,,,,,inside
,724,724.0,,,-112.232066,33.486053,X,POINT (-112.23206599999999 33.486053000000005),,,,,,,inside
,725,725.0,,,-112.227628,33.475693,X,POINT (-112.227628 33.475693),,,,,,,inside
,726,726.0,,,-112.232684,33.455861,X,POINT (-112.232684 33.455861),,,,,,,inside
,727,727.0,,,-112.214449,33.499636,X,POINT (-112.214449 33.499635999999995),,,,,,,inside
,728,728.0,,,-112.215114,33.487347,X,POINT (-112.21511399999999 33.487347),,,,,,,inside
,729,729.0,,,-112.210167,33.475859,X,POINT (-112.210167 33.475859),,,,,,,inside
,730,730.0,,,-112.216591,33.455076,X,POINT (-112.216591 33.455076),,,,,,,inside
,731,731.0,,,-112.194022,33.501797,X,POINT (-112.194022 33.501796999999996),,,,,,,inside
,732,732.0,,,-112.199085,33.487195,X,POINT (-112.19908500000001 33.487195),,,,,,,inside
,733,733.0,,,-112.192805,33.476272,X,POINT (-112.192805 33.476271999999994),,,,,,,inside
,734,734.0,,,-112.193777,33.454006,X,POINT (-112.193777 33.454006),,,,,,,inside
,735,735.0,,,-112.176914,33.501859,X,POINT (-112.176914 33.501859),,,,,,,inside
,736,736.0,,,-112.176939,33.487724,X,POINT (-112.17693899999999 33.487724),,,,,,,inside
,737,737.0,,,-112.176137,33.475776,X,POINT (-112.17613700000001 33.475776),,,,,,,inside
,738,738.0,,,-112.176079,33.453957,X,POINT (-112.176079 33.453957),,,,,,,inside
,739,739.0,,,-112.159516,33.502144,X,POINT (-112.159516 33.502144),,,,,,,inside
,740,740.0,,,-112.160116,33.49124,X,POINT (-112.16011599999999 33.491240000000005),,,,,,,inside
,741,741.0,,,-112.157584,33.476438,X,POINT (-112.15758400000001 33.476438),,,,,,,inside
,742,742.0,,,-112.159325,33.455237,X,POINT (-112.159325 33.455237),,,,,,,inside
,743,743.0,,,-112.144375,33.500298,X,POINT (-112.144375 33.500298),,,,,,,inside
,744,744.0,,,-112.142127,33.48805,X,POINT (-112.142127 33.48805),,,,,,,inside
,745,745.0,,,-112.138911,33.473584,X,POINT (-112.13891100000001 33.473584),,,,,,,inside
,746,746.0,,,-112.141115,33.455249,X,POINT (-112.14111499999999 33.455249),,,,,,,inside
,747,747.0,,,-112.127959,33.485379,X,POINT (-112.127959 33.485378999999995),,,,,,,inside
,748,748.0,,,-112.125253,33.475857,X,POINT (-112.125253 33.475857),,,,,,,inside
,749,749.0,,,-112.124411,33.455373,X,POINT (-112.12441100000001 33.455373),,,,,,,inside
,750,750.0,,,-112.114303,33.468758,X,POINT (-112.114303 33.468758),,,,,,,inside
,751,751.0,,,-112.115484,33.454324,X,POINT (-112.11548400000001 33.454324),,,,,,,inside
,752,752.0,,,-112.109073,33.491192,X,POINT (-112.109073 33.491192),,,,,,,inside
,753,753.0,,,-112.103326,33.476951,X,POINT (-112.103326 33.476951),,,,,,,inside
,754,754.0,,,-112.095599,33.505886,X,POINT (-112.09559899999999 33.505886),,,,,,,inside
,755,755.0,,,-112.09493,33.491315,X,POINT (-112.09493 33.491315),,,,,,,inside
,756,756.0,,,-112.094961,33.484095,X,POINT (-112.09496100000001 33.484095),,,,,,,inside
,757,757.0,,,-112.095596,33.476901,X,POINT (-112.095596 33.476901),,,,,,,inside
,758,758.0,,,-112.095556,33.469481,X,POINT (-112.095556 33.469481),,,,,,,inside
,759,759.0,,,-112.08707,33.505898,X,POINT (-112.08707 33.505897999999995),,,,,,,inside
,760,760.0,,,-112.086611,33.491239,X,POINT (-112.086611 33.491239),,,,,,,inside
,761,761.0,,,-112.086505,33.483989,X,POINT (-112.086505 33.483989),,,,,,,inside
,762,762.0,,,-112.086418,33.476478,X,POINT (-112.086418 33.476478),,,,,,,inside
,763,763.0,,,-112.086326,33.469448,X,POINT (-112.086326 33.469448),,,,,,,inside
,764,764.0,,,-112.080301,33.505698,X,POINT (-112.080301 33.505697999999995),,,,,,,inside
,765,765.0,,,-112.080097,33.49116,X,POINT (-112.080097 33.49116),,,,,,,inside
,766,766.0,,,-112.080011,33.483915,X,POINT (-112.08001100000001 33.483915),,,,,,,inside
,767,767.0,,,-112.079903,33.476398,X,POINT (-112.079903 33.476397999999996),,,,,,,inside
,768,768.0,,,-112.07982,33.46936,X,POINT (-112.07982 33.469359999999995),,,,,,,inside
,769,769.0,,,-112.075961,33.505671,X,POINT (-112.075961 33.505671),,,,,,,inside
,770,770.0,,,-112.075307,33.491122,X,POINT (-112.07530700000001 33.491122),,,,,,,inside
