link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,vdf_length_mi,facility_type,link_type,free_speed,vdf_free_speed_mph,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,free_speed_in_mph_raw,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,vdf_fftt,is_link,from_biway,link_type_name,boundary_status
99,,,110,8512,,"LINESTRING (-112.229355 33.468367, -112.2292174 33.4693389)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
132,,,143,51626,,"LINESTRING (-112.211887 33.468601, -112.211991 33.4657695)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
135,,,146,12613,,"LINESTRING (-112.19463 33.468776, -112.1951291 33.4665216)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
301,,,293,58434,,"LINESTRING (-112.177899 33.468864, -112.1777678 33.4660982)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
311,,,303,72561,,"LINESTRING (-112.16001 33.468805, -112.1651462 33.47322)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
315,,,305,35783,,"LINESTRING (-112.147237 33.472762, -112.1482515 33.4732654)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
340,,,327,13533,,"LINESTRING (-112.212625 33.788061, -112.2125729 33.7797938)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
488,,,461,68863,,"LINESTRING (-112.18489 33.885434, -112.1743486 33.8862252)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
489,,,462,68864,,"LINESTRING (-112.183347 33.859167, -112.1857759 33.8704219)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
490,,,463,13564,,"LINESTRING (-112.22013 33.815447, -112.2199363 33.7976373)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
491,,,464,81890,,"LINESTRING (-112.154837 33.885581, -112.1518677 33.8873945)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
492,,,465,58874,,"LINESTRING (-112.159436 33.851273, -112.1446181 33.8559304)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
493,,,466,5130,,"LINESTRING (-112.207721 33.834144, -112.2081214 33.8485193)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
496,,,468,68853,,"LINESTRING (-112.155304 33.862767, -112.1536436 33.8645775)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
497,,,468,69506,,"LINESTRING (-112.155304 33.862767, -112.150353 33.8639831)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
503,,,473,25756,,"LINESTRING (-112.106392 33.809346, -112.1150345 33.8070614)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
513,,,483,13542,,"LINESTRING (-112.184227 33.787092, -112.1931326 33.7815503)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
514,,,484,69425,,"LINESTRING (-112.185116 33.752557, -112.1978152 33.743169)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
515,,,485,13572,,"LINESTRING (-112.142161 33.791707, -112.1420801 33.798188)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
516,,,486,75714,,"LINESTRING (-112.145735 33.760883, -112.1446615 33.76867)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
517,,,487,69139,,"LINESTRING (-112.14632 33.745185, -112.1262838 33.7519075)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
518,,,488,80771,,"LINESTRING (-112.12859 33.790126, -112.134395 33.7837834)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
519,,,489,69177,,"LINESTRING (-112.117186 33.755517, -112.1171522 33.7567087)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
520,,,489,77567,,"LINESTRING (-112.117186 33.755517, -112.1147111 33.757364)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
521,,,490,10727,,"LINESTRING (-112.229753 33.416907, -112.2304031 33.4169082)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
522,,,491,5734,,"LINESTRING (-112.112778 33.791993, -112.1087953 33.7910023)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
523,,,491,76154,,"LINESTRING (-112.112778 33.791993, -112.1088977 33.7962016)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
524,,,491,76155,,"LINESTRING (-112.112778 33.791993, -112.1088038 33.7962984)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
525,,,492,12576,,"LINESTRING (-112.106272 33.776731, -112.1003458 33.7702014)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
527,,,494,29967,,"LINESTRING (-112.035664 33.779842, -112.0361093 33.7630033)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
529,,,496,68854,,"LINESTRING (-112.164896 33.881787, -112.1649655 33.8842105)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
530,,,497,29966,,"LINESTRING (-112.042283 33.751845, -112.0430418 33.7629868)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
534,,,500,57952,,"LINESTRING (-112.007165 33.773024, -111.9954874 33.7822351)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
538,,,503,61466,,"LINESTRING (-111.989096 33.762969, -111.9869092 33.7618935)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
539,,,504,18722,,"LINESTRING (-111.97048 33.781007, -111.9766283 33.7773913)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
541,,,506,6207,,"LINESTRING (-111.974952 33.759981, -111.9735102 33.755489)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
543,,,508,61490,,"LINESTRING (-112.005194 33.749624, -112.0128553 33.7509845)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
544,,,509,35007,,"LINESTRING (-112.028314 33.718495, -112.0310619 33.7090604)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
546,,,511,24555,,"LINESTRING (-112.018579 33.738282, -112.0129373 33.7409423)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
547,,,512,26669,,"LINESTRING (-112.003827 33.721259, -112.0092188 33.7265027)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
548,,,512,31461,,"LINESTRING (-112.003827 33.721259, -111.9965628 33.7229184)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
549,,,513,61540,,"LINESTRING (-111.987386 33.748349, -111.9843872 33.7532921)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
550,,,514,4432,,"LINESTRING (-111.989981 33.734999, -111.9868863 33.7410676)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
551,,,515,4813,,"LINESTRING (-111.984429 33.718681, -111.9910263 33.7234453)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
552,,,515,4816,,"LINESTRING (-111.984429 33.718681, -111.9907443 33.7232473)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
553,,,516,14559,,"LINESTRING (-111.969308 33.748322, -111.9716455 33.7510106)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
554,,,517,59140,,"LINESTRING (-111.968684 33.733773, -111.9682777 33.7338341)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
555,,,518,69949,,"LINESTRING (-111.965005 33.718698, -111.9606606 33.726636)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
556,,,519,13269,,"LINESTRING (-112.194655 33.727556, -112.2003662 33.7395751)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
557,,,520,4927,,"LINESTRING (-112.190564 33.70528, -112.191253 33.7050131)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
558,,,521,78964,,"LINESTRING (-112.155325 33.719769, -112.161428 33.725055)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
559,,,522,52641,,"LINESTRING (-112.155534 33.691963, -112.1562084 33.6981567)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
560,,,523,56227,,"LINESTRING (-112.143609 33.705508, -112.1349991 33.7054218)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
562,,,525,5551,,"LINESTRING (-112.142495 33.676505, -112.143377 33.6728461)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
563,,,526,78955,,"LINESTRING (-112.122829 33.706064, -112.1224538 33.7002182)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
564,,,527,12917,,"LINESTRING (-112.122915 33.692396, -112.1261338 33.6911035)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
565,,,527,73700,,"LINESTRING (-112.122915 33.692396, -112.1175161 33.6904901)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
566,,,528,3917,,"LINESTRING (-112.124974 33.679917, -112.1255964 33.6765342)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
567,,,528,54753,,"LINESTRING (-112.124974 33.679917, -112.1260154 33.6765325)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
568,,,529,4124,,"LINESTRING (-112.160036 33.661818, -112.1606087 33.6595544)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
569,,,530,5490,,"LINESTRING (-112.159807 33.646724, -112.1593764 33.6472775)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
570,,,531,22545,,"LINESTRING (-112.159339 33.632165, -112.1596693 33.6323431)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
571,,,532,34708,,"LINESTRING (-112.142542 33.662068, -112.1432819 33.6619185)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
572,,,533,26010,,"LINESTRING (-112.143044 33.650693, -112.143181 33.6509735)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
573,,,534,5194,,"LINESTRING (-112.141982 33.632316, -112.1423247 33.6323882)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
574,,,535,74096,,"LINESTRING (-112.130036 33.66171, -112.1258577 33.6613421)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
575,,,536,8154,,"LINESTRING (-112.124634 33.651101, -112.1258118 33.6510175)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
576,,,537,4768,,"LINESTRING (-112.12894 33.631697, -112.1283407 33.6295147)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
577,,,538,52579,,"LINESTRING (-112.111654 33.737173, -112.1131086 33.7376222)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
578,,,539,50443,,"LINESTRING (-112.111469 33.70564, -112.108799 33.7056321)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
579,,,540,19095,,"LINESTRING (-112.10661 33.692151, -112.1087401 33.6948053)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
580,,,541,18881,,"LINESTRING (-112.105813 33.679917, -112.1076398 33.6765049)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
581,,,542,13221,,"LINESTRING (-112.091516 33.719719, -112.0928796 33.7129042)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
582,,,543,13220,,"LINESTRING (-112.081817 33.705644, -112.0818068 33.7130133)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
583,,,544,51690,,"LINESTRING (-112.081779 33.690955, -112.082959 33.6843001)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
584,,,545,73691,,"LINESTRING (-112.090641 33.676383, -112.0916755 33.6764871)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
585,,,546,11976,,"LINESTRING (-112.073579 33.676403, -112.0741965 33.669225)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
586,,,547,19112,,"LINESTRING (-112.052742 33.691026, -112.0491781 33.6875977)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
587,,,548,12575,,"LINESTRING (-112.039279 33.679196, -112.0311805 33.6789223)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
588,,,549,54640,,"LINESTRING (-112.101908 33.66137, -112.0998302 33.6614126)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
589,,,550,40484,,"LINESTRING (-112.103484 33.646837, -112.099734 33.6468454)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
590,,,551,5458,,"LINESTRING (-112.103848 33.632706, -112.1081789 33.6326701)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
591,,,551,14084,,"LINESTRING (-112.103848 33.632706, -112.1058454 33.634569)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
592,,,551,14108,,"LINESTRING (-112.103848 33.632706, -112.1056522 33.6347364)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
593,,,551,30042,,"LINESTRING (-112.103848 33.632706, -112.1040447 33.6392364)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
594,,,552,11982,,"LINESTRING (-112.090633 33.661929, -112.0915375 33.661945)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
595,,,553,67012,,"LINESTRING (-112.095679 33.647405, -112.0997262 33.6474306)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
596,,,554,32340,,"LINESTRING (-112.078558 33.661785, -112.0828533 33.6662724)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
597,,,555,5101,,"LINESTRING (-112.073655 33.647205, -112.0786149 33.6474793)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
598,,,555,75146,,"LINESTRING (-112.073655 33.647205, -112.069957 33.6442567)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
599,,,556,19172,,"LINESTRING (-112.056397 33.662069, -112.0485653 33.6676287)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
600,,,556,74628,,"LINESTRING (-112.056397 33.662069, -112.0485292 33.6589635)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
601,,,557,74607,,"LINESTRING (-112.056504 33.651209, -112.0568905 33.6512139)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
602,,,558,74567,,"LINESTRING (-112.038607 33.662162, -112.0370343 33.6695495)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
603,,,558,74603,,"LINESTRING (-112.038607 33.662162, -112.0395595 33.658181)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
604,,,559,74604,,"LINESTRING (-112.038521 33.651044, -112.039539 33.6513372)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
605,,,560,14535,,"LINESTRING (-112.037747 33.69584, -112.0355993 33.6966248)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
607,,,562,4360,,"LINESTRING (-112.010063 33.704694, -112.0140119 33.6987409)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
608,,,563,76233,,"LINESTRING (-112.017686 33.692148, -112.019402 33.6887463)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
609,,,564,74850,,"LINESTRING (-112.016647 33.680043, -112.0087465 33.6822287)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
610,,,565,12747,,"LINESTRING (-112.021598 33.664038, -112.0222919 33.6623521)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
611,,,566,5443,,"LINESTRING (-112.021512 33.647738, -112.0222076 33.6510798)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
612,,,566,74591,,"LINESTRING (-112.021512 33.647738, -112.0222077 33.6512087)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
613,,,567,26698,,"LINESTRING (-112.007091 33.659388, -112.0049987 33.6620992)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
614,,,568,27484,,"LINESTRING (-112.006541 33.64784, -112.0128675 33.6517873)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
615,,,569,66167,,"LINESTRING (-111.98643 33.704718, -111.9871643 33.6987213)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
616,,,570,32653,,"LINESTRING (-111.993392 33.691412, -111.9933957 33.6896532)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
617,,,571,24111,,"LINESTRING (-111.979318 33.689227, -111.975629 33.6842795)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
618,,,571,74691,,"LINESTRING (-111.979318 33.689227, -111.9755664 33.6953919)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
619,,,571,76158,,"LINESTRING (-111.979318 33.689227, -111.975478 33.6954871)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
620,,,571,76159,,"LINESTRING (-111.979318 33.689227, -111.9716784 33.6950801)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
621,,,571,78375,,"LINESTRING (-111.979318 33.689227, -111.9714576 33.695229)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
622,,,572,74860,,"LINESTRING (-111.990457 33.67855, -111.9924208 33.6804517)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
623,,,573,74589,,"LINESTRING (-111.989671 33.664822, -111.9837245 33.6675814)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
624,,,574,18128,,"LINESTRING (-111.986103 33.651218, -111.9860872 33.6479594)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
625,,,575,62747,,"LINESTRING (-111.961821 33.70559, -111.9605192 33.6987374)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
626,,,576,24179,,"LINESTRING (-111.963216 33.687429, -111.9619076 33.6919212)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
627,,,577,55729,,"LINESTRING (-111.968034 33.6744, -111.9779054 33.676862)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
628,,,577,55730,,"LINESTRING (-111.968034 33.6744, -111.9769859 33.6766738)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
629,,,578,9479,,"LINESTRING (-111.967922 33.66914, -111.9660184 33.6705401)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
630,,,579,74686,,"LINESTRING (-111.967765 33.64783, -111.9686973 33.6479749)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
631,,,580,26037,,"LINESTRING (-111.950472 33.719621, -111.947778 33.7265961)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
632,,,581,16089,,"LINESTRING (-111.947642 33.706193, -111.9514757 33.69874)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
633,,,582,24093,,"LINESTRING (-111.950682 33.684157, -111.9543345 33.6877516)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
634,,,583,81839,,"LINESTRING (-111.950679 33.669206, -111.9509607 33.6742754)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
635,,,584,12531,,"LINESTRING (-111.950608 33.662459, -111.9493274 33.6634619)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
636,,,585,66390,,"LINESTRING (-111.933443 33.720199, -111.9253105 33.7222828)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
637,,,586,62744,,"LINESTRING (-111.933444 33.706188, -111.9340929 33.6987276)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
638,,,587,53001,,"LINESTRING (-111.933354 33.683822, -111.9253913 33.6837967)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,cross_boundary
639,,,588,59330,,"LINESTRING (-111.93337 33.66415, -111.9329523 33.6598927)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
640,,,589,82542,,"LINESTRING (-111.929995 33.65714, -111.9296825 33.6551827)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
641,,,590,5505,,"LINESTRING (-112.159288 33.61769, -112.1598024 33.6179471)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
642,,,591,6202,,"LINESTRING (-112.159254 33.600286, -112.1599235 33.6035571)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
643,,,592,27787,,"LINESTRING (-112.141721 33.617943, -112.1424474 33.6179923)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
644,,,593,14737,,"LINESTRING (-112.142572 33.603338, -112.1425907 33.6035717)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
645,,,594,34688,,"LINESTRING (-112.128212 33.617163, -112.1251235 33.6173985)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
646,,,595,26353,,"LINESTRING (-112.129148 33.603757, -112.125281 33.6036223)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
647,,,596,81776,,"LINESTRING (-112.104333 33.618475, -112.0996685 33.6188207)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
648,,,597,6036,,"LINESTRING (-112.10506 33.603639, -112.1038058 33.6033915)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
649,,,597,54918,,"LINESTRING (-112.10506 33.603639, -112.1079523 33.6032739)",1,100,0.0621371,,0,120,74.5647284,1,100000,,,0,0.15,4,1,75,,,,,,0,1,connector,inside
