link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,is_link,link_type_name,vdf_free_speed_in_mph,from_biway
7535,,330426487,4376,4381,1,"LINESTRING (-77.0588437 38.9240291, -77.0587647 38.9240904)",1,9.65,secondary,4,60,2,3200,,,0,0.15,4,1,0.005997514,37.2823642,35,0.00965,,,,,,,,
7536,Cleveland Avenue Northwest,203671710,4377,4378,1,"LINESTRING (-77.0583413 38.9236396, -77.0578991 38.9232952, -77.0578638 38.9232687, -77.0578431 38.9232535, -77.0578195 38.9232396, -77.0577929 38.9232257, -77.0577653 38.9232128)",1,68.95,secondary,4,40,2,3200,,,0,0.15,4,1,0.042852704,24.85490947,25,0.103425,,,,,,,,
7537,,330426485,4377,4382,1,"LINESTRING (-77.0583413 38.9236396, -77.0582641 38.9236982)",1,9.33,secondary,4,60,2,3200,,,0,0.15,4,1,0.005798633,37.2823642,35,0.00933,,,,,,,,
7538,Calvert Street Northwest,662803996,4378,7101,1,"LINESTRING (-77.0577653 38.9232128, -77.0577369 38.9232039, -77.0577044 38.9231957, -77.0576654 38.9231886, -77.0576261 38.923184, -77.0575822 38.9231801, -77.0575416 38.9231781, -77.057497 38.9231779, -77.0574541 38.9231784, -77.0569136 38.9232117)",1,74.32,secondary,4,40,1,1600,,,0,0.15,4,1,0.04619018,24.85490947,25,0.11148,,,,,,,,
7539,,330426482,4379,4375,1,"LINESTRING (-77.0599903 38.9250486, -77.0600717 38.9249884)",1,9.72,secondary,4,60,2,3200,,,0,0.15,4,1,0.006041019,37.2823642,35,0.00972,,,,,,,,
7540,Cleveland Avenue Northwest,203671711,4379,4380,1,"LINESTRING (-77.0599903 38.9250486, -77.0605848 38.925514, -77.0606895 38.9255933, -77.0613303 38.9260903, -77.0616306 38.9263289, -77.061707 38.9263895, -77.062382 38.9269156)",1,293.1,secondary,4,40,2,3200,,,0,0.15,4,1,0.182162834,24.85490947,25,0.43965,,,,,,,,
7541,,,4380,52,,"LINESTRING (-77.062382 38.9269156, -77.05956475749308 38.928362593531006)",1,292.3776071,,0,90,1,99999,,,0,0.15,4,1,0.181713864,,55,0.194918405,,,,,0,connector,55.9235463,1
7542,Cleveland Avenue Northwest,1176513275,4380,3811,1,"LINESTRING (-77.062382 38.9269156, -77.062999 38.9273968, -77.0630426 38.92742, -77.063256 38.9275336)",1,102.51,secondary,4,40,2,3200,,,0,0.15,4,1,0.063710379,24.85490947,25,0.153765,,,,,,,,
7543,,330426489,4380,4374,1,"LINESTRING (-77.062382 38.9269156, -77.0624606 38.9268546)",1,9.6,secondary,4,60,2,3200,,,0,0.15,4,1,0.005966439,37.2823642,35,0.0096,,,,,,,,
7544,,330426487,4381,4376,1,"LINESTRING (-77.0587647 38.9240904, -77.0588437 38.9240291)",1,9.65,secondary,4,60,2,3200,,,0,0.15,4,1,0.005997514,37.2823642,35,0.00965,,,,,,,,
7545,Cleveland Avenue Northwest,203671711,4381,4379,1,"LINESTRING (-77.0587647 38.9240904, -77.0592227 38.9244488, -77.0592974 38.9245058, -77.0599903 38.9250486)",1,150.31,secondary,4,40,2,3200,,,0,0.15,4,1,0.093418272,24.85490947,25,0.225465,,,,,,,,
7546,,330426485,4382,4377,1,"LINESTRING (-77.0582641 38.9236982, -77.0583413 38.9236396)",1,9.33,secondary,4,60,2,3200,,,0,0.15,4,1,0.005798633,37.2823642,35,0.00933,,,,,,,,
7547,Cleveland Avenue Northwest,203671711,4382,4381,1,"LINESTRING (-77.0582641 38.9236982, -77.0585963 38.9239582, -77.0587647 38.9240904)",1,61.46,secondary,4,40,2,3200,,,0,0.15,4,1,0.038197638,24.85490947,25,0.09219,,,,,,,,
7548,Cleveland Avenue Northwest,203671711,4383,4382,1,"LINESTRING (-77.0576886 38.9232734, -77.0577262 38.92329, -77.0577559 38.923305, -77.0577813 38.9233208, -77.0578115 38.9233437, -77.0582641 38.9236982)",1,68.82,secondary,4,40,2,3200,,,0,0.15,4,1,0.042771908,24.85490947,25,0.10323,,,,,,,,
7549,20th Street Northwest,215306711,4385,4386,1,"LINESTRING (-77.0448533 38.9077617, -77.0448539 38.9077762, -77.0448539 38.9078267, -77.0448557 38.9079086)",1,16.34,tertiary,5,40,2,2400,,,0,0.15,4,1,0.010155376,24.85490947,25,0.02451,,,,,,,,
7550,20th Street Northwest,996836100,4386,759,1,"LINESTRING (-77.0448557 38.9079086, -77.0448588 38.9081325)",1,24.9,tertiary,5,40,3,3600,,,0,0.15,4,1,0.015475451,24.85490947,25,0.03735,,,,,,,,
7551,20th Street Northwest,215306711,4387,4385,1,"LINESTRING (-77.0448519 38.9074028, -77.0448533 38.9077617)",1,39.91,tertiary,5,40,2,2400,,,0,0.15,4,1,0.024804226,24.85490947,25,0.059865,,,,,,,,
7552,17th Street Northwest,215307084,4388,3495,1,"LINESTRING (-77.0385021 38.906857, -77.0384994 38.9071784, -77.0384977 38.9072483)",1,43.51,secondary,4,60,2,3200,,,0,0.15,4,1,0.027041641,37.2823642,35,0.04351,,,,,,,,
7553,17th Street Northwest,983121555,4388,7510,1,"LINESTRING (-77.0385021 38.906857, -77.0385012 38.9066842, -77.0385045 38.9065647)",1,32.51,secondary,4,60,2,3200,,,0,0.15,4,1,0.020205096,37.2823642,35,0.03251,,,,,,,,
7554,,,4389,15,,"LINESTRING (-77.029725 38.936285, -77.02990225067761 38.93385212462879)",1,270.5207238,,0,90,1,99999,,,0,0.15,4,1,0.168129723,,55,0.180347149,,,,,0,connector,55.9235463,1
7555,Spring Road Northwest,215309358,4389,935,1,"LINESTRING (-77.029725 38.936285, -77.0296201 38.9362583, -77.02921 38.936154, -77.028611 38.935993, -77.0285508 38.9359775, -77.0284991 38.9359643, -77.0283887 38.9359349, -77.0280405 38.9358424, -77.0272857 38.9356425, -77.0272 38.935619)",1,230.61,tertiary,5,40,2,2400,,,0,0.15,4,1,0.143325047,24.85490947,25,0.345915,,,,,,,,
7556,13th Street Northwest,922393815,4389,1083,1,"LINESTRING (-77.029725 38.936285, -77.0297229 38.93636, -77.029719 38.936504, -77.029714 38.936645, -77.02971 38.936836)",1,61.28,tertiary,5,40,1,1200,,,0,0.15,4,1,0.038085768,24.85490947,25,0.09192,,,,,,,,
7557,13th Street Northwest,356617402,4389,4296,1,"LINESTRING (-77.029725 38.936285, -77.0297269 38.9362184, -77.029728 38.936181, -77.029726 38.934973, -77.0297268 38.9346359, -77.029727 38.934571, -77.029727 38.9345131, -77.029727 38.933769, -77.029723 38.933075, -77.029723 38.932488, -77.0297215 38.9324498, -77.029718 38.932364, -77.029716 38.9322979, -77.029712 38.932161, -77.0297106 38.9318595, -77.0297093 38.9314138, -77.029709 38.931323)",1,551.77,tertiary,5,40,1,1200,,,0,0.15,4,1,0.342927284,24.85490947,25,0.827655,,,,,,,,
7558,Spring Road Northwest,922393814,4389,7231,1,"LINESTRING (-77.029725 38.936285, -77.0298235 38.9363137, -77.0300434 38.9363777)",1,29.41,tertiary,5,40,2,2400,,,0,0.15,4,1,0.018278434,24.85490947,25,0.044115,,,,,,,,
7559,15th Street Northwest,396693481,4391,3904,1,"LINESTRING (-77.0345189 38.9177738, -77.0345171 38.9180565, -77.0345107 38.9181162)",1,38.1,tertiary,5,48,3,3600,,,0,0.15,4,1,0.023679304,29.82589136,30,0.047625,,,,,,,,
7560,Riggs Road Northeast,397271279,4392,4098,1,"LINESTRING (-77.001123 38.9587917, -77.0010862 38.9588413, -77.000787 38.9592392)",1,57.62,primary,3,40,2,3600,,,0,0.15,4,1,0.035811063,24.85490947,25,0.08643,,,,,,,,
7561,Riggs Road Northeast,219033990,4392,4393,1,"LINESTRING (-77.001123 38.9587917, -77.0012118 38.958733, -77.0012182 38.9587266, -77.001256 38.9586819, -77.001462 38.9584321, -77.0014813 38.9584087, -77.0015004 38.9583797, -77.0017254 38.9580448, -77.001835 38.9578452)",1,122.79,primary,3,40,2,3600,,,0,0.15,4,1,0.076314481,24.85490947,25,0.184185,,,,,,,,
7562,Riggs Road Northeast,1322099504,4393,7451,1,"LINESTRING (-77.001835 38.9578452, -77.0020225 38.9575028)",1,41.38,primary,3,40,3,5400,,,0,0.15,4,1,0.025717837,24.85490947,25,0.06207,,,,,,,,
7563,Southeast Freeway,220099325,4394,4395,1,"LINESTRING (-76.9894236 38.8685267, -76.9887268 38.8690576, -76.9885355 38.8692282, -76.988415 38.8693985, -76.9883271 38.8695523, -76.9882654 38.8697848, -76.9882527 38.8699493, -76.9882616 38.8700798, -76.9882996 38.8702192, -76.9884009 38.8704421, -76.9884677 38.8705434, -76.9885397 38.8706365, -76.9886356 38.8707518, -76.9887181 38.8708519)",1,304.56,motorway,1,64,2,4600,,,0,0.15,4,1,0.18928527,39.76785515,40,0.285525,,,,,,,,
7564,Southeast Freeway,546095933,4395,6631,1,"LINESTRING (-76.9887181 38.8708519, -76.9888488 38.8710593)",1,25.69,motorway,1,120,2,4600,,,0,0.15,4,1,0.015966439,74.5647284,75,0.012845,,,,,,,,
7565,,464491935,4396,5970,1,"LINESTRING (-76.9947553 38.8783943, -76.9941541 38.8782582, -76.9938913 38.8781943, -76.9936254 38.8781248, -76.9933652 38.8780518, -76.9930988 38.8779686, -76.9928392 38.8778935, -76.9927009 38.8778584, -76.992573 38.8778301, -76.992432 38.8778015, -76.9921711 38.8777569)",1,234.91,motorway,1,64,2,4600,,,0,0.15,4,1,0.145997514,39.76785515,40,0.220228125,,,,,,,,
7566,,220099327,4397,4398,1,"LINESTRING (-76.9886916 38.8685435, -76.9884288 38.8686768, -76.988361 38.8687121, -76.9882055 38.8687931)",1,50.41,motorway,1,120,3,6900,,,0,0.15,4,1,0.031330019,74.5647284,75,0.025205,,,,,,,,
7567,,371431397,4398,4310,1,"LINESTRING (-76.9882055 38.8687931, -76.9880428 38.8688683, -76.9874819 38.8691534, -76.9871917 38.8693267, -76.9867742 38.8695904, -76.9862518 38.8699035, -76.9859728 38.8700434, -76.9854511 38.8703274)",1,293.49,motorway,1,120,4,9200,,,0,0.15,4,1,0.182405221,74.5647284,75,0.146745,,,,,,,,
7568,Martin Luther King Junior Avenue Southeast,589551026,4398,4981,1,"LINESTRING (-76.9882055 38.8687931, -76.9881843 38.8686251)",1,18.77,secondary,4,60,1,1600,,,0,0.15,4,1,0.011665631,37.2823642,35,0.01877,,,,,,,,
7569,Martin Luther King Junior Avenue Southeast,546095993,4398,6656,1,"LINESTRING (-76.9882055 38.8687931, -76.9882849 38.8689747)",1,21.33,secondary,4,60,2,3200,,,0,0.15,4,1,0.013256681,37.2823642,35,0.02133,,,,,,,,
7570,,220099328,4399,4400,1,"LINESTRING (-76.9912826 38.8747026, -76.9912725 38.8745486)",1,17.15,motorway,1,120,4,9200,,,0,0.15,4,1,0.010658794,74.5647284,75,0.008575,,,,,,,,
7571,,546095945,4400,6637,1,"LINESTRING (-76.9912725 38.8745486, -76.9911602 38.874105)",1,50.27,motorway,1,120,1,2300,,,0,0.15,4,1,0.031243008,74.5647284,75,0.025135,,,,,,,,
7572,,468448248,4401,4397,1,"LINESTRING (-76.9891955 38.8683131, -76.9886916 38.8685435)",1,50.59,motorway,1,64,3,6900,,,0,0.15,4,1,0.031441889,39.76785515,40,0.047428125,,,,,,,,
7573,,220099334,4402,4399,1,"LINESTRING (-76.9912482 38.8762297, -76.991247 38.8761951, -76.9912685 38.8759592, -76.9912899 38.8755353, -76.9912953 38.8752889, -76.9912826 38.8747026)",1,169.92,motorway,1,120,1,2300,,,0,0.15,4,1,0.105605966,74.5647284,75,0.08496,,,,,,,,
7574,U Street Northwest,397038968,4403,1655,1,"LINESTRING (-77.0368564 38.9170141, -77.036672 38.9170134, -77.0365036 38.917012)",1,30.52,primary,3,80,2,3600,,,0,0.15,4,1,0.018968303,49.70981893,50,0.02289,,,,,,,,
7575,,221491664,4403,1656,1,"LINESTRING (-77.0368564 38.9170141, -77.0367934 38.9169235, -77.0367785 38.9168873, -77.036774 38.9168674, -77.0367734 38.9168414, -77.0367792 38.9168131, -77.0368131 38.9167081)",1,36.04,primary,3,80,1,1800,,,0,0.15,4,1,0.022399006,49.70981893,50,0.02703,,,,,,,,
7576,U Street Northwest,440942569,4403,4099,1,"LINESTRING (-77.0368564 38.9170141, -77.0370621 38.9170145)",1,17.8,primary,3,80,1,1800,,,0,0.15,4,1,0.011062772,49.70981893,50,0.01335,,,,,,,,
7577,K Street Northwest,226149911,4404,2169,1,"LINESTRING (-77.0528648 38.9024951, -77.0515273 38.9024968)",1,115.74,trunk,2,40,2,4400,,,0,0.15,4,1,0.071932878,24.85490947,25,0.17361,,,,,,,,
7578,11th Street Northeast,468485658,4406,2531,1,"LINESTRING (-76.9915211 38.8903702, -76.9915237 38.8901986)",1,19.08,primary,3,80,4,7200,,,0,0.15,4,1,0.011858297,49.70981893,50,0.01431,,,,,,,,
7579,Massachusetts Avenue Northeast,229105896,4406,4407,1,"LINESTRING (-76.9915211 38.8903702, -76.9915656 38.8903707, -76.9915885 38.8903725, -76.9916112 38.8903762, -76.9916338 38.8903814, -76.9916731 38.8903937, -76.9917153 38.8904088, -76.9917589 38.8904245, -76.9925395 38.8907428, -76.9926491 38.890788, -76.9927336 38.8908218, -76.9930271 38.8909407, -76.9936643 38.8912018, -76.993759 38.8912409)",1,217.2,primary,3,40,1,1800,,,0,0.15,4,1,0.134990677,24.85490947,25,0.3258,,,,,,,,
7580,Massachusetts Avenue Northeast,229105896,4407,4406,1,"LINESTRING (-76.993759 38.8912409, -76.9936643 38.8912018, -76.9930271 38.8909407, -76.9927336 38.8908218, -76.9926491 38.890788, -76.9925395 38.8907428, -76.9917589 38.8904245, -76.9917153 38.8904088, -76.9916731 38.8903937, -76.9916338 38.8903814, -76.9916112 38.8903762, -76.9915885 38.8903725, -76.9915656 38.8903707, -76.9915211 38.8903702)",1,217.2,primary,3,40,1,1800,,,0,0.15,4,1,0.134990677,24.85490947,25,0.3258,,,,,,,,
7581,Massachusetts Avenue Northeast,229105896,4407,4408,1,"LINESTRING (-76.993759 38.8912409, -76.9938502 38.8912775, -76.9948447 38.8916821, -76.9949596 38.8917306)",1,117.31,primary,3,40,1,1800,,,0,0.15,4,1,0.072908639,24.85490947,25,0.175965,,,,,,,,
7582,8th Street Northeast,520471181,4408,1488,1,"LINESTRING (-76.9949596 38.8917306, -76.9949615 38.8915938, -76.9949672 38.8910126, -76.9949679 38.8909444, -76.9949677 38.8908703, -76.9949666 38.8903447, -76.9949657 38.8899025, -76.9949654 38.8898131)",1,213.22,secondary,4,60,1,1600,,,0,0.15,4,1,0.132517091,37.2823642,35,0.21322,,,,,,,,
7583,Massachusetts Avenue Northeast,450360591,4408,2538,1,"LINESTRING (-76.9949596 38.8917306, -76.9950747 38.8917789, -76.9954702 38.8919414, -76.9956474 38.8920116)",1,67.23,primary,3,40,1,1800,,,0,0.15,4,1,0.041783717,24.85490947,25,0.100845,,,,,,,,
7584,8th Street Northeast,450360592,4408,2539,1,"LINESTRING (-76.9949596 38.8917306, -76.9949607 38.8918409, -76.9949619 38.8919502, -76.9949627 38.8920076)",1,30.8,secondary,4,60,1,1600,,,0,0.15,4,1,0.019142324,37.2823642,35,0.0308,,,,,,,,
7585,Massachusetts Avenue Northeast,229105896,4408,4407,1,"LINESTRING (-76.9949596 38.8917306, -76.9948447 38.8916821, -76.9938502 38.8912775, -76.993759 38.8912409)",1,117.31,primary,3,40,1,1800,,,0,0.15,4,1,0.072908639,24.85490947,25,0.175965,,,,,,,,
7586,,229105897,4409,4410,1,"LINESTRING (-76.9988968 38.893092, -76.998717 38.8931232, -76.9986823 38.893131, -76.9986439 38.8931446, -76.9986151 38.8931575)",1,25.6,primary,3,80,2,3600,,,0,0.15,4,1,0.015910503,49.70981893,50,0.0192,,,,,,,,
7587,C Street Northeast,397364074,4409,8502,1,"LINESTRING (-76.9988968 38.893092, -76.998724 38.8930793, -76.998551 38.8930744, -76.9984607 38.8930731)",1,37.82,primary,3,40,1,1800,,,0,0.15,4,1,0.023505283,24.85490947,25,0.05673,,,,,,,,
7588,,229105897,4410,1684,1,"LINESTRING (-76.9986151 38.8931575, -76.998581 38.8931774, -76.998532 38.8932245, -76.9984801 38.8932745)",1,17.57,primary,3,80,2,3600,,,0,0.15,4,1,0.010919826,49.70981893,50,0.0131775,,,,,,,,
7589,,229108522,4411,620,1,"LINESTRING (-77.0004973 38.8932372, -77.0004811 38.8932172, -77.0004658 38.893201, -77.0004463 38.8931822, -77.0004227 38.8931666, -77.0003941 38.8931517, -77.000362 38.8931392, -77.000333 38.8931307, -77.0000723 38.8930943)",1,41.92,primary,3,80,2,3600,,,0,0.15,4,1,0.026053449,49.70981893,50,0.03144,,,,,,,,
7590,4th Street Northeast,397364071,4412,599,1,"LINESTRING (-77.0005796 38.8933911, -77.0005841 38.8932364, -77.0005747 38.8930696)",1,35.77,primary,3,80,1,1800,,,0,0.15,4,1,0.0222312,49.70981893,50,0.0268275,,,,,,,,
7591,,229108522,4412,4411,1,"LINESTRING (-77.0005796 38.8933911, -77.0005323 38.8932878, -77.0004973 38.8932372)",1,18.58,primary,3,80,2,3600,,,0,0.15,4,1,0.011547545,49.70981893,50,0.013935,,,,,,,,
7592,Maryland Avenue Northeast,397364080,4412,5709,1,"LINESTRING (-77.0005796 38.8933911, -77.000638 38.8932355)",1,18.03,primary,3,40,1,1800,,,0,0.15,4,1,0.011205718,24.85490947,25,0.027045,,,,,,,,
7593,Maryland Avenue Northeast,229108523,4413,4414,1,"LINESTRING (-77.0007489 38.8931278, -77.000802 38.8930993, -77.0008681 38.8930663, -77.0016409 38.8927583, -77.0019667 38.8926289, -77.0020377 38.8925989)",1,126.17,primary,3,40,1,1800,,,0,0.15,4,1,0.078415165,24.85490947,25,0.189255,,,,,,,,
7594,Maryland Avenue Northeast,1063458075,4414,3461,1,"LINESTRING (-77.0020377 38.8925989, -77.002124 38.8925646, -77.0021868 38.892538, -77.0023851 38.8924553, -77.0027432 38.8923059)",1,69.21,primary,3,40,2,3600,,,0,0.15,4,1,0.043014295,24.85490947,25,0.103815,,,,,,,,
7595,Kentucky Avenue Southeast,229700984,4415,4416,1,"LINESTRING (-76.9882666 38.8874843, -76.9882857 38.8875245, -76.9882993 38.8875611, -76.9883103 38.8875994)",1,13.37,tertiary,5,40,1,1200,,,0,0.15,4,1,0.008309509,24.85490947,25,0.020055,,,,,,,,
7596,Kentucky Avenue Southeast,1081028872,4416,2527,1,"LINESTRING (-76.9883103 38.8875994, -76.9883274 38.8876742, -76.9883459 38.8877248, -76.9883659 38.887758)",1,18.38,tertiary,5,40,1,1200,,,0,0.15,4,1,0.011423244,24.85490947,25,0.02757,,,,,,,,
7597,Independence Avenue Southeast,237100953,4416,4135,1,"LINESTRING (-76.9883103 38.8875994, -76.9882546 38.8875994, -76.9881733 38.8876006, -76.9878265 38.8875996, -76.987653 38.8875998, -76.9872008 38.8876004, -76.9864879 38.8875998, -76.9863578 38.8875998, -76.9856078 38.8875996, -76.9855023 38.8876009)",1,243.04,secondary,4,40,2,3200,,,0,0.15,4,1,0.151050342,24.85490947,25,0.36456,,,,,,,,
7598,Kentucky Avenue Southeast,229700999,4417,1598,1,"LINESTRING (-76.9878004 38.8868621, -76.9875722 38.8865868, -76.9874979 38.8864974, -76.9873311 38.8862966, -76.9872769 38.8862355)",1,83.12,tertiary,5,40,1,1200,,,0,0.15,4,1,0.051659416,24.85490947,25,0.12468,,,,,,,,
7599,Kentucky Avenue Southeast,229700984,4417,4415,1,"LINESTRING (-76.9878004 38.8868621, -76.9879367 38.8870488, -76.9881033 38.8872631, -76.9881587 38.8873329, -76.9882181 38.8874079, -76.988244 38.887446, -76.9882666 38.8874843)",1,80.13,tertiary,5,40,1,1200,,,0,0.15,4,1,0.049801119,24.85490947,25,0.120195,,,,,,,,
7600,,,4418,95,,"LINESTRING (-76.9855024 38.8841074, -76.98735318048321 38.88364353577746)",1,168.6425551,,0,90,1,99999,,,0,0.15,4,1,0.104812029,,55,0.11242837,,,,,0,connector,55.9235463,1
7601,Kentucky Avenue Southeast,229700999,4418,693,1,"LINESTRING (-76.9855024 38.8841074, -76.985384 38.8839551, -76.9848148 38.8832666, -76.9845322 38.8829248, -76.9844643 38.8828461, -76.9844005 38.8827697, -76.984095 38.8824032, -76.983949 38.88222, -76.9838974 38.8821605, -76.9837505 38.8819907)",1,280.01,tertiary,5,40,1,1200,,,0,0.15,4,1,0.174027346,24.85490947,25,0.420015,,,,,,,,
7602,Kentucky Avenue Southeast,229700999,4418,1598,1,"LINESTRING (-76.9855024 38.8841074, -76.9855396 38.8841501, -76.9856362 38.8842609, -76.9864942 38.8852922, -76.986552 38.8853616, -76.9866148 38.8854356, -76.9869435 38.8858327, -76.9872226 38.88617, -76.9872769 38.8862355)",1,282.12,tertiary,5,40,1,1200,,,0,0.15,4,1,0.17533872,24.85490947,25,0.42318,,,,,,,,
7603,Kentucky Avenue Southeast,229701007,4419,4420,1,"LINESTRING (-76.9885877 38.8877206, -76.9885588 38.8876768, -76.9885064 38.8876005)",1,15.1,tertiary,5,40,1,1200,,,0,0.15,4,1,0.009384711,24.85490947,25,0.02265,,,,,,,,
7604,Independence Avenue Southeast,237100953,4420,4416,1,"LINESTRING (-76.9885064 38.8876005, -76.9883103 38.8875994)",1,16.97,secondary,4,40,2,3200,,,0,0.15,4,1,0.010546924,24.85490947,25,0.025455,,,,,,,,
7605,Kentucky Avenue Southeast,229701007,4420,4417,1,"LINESTRING (-76.9885064 38.8876005, -76.9884501 38.8875252, -76.9883142 38.8873451, -76.9881717 38.8871726, -76.9881148 38.8871178, -76.9880592 38.8870656, -76.9879961 38.8870088, -76.9878004 38.8868621)",1,102.96,tertiary,5,40,1,1200,,,0,0.15,4,1,0.063990056,24.85490947,25,0.15444,,,,,,,,
7606,East Capitol Street Northeast,231628321,4421,820,1,"LINESTRING (-76.9879249 38.8898095, -76.9855979 38.8898108, -76.9855001 38.8898107)",1,209.86,secondary,4,40,1,1600,,,0,0.15,4,1,0.130428838,24.85490947,25,0.31479,,,,,,,,
7607,East Capitol Street,231628320,4421,4422,1,"LINESTRING (-76.9879249 38.8898095, -76.9880836 38.8898334, -76.9881237 38.8898423, -76.9881533 38.8898523)",1,20.39,secondary,4,60,1,1600,,,0,0.15,4,1,0.012672467,37.2823642,35,0.02039,,,,,,,,
7608,East Capitol Street,231628320,4422,1483,1,"LINESTRING (-76.9881533 38.8898523, -76.9881925 38.8898673, -76.9882274 38.889892, -76.9882537 38.8899144, -76.9883172 38.8899848)",1,20.8,secondary,4,60,1,1600,,,0,0.15,4,1,0.012927284,37.2823642,35,0.0208,,,,,,,,
7609,East Capitol Street,231628322,4423,4421,1,"LINESTRING (-76.9882506 38.8896942, -76.9882447 38.8897021, -76.9882159 38.889728, -76.9881875 38.8897502, -76.9881406 38.8897724, -76.9880905 38.889787, -76.9879249 38.8898095)",1,32.24,secondary,4,60,1,1600,,,0,0.15,4,1,0.02003729,37.2823642,35,0.03224,,,,,,,,
7610,Capital Beltway (Thru),232949247,4424,4425,1,"LINESTRING (-77.0389686 38.7927735, -77.0393938 38.7927675, -77.0398034 38.7927717, -77.0400095 38.7927747, -77.0406122 38.7928005, -77.0414068 38.7928488, -77.0420757 38.7928958, -77.0436597 38.7930493, -77.0463186 38.7933068)",1,640.37,motorway,1,88,2,4600,,,0,0.15,4,1,0.397992542,54.68080083,55,0.436615909,,,,,,,,
7611,,,4425,163,,"LINESTRING (-77.0463186 38.7933068, -77.02489813071473 38.8116261902684)",1,2756.46594,,0,90,1,99999,,,0,0.15,4,1,1.713154717,,55,1.83764396,,,,,0,connector,55.9235463,1
7612,Capital Beltway (Thru),232949248,4426,4427,1,"LINESTRING (-77.0374389 38.7927996, -77.0377031 38.7927954, -77.0386406 38.7927777)",1,104.18,motorway,1,88,2,4600,,,0,0.15,4,1,0.064748291,54.68080083,55,0.071031818,,,,,,,,
7613,Capital Beltway (Thru),899962513,4427,4424,1,"LINESTRING (-77.0386406 38.7927777, -77.0389686 38.7927735)",1,28.43,motorway,1,88,2,4600,,,0,0.15,4,1,0.01766936,54.68080083,55,0.019384091,,,,,,,,
7614,Capital Beltway (Local),232949249,4428,4429,1,"LINESTRING (-77.0372755 38.7929273, -77.0377073 38.7929231, -77.038645 38.7929005)",1,118.73,motorway,1,88,3,6900,,,0,0.15,4,1,0.073791175,54.68080083,55,0.080952273,,,,,,,,
7615,Capital Beltway (Local),899962512,4429,4432,1,"LINESTRING (-77.038645 38.7929005, -77.0389721 38.7928944)",1,28.36,motorway,1,88,3,6900,,,0,0.15,4,1,0.017625855,54.68080083,55,0.019336364,,,,,,,,
7616,Capital Beltway (Thru),232949252,4430,4431,1,"LINESTRING (-77.0377254 38.7925758, -77.0366941 38.7925948)",1,89.41,motorway,1,88,2,4600,,,0,0.15,4,1,0.055568676,54.68080083,55,0.060961364,,,,,,,,
7617,,,4431,163,,"LINESTRING (-77.0366941 38.7925948, -77.02489813071473 38.8116261902684)",1,2348.085585,,0,90,1,99999,,,0,0.15,4,1,1.459344677,,55,1.56539039,,,,,0,connector,55.9235463,1
7618,Capital Beltway (Local),232949256,4432,4433,1,"LINESTRING (-77.0389721 38.7928944, -77.0391503 38.7928909, -77.0395432 38.7928901, -77.0399974 38.7928971, -77.0407168 38.7929252, -77.0414178 38.7929704, -77.0420799 38.7930278, -77.0436409 38.7931792, -77.0462976 38.7934324)",1,638.29,motorway,1,88,3,6900,,,0,0.15,4,1,0.396699814,54.68080083,55,0.435197727,,,,,,,,
7619,,,4433,163,,"LINESTRING (-77.0462976 38.7934324, -77.02489813071473 38.8116261902684)",1,2744.958366,,0,90,1,99999,,,0,0.15,4,1,1.706002713,,55,1.829972244,,,,,0,connector,55.9235463,1
7620,Capital Beltway (Local),232949259,4434,4435,1,"LINESTRING (-77.0379043 38.7924361, -77.0366882 38.7924608)",1,105.43,motorway,1,88,3,6900,,,0,0.15,4,1,0.065525171,54.68080083,55,0.071884091,,,,,,,,
7621,,,4435,163,,"LINESTRING (-77.0366882 38.7924608, -77.02489813071473 38.8116261902684)",1,2361.256959,,0,90,1,99999,,,0,0.15,4,1,1.467530739,,55,1.574171306,,,,,0,connector,55.9235463,1
7622,Whitehurst Freeway,235079846,4436,2243,1,"LINESTRING (-77.0688914 38.9040782, -77.0680059 38.903897, -77.0677699 38.9038463, -77.067349 38.9037529, -77.0669547 38.9036594, -77.0666996 38.9035972, -77.0665145 38.9035528, -77.0663175 38.9035034)",1,231.76,motorway,1,56,2,4600,,,0,0.15,4,1,0.144039776,34.79687325,35,0.248314286,,,,,,,,
7623,Whitehurst Freeway,235079848,4437,2248,1,"LINESTRING (-77.0695878 38.904302, -77.0697066 38.9043344, -77.0697918 38.9043651, -77.069862 38.9044035, -77.0699129 38.9044354, -77.069959 38.9044754, -77.0699978 38.9045129, -77.0700358 38.9045602, -77.0700762 38.9046143, -77.0700995 38.9046578, -77.0701162 38.9046944, -77.0701281 38.9047263)",1,69.84,motorway,1,56,3,6900,,,0,0.15,4,1,0.043405842,34.79687325,35,0.074828571,,,,,,,,
7624,Whitehurst Freeway,469146408,4438,4437,1,"LINESTRING (-77.0691879 38.904209, -77.0695878 38.904302)",1,36.12,motorway,1,56,3,6900,,,0,0.15,4,1,0.022448726,34.79687325,35,0.0387,,,,,,,,
