link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,link_type_name,vdf_free_speed_in_mph,from_biway,is_link
1,,,1,25757,,"LINESTRING (-122.29308772158302 47.73012277341621, -122.2884386 47.7337512)",1,533.2635533,,0,90,1,99999,,,0,0.15,4,1,0.331425453,,55,0.355509036,,,,,connector,55.9235463,1,0
2,,,2,549,,"LINESTRING (-122.28331858089358 47.72564122125783, -122.2856758 47.7191483)",1,743.2611065,,0,90,1,99999,,,0,0.15,4,1,0.46193978,,55,0.495507404,,,,,connector,55.9235463,1,0
3,,,3,7953,,"LINESTRING (-122.31605730922072 47.72638072696768, -122.3126592 47.7266458)",1,256.6204667,,0,90,1,99999,,,0,0.15,4,1,0.159490657,,55,0.171080311,,,,,connector,55.9235463,1,0
4,,,4,13048,,"LINESTRING (-122.30263117563447 47.726971953106926, -122.3019742 47.7338331)",1,764.4473316,,0,90,1,99999,,,0,0.15,4,1,0.475107105,,55,0.509631554,,,,,connector,55.9235463,1,0
5,,,5,7019,,"LINESTRING (-122.33294167442324 47.73053346873494, -122.3342242 47.7286526)",1,230.1934779,,0,90,1,99999,,,0,0.15,4,1,0.143066176,,55,0.153462319,,,,,connector,55.9235463,1,0
6,,,6,22409,,"LINESTRING (-122.35238046778892 47.71686674289968, -122.3483549 47.7223143)",1,676.8159156,,0,90,1,99999,,,0,0.15,4,1,0.420643826,,55,0.45121061,,,,,connector,55.9235463,1,0
7,,,7,11259,,"LINESTRING (-122.3554307734927 47.7279132448403, -122.3555457 47.7287253)",1,90.69906163,,0,90,1,99999,,,0,0.15,4,1,0.056369833,,55,0.060466041,,,,,connector,55.9235463,1,0
8,,,8,4728,,"LINESTRING (-122.34950608960914 47.73015257159624, -122.3477456 47.7310462)",1,165.262824,,0,90,1,99999,,,0,0.15,4,1,0.102711513,,55,0.110175216,,,,,connector,55.9235463,1,0
9,,,9,24628,,"LINESTRING (-122.37071625511048 47.722541471195775, -122.366386 47.7196676)",1,455.6864477,,0,90,1,99999,,,0,0.15,4,1,0.283210968,,55,0.303790965,,,,,connector,55.9235463,1,0
10,,,10,23837,,"LINESTRING (-122.3232573464264 47.71671086197028, -122.3235719 47.7244488)",1,860.6653767,,0,90,1,99999,,,0,0.15,4,1,0.534907009,,55,0.573776918,,,,,connector,55.9235463,1,0
11,,,11,3816,,"LINESTRING (-122.33805124034852 47.71863614468806, -122.3386175 47.7195555)",1,110.6963283,,0,90,1,99999,,,0,0.15,4,1,0.068798215,,55,0.073797552,,,,,connector,55.9235463,1,0
12,,,12,11267,,"LINESTRING (-122.3018747606802 47.71569714158596, -122.3018743 47.7193214)",1,402.962539,,0,90,1,99999,,,0,0.15,4,1,0.250442846,,55,0.268641693,,,,,connector,55.9235463,1,0
13,,,13,9373,,"LINESTRING (-122.28609562195793 47.71125997879584, -122.2906548 47.7119508)",1,350.6382071,,0,90,1,99999,,,0,0.15,4,1,0.217923062,,55,0.233758805,,,,,connector,55.9235463,1,0
14,,,14,547,,"LINESTRING (-122.27209563950449 47.7070822348694, -122.2801772 47.708902)",1,639.3443209,,0,90,1,99999,,,0,0.15,4,1,0.397355078,,55,0.426229547,,,,,connector,55.9235463,1,0
15,,,15,3651,,"LINESTRING (-122.29607666501693 47.70641524268844, -122.2961988 47.7068376)",1,47.84580806,,0,90,1,99999,,,0,0.15,4,1,0.029736363,,55,0.031897205,,,,,connector,55.9235463,1,0
16,,,16,7957,,"LINESTRING (-122.3068194825185 47.70655451185379, -122.3078139 47.7084931)",1,228.0947935,,0,90,1,99999,,,0,0.15,4,1,0.141761836,,55,0.152063196,,,,,connector,55.9235463,1,0
17,,,17,19174,,"LINESTRING (-122.32734490657806 47.707999876065664, -122.3273318 47.708566)",1,62.95197327,,0,90,1,99999,,,0,0.15,4,1,0.039124906,,55,0.041967982,,,,,connector,55.9235463,1,0
18,,,18,14560,,"LINESTRING (-122.31726948645286 47.70602950669851, -122.3178362 47.7063027)",1,52.26377117,,0,90,1,99999,,,0,0.15,4,1,0.032482145,,55,0.034842514,,,,,connector,55.9235463,1,0
19,,,19,18478,,"LINESTRING (-122.3422009363636 47.70230115925006, -122.3447427 47.7022344)",1,190.9131584,,0,90,1,99999,,,0,0.15,4,1,0.118653299,,55,0.127275439,,,,,connector,55.9235463,1,0
20,,,20,3315,,"LINESTRING (-122.36659648037764 47.7067513866155, -122.3634458 47.7087652)",1,325.6377515,,0,90,1,99999,,,0,0.15,4,1,0.202385178,,55,0.217091834,,,,,connector,55.9235463,1,0
21,,,21,2890,,"LINESTRING (-122.39585372701768 47.69753772669517, -122.3936401 47.6982826)",1,185.6509803,,0,90,1,99999,,,0,0.15,4,1,0.115382834,,55,0.12376732,,,,,connector,55.9235463,1,0
22,,,22,2109,,"LINESTRING (-122.38185688957536 47.70041366907435, -122.3808266 47.6989726)",1,177.9099718,,0,90,1,99999,,,0,0.15,4,1,0.110571766,,55,0.118606648,,,,,connector,55.9235463,1,0
23,,,23,7103,,"LINESTRING (-122.35449744544692 47.69637016848983, -122.3527703 47.7043829)",1,900.2735346,,0,90,1,99999,,,0,0.15,4,1,0.559523639,,55,0.600182356,,,,,connector,55.9235463,1,0
24,,,24,24641,,"LINESTRING (-122.36396168020802 47.69652892991894, -122.3660358 47.6978692)",1,215.5089031,,0,90,1,99999,,,0,0.15,4,1,0.133939654,,55,0.143672602,,,,,connector,55.9235463,1,0
25,,,25,18593,,"LINESTRING (-122.34198158061504 47.69406430341527, -122.3444796 47.6936754)",1,192.4366195,,0,90,1,99999,,,0,0.15,4,1,0.119600136,,55,0.12829108,,,,,connector,55.9235463,1,0
26,,,26,2695,,"LINESTRING (-122.32623622317922 47.696530866491166, -122.328447 47.695922)",1,179.2231811,,0,90,1,99999,,,0,0.15,4,1,0.111387931,,55,0.119482121,,,,,connector,55.9235463,1,0
27,,,27,25630,,"LINESTRING (-122.31188481476768 47.69547977968219, -122.3121142 47.695787)",1,38.25244421,,0,90,1,99999,,,0,0.15,4,1,0.023774049,,55,0.025501629,,,,,connector,55.9235463,1,0
28,,,28,24809,,"LINESTRING (-122.2980586614428 47.69537520318307, -122.296165 47.6975075)",1,276.4244131,,0,90,1,99999,,,0,0.15,4,1,0.171798889,,55,0.184282942,,,,,connector,55.9235463,1,0
29,,,29,23089,,"LINESTRING (-122.27371825140024 47.69362428530248, -122.2769441 47.6964842)",1,399.6802253,,0,90,1,99999,,,0,0.15,4,1,0.248402875,,55,0.266453484,,,,,connector,55.9235463,1,0
30,,,30,11711,,"LINESTRING (-122.28794378304872 47.68662436772264, -122.2905714 47.6856715)",1,223.9214556,,0,90,1,99999,,,0,0.15,4,1,0.139168089,,55,0.14928097,,,,,connector,55.9235463,1,0
31,,,31,14882,,"LINESTRING (-122.30229258438985 47.68390514036308, -122.3007586 47.6839419)",1,115.2441119,,0,90,1,99999,,,0,0.15,4,1,0.071624681,,55,0.076829408,,,,,connector,55.9235463,1,0
32,,,32,19029,,"LINESTRING (-122.31194174727042 47.68275303782036, -122.31209 47.68305)",1,34.84328531,,0,90,1,99999,,,0,0.15,4,1,0.021655243,,55,0.023228857,,,,,connector,55.9235463,1,0
33,,,33,1682,,"LINESTRING (-122.33110299116372 47.686864631189, -122.3283364 47.6868372)",1,207.7265561,,0,90,1,99999,,,0,0.15,4,1,0.129102894,,55,0.138484371,,,,,connector,55.9235463,1,0
34,,,34,12071,,"LINESTRING (-122.34991195008188 47.68513360279629, -122.3499115 47.6869546)",1,202.4661426,,0,90,1,99999,,,0,0.15,4,1,0.125833526,,55,0.134977428,,,,,connector,55.9235463,1,0
35,,,35,23296,,"LINESTRING (-122.36066009347492 47.68509500764512, -122.3606329 47.6869407)",1,205.2220052,,0,90,1,99999,,,0,0.15,4,1,0.127546305,,55,0.13681467,,,,,connector,55.9235463,1,0
36,,,36,18312,,"LINESTRING (-122.37405787375786 47.68510354663678, -122.3767866 47.6865084)",1,257.6189842,,0,90,1,99999,,,0,0.15,4,1,0.160111239,,55,0.171745989,,,,,connector,55.9235463,1,0
37,,,37,2487,,"LINESTRING (-122.39645805723175 47.68701119732663, -122.398306 47.6867398)",1,141.9794284,,0,90,1,99999,,,0,0.15,4,1,0.088240788,,55,0.094652952,,,,,connector,55.9235463,1,0
38,,,38,6585,,"LINESTRING (-122.4039393182102 47.675039768213615, -122.4034985 47.6758214)",1,92.99577805,,0,90,1,99999,,,0,0.15,4,1,0.057797252,,55,0.061997185,,,,,connector,55.9235463,1,0
39,,,39,24639,,"LINESTRING (-122.39428013210669 47.675241790744245, -122.395586 47.6758801)",1,121.0476349,,0,90,1,99999,,,0,0.15,4,1,0.075231594,,55,0.080698423,,,,,connector,55.9235463,1,0
40,,,40,8801,,"LINESTRING (-122.38202880668686 47.67594454078915, -122.3821347 47.6759876)",1,9.281669609,,0,90,1,99999,,,0,0.15,4,1,0.005768595,,55,0.00618778,,,,,connector,55.9235463,1,0
41,,,41,11695,,"LINESTRING (-122.37127189802108 47.67601553254135, -122.3713937 47.6759907)",1,9.553925731,,0,90,1,99999,,,0,0.15,4,1,0.005937803,,55,0.006369284,,,,,connector,55.9235463,1,0
42,,,42,2056,,"LINESTRING (-122.36175959597348 47.67407249848465, -122.3607115 47.6759885)",1,227.1026717,,0,90,1,99999,,,0,0.15,4,1,0.141145228,,55,0.151401781,,,,,connector,55.9235463,1,0
43,,,43,21066,,"LINESTRING (-122.35210136337844 47.67255480665569, -122.3543915 47.6724873)",1,172.1447294,,0,90,1,99999,,,0,0.15,4,1,0.106988645,,55,0.114763153,,,,,connector,55.9235463,1,0
44,,,44,25456,,"LINESTRING (-122.32605645996478 47.67491684158024, -122.3254671 47.6744405)",1,69.01889423,,0,90,1,99999,,,0,0.15,4,1,0.042895522,,55,0.046012596,,,,,connector,55.9235463,1,0
45,,,45,4840,,"LINESTRING (-122.32184710363228 47.68014390191338, -122.3217881 47.681093)",1,105.6175808,,0,90,1,99999,,,0,0.15,4,1,0.065641753,,55,0.070411721,,,,,connector,55.9235463,1,0
46,,,46,19034,,"LINESTRING (-122.29554257732366 47.679417010609626, -122.2958795 47.6830466)",1,404.3448301,,0,90,1,99999,,,0,0.15,4,1,0.251301945,,55,0.26956322,,,,,connector,55.9235463,1,0
47,,,47,7923,,"LINESTRING (-122.28235485231018 47.679419362821, -122.2850117 47.6794183)",1,199.4934493,,0,90,1,99999,,,0,0.15,4,1,0.123985985,,55,0.132995633,,,,,connector,55.9235463,1,0
48,,,48,5148,,"LINESTRING (-122.2490005799959 47.67952348970196, -122.2636306 47.6793681)",1,1098.652393,,0,90,1,99999,,,0,0.15,4,1,0.6828169,,55,0.732434929,,,,,connector,55.9235463,1,0
49,,,49,11720,,"LINESTRING (-122.26814925994934 47.65562056007462, -122.2719562 47.6612845)",1,691.624983,,0,90,1,99999,,,0,0.15,4,1,0.429847721,,55,0.461083322,,,,,connector,55.9235463,1,0
50,,,49,23777,,"LINESTRING (-122.26814925994934 47.65562056007462, -122.2767061 47.6583998)",1,713.1961,,0,90,1,99999,,,0,0.15,4,1,0.443254257,,55,0.475464067,,,,,connector,55.9235463,1,0
51,,,50,1068,,"LINESTRING (-122.25685071606104 47.66667356008592, -122.2640158 47.6750645)",1,1076.992243,,0,90,1,99999,,,0,0.15,4,1,0.66935503,,55,0.717994829,,,,,connector,55.9235463,1,0
52,,,51,7082,,"LINESTRING (-122.27761199850583 47.67163180997477, -122.2758282 47.6692422)",1,297.5483354,,0,90,1,99999,,,0,0.15,4,1,0.184927492,,55,0.198365557,,,,,connector,55.9235463,1,0
53,,,52,21125,,"LINESTRING (-122.29074009018456 47.66876045895581, -122.2847751 47.6626114)",1,817.3883061,,0,90,1,99999,,,0,0.15,4,1,0.508010134,,55,0.544925537,,,,,connector,55.9235463,1,0
54,,,53,11233,,"LINESTRING (-122.30023526866358 47.6694102115838, -122.3006188 47.6685345)",1,101.5362154,,0,90,1,99999,,,0,0.15,4,1,0.063105168,,55,0.06769081,,,,,connector,55.9235463,1,0
55,,,54,4749,,"LINESTRING (-122.30360978061182 47.66474639900011, -122.3043913 47.6664388)",1,197.1100968,,0,90,1,99999,,,0,0.15,4,1,0.122504721,,55,0.131406731,,,,,connector,55.9235463,1,0
56,,,55,14572,,"LINESTRING (-122.31075898140578 47.671278905667165, -122.3094493 47.669791)",1,192.4614083,,0,90,1,99999,,,0,0.15,4,1,0.119615543,,55,0.128307606,,,,,connector,55.9235463,1,0
57,,,56,22160,,"LINESTRING (-122.31474187627217 47.66815772885658, -122.3142017 47.6664449)",1,194.7122155,,0,90,1,99999,,,0,0.15,4,1,0.121014429,,55,0.129808144,,,,,connector,55.9235463,1,0
58,,,57,538,,"LINESTRING (-122.32292445361657 47.66859004484645, -122.322573 47.6679867)",1,72.08828797,,0,90,1,99999,,,0,0.15,4,1,0.044803162,,55,0.048058859,,,,,connector,55.9235463,1,0
59,,,58,19563,,"LINESTRING (-122.33777676053244 47.67403240594216, -122.3336908 47.6751042)",1,329.1574333,,0,90,1,99999,,,0,0.15,4,1,0.204572675,,55,0.219438289,,,,,connector,55.9235463,1,0
60,,,59,2984,,"LINESTRING (-122.38292753517987 47.66591344703776, -122.3821442 47.6655072)",1,74.17219907,,0,90,1,99999,,,0,0.15,4,1,0.046098321,,55,0.049448133,,,,,connector,55.9235463,1,0
61,,,60,25871,,"LINESTRING (-122.37781858831052 47.6705203676468, -122.376193 47.6709051)",1,129.3573727,,0,90,1,99999,,,0,0.15,4,1,0.08039613,,55,0.086238248,,,,,connector,55.9235463,1,0
62,,,61,24178,,"LINESTRING (-122.37127276599824 47.664426544723774, -122.3764839 47.6628222)",1,430.1341995,,0,90,1,99999,,,0,0.15,4,1,0.267330143,,55,0.286756133,,,,,connector,55.9235463,1,0
63,,,62,2311,,"LINESTRING (-122.3604503070724 47.6605483157288, -122.3577072 47.6633048)",1,369.2963888,,0,90,1,99999,,,0,0.15,4,1,0.229519197,,55,0.246197593,,,,,connector,55.9235463,1,0
64,,,63,7393,,"LINESTRING (-122.35136626171838 47.66138807066833, -122.3485931 47.6621776)",1,226.0388109,,0,90,1,99999,,,0,0.15,4,1,0.140484034,,55,0.150692541,,,,,connector,55.9235463,1,0
65,,,63,7396,,"LINESTRING (-122.35136626171838 47.66138807066833, -122.3471463 47.6621953)",1,329.4305489,,0,90,1,99999,,,0,0.15,4,1,0.204742417,,55,0.219620366,,,,,connector,55.9235463,1,0
66,,,63,24128,,"LINESTRING (-122.35136626171838 47.66138807066833, -122.347545 47.6621808)",1,300.2498426,,0,90,1,99999,,,0,0.15,4,1,0.18660649,,55,0.200166562,,,,,connector,55.9235463,1,0
67,,,64,4332,,"LINESTRING (-122.35100223887984 47.65315152649474, -122.3505755 47.6541493)",1,115.4752154,,0,90,1,99999,,,0,0.15,4,1,0.071768313,,55,0.076983477,,,,,connector,55.9235463,1,0
68,,,65,13450,,"LINESTRING (-122.34182094371768 47.66087725338226, -122.3421561 47.6611032)",1,35.56477692,,0,90,1,99999,,,0,0.15,4,1,0.022103653,,55,0.023709851,,,,,connector,55.9235463,1,0
69,,,66,3068,,"LINESTRING (-122.33226129075342 47.658526447041375, -122.3325502 47.6613648)",1,316.3238761,,0,90,1,99999,,,0,0.15,4,1,0.196596567,,55,0.210882584,,,,,connector,55.9235463,1,0
70,,,67,2971,,"LINESTRING (-122.32420792171658 47.65943680136799, -122.3251228 47.6589473)",1,87.66234482,,0,90,1,99999,,,0,0.15,4,1,0.054482501,,55,0.058441563,,,,,connector,55.9235463,1,0
71,,,68,525,,"LINESTRING (-122.32024956493538 47.65746804641913, -122.3208338 47.6575155)",1,44.20255577,,0,90,1,99999,,,0,0.15,4,1,0.027472067,,55,0.029468371,,,,,connector,55.9235463,1,0
72,,,69,12812,,"LINESTRING (-122.3015706389624 47.65387076672455, -122.2987153 47.6589625)",1,605.388798,,0,90,1,99999,,,0,0.15,4,1,0.376251584,,55,0.403592532,,,,,connector,55.9235463,1,0
73,,,69,14803,,"LINESTRING (-122.3015706389624 47.65387076672455, -122.2998187 47.6554417)",1,218.6956911,,0,90,1,99999,,,0,0.15,4,1,0.135920255,,55,0.145797127,,,,,connector,55.9235463,1,0
74,,,70,11182,,"LINESTRING (-122.31503911755104 47.65610764390951, -122.3127223 47.6508048)",1,614.742296,,0,90,1,99999,,,0,0.15,4,1,0.38206482,,55,0.409828197,,,,,connector,55.9235463,1,0
75,,,71,1098,,"LINESTRING (-122.3148917337027 47.65907192712929, -122.3097263 47.6574081)",1,429.8537326,,0,90,1,99999,,,0,0.15,4,1,0.267155831,,55,0.286569155,,,,,connector,55.9235463,1,0
76,,,71,11661,,"LINESTRING (-122.3148917337027 47.65907192712929, -122.313746 47.6598026)",1,118.3487456,,0,90,1,99999,,,0,0.15,4,1,0.073554224,,55,0.078899164,,,,,connector,55.9235463,1,0
77,,,71,25401,,"LINESTRING (-122.3148917337027 47.65907192712929, -122.317884 47.6594569)",1,228.8045678,,0,90,1,99999,,,0,0.15,4,1,0.142202963,,55,0.152536379,,,,,connector,55.9235463,1,0
78,,,72,7030,,"LINESTRING (-122.31415096508886 47.66309661358142, -122.3142469 47.6630996)",1,7.213309929,,0,90,1,99999,,,0,0.15,4,1,0.004483101,,55,0.004808873,,,,,connector,55.9235463,1,0
79,,,73,11934,,"LINESTRING (-122.30869092945618 47.663067518018856, -122.3087984 47.66125)",1,202.2396272,,0,90,1,99999,,,0,0.15,4,1,0.125692745,,55,0.134826418,,,,,connector,55.9235463,1,0
80,,,74,25405,,"LINESTRING (-122.3378200229166 47.6475310935894, -122.3375269 47.6480454)",1,61.27667174,,0,90,1,99999,,,0,0.15,4,1,0.038083699,,55,0.040851114,,,,,connector,55.9235463,1,0
81,,,75,14705,,"LINESTRING (-122.34114926741871 47.65411255907116, -122.3425056 47.6541309)",1,101.9119006,,0,90,1,99999,,,0,0.15,4,1,0.063338658,,55,0.067941267,,,,,connector,55.9235463,1,0
82,,,76,6637,,"LINESTRING (-122.40701293875144 47.640654468549336, -122.4061879 47.6399323)",1,101.4417737,,0,90,1,99999,,,0,0.15,4,1,0.063046472,,55,0.067627849,,,,,connector,55.9235463,1,0
83,,,76,6638,,"LINESTRING (-122.40701293875144 47.640654468549336, -122.4061366 47.6391487)",1,179.9015549,,0,90,1,99999,,,0,0.15,4,1,0.111809543,,55,0.11993437,,,,,connector,55.9235463,1,0
84,,,77,4884,,"LINESTRING (-122.41403382795352 47.66031638541702, -122.4097897 47.6609448)",1,326.3579835,,0,90,1,99999,,,0,0.15,4,1,0.202832805,,55,0.217571989,,,,,connector,55.9235463,1,0
85,,,78,21784,,"LINESTRING (-122.38558249916623 47.65519730365622, -122.3856908 47.6561063)",1,101.3924286,,0,90,1,99999,,,0,0.15,4,1,0.063015804,,55,0.067594952,,,,,connector,55.9235463,1,0
86,,,79,5289,,"LINESTRING (-122.3878514204618 47.642462480159615, -122.3869872 47.6333889)",1,1010.918521,,0,90,1,99999,,,0,0.15,4,1,0.628289945,,55,0.673945681,,,,,connector,55.9235463,1,0
87,,,79,9594,,"LINESTRING (-122.3878514204618 47.642462480159615, -122.3869894 47.6335651)",1,991.3584847,,0,90,1,99999,,,0,0.15,4,1,0.616133303,,55,0.660905656,,,,,connector,55.9235463,1,0
88,,,80,7499,,"LINESTRING (-122.37752355998845 47.63194828871383, -122.3776965 47.632403)",1,52.20019161,,0,90,1,99999,,,0,0.15,4,1,0.03244263,,55,0.034800128,,,,,connector,55.9235463,1,0
89,,,80,25003,,"LINESTRING (-122.37752355998845 47.63194828871383, -122.3766065 47.6378645)",1,661.3838577,,0,90,1,99999,,,0,0.15,4,1,0.411052739,,55,0.440922572,,,,,connector,55.9235463,1,0
90,,,81,3656,,"LINESTRING (-122.36833864884422 47.65269464004898, -122.3675163 47.652353)",1,72.52234308,,0,90,1,99999,,,0,0.15,4,1,0.045072929,,55,0.048348229,,,,,connector,55.9235463,1,0
91,,,82,3437,,"LINESTRING (-122.3684493253051 47.64444914272716, -122.3607121 47.6468962)",1,641.852435,,0,90,1,99999,,,0,0.15,4,1,0.398913881,,55,0.427901623,,,,,connector,55.9235463,1,0
92,,,83,7472,,"LINESTRING (-122.35215810887414 47.64405888583938, -122.3496039 47.6432277)",1,213.0088262,,0,90,1,99999,,,0,0.15,4,1,0.132385846,,55,0.142005884,,,,,connector,55.9235463,1,0
93,,,84,509,,"LINESTRING (-122.3222057568301 47.64483566607267, -122.3220922 47.6456201)",1,87.63239215,,0,90,1,99999,,,0,0.15,4,1,0.054463886,,55,0.058421595,,,,,connector,55.9235463,1,0
94,,,85,24268,,"LINESTRING (-122.30188509389656 47.63922776710135, -122.305035 47.6464142)",1,833.3292936,,0,90,1,99999,,,0,0.15,4,1,0.517917522,,55,0.555552862,,,,,connector,55.9235463,1,0
95,,,86,6599,,"LINESTRING (-122.2768392499216 47.63627871963667, -122.2771503 47.63618)",1,25.82362059,,0,90,1,99999,,,0,0.15,4,1,0.016049485,,55,0.017215747,,,,,connector,55.9235463,1,0
96,,,87,11728,,"LINESTRING (-122.30483907007525 47.62854748796672, -122.3047869 47.6268378)",1,190.1288055,,0,90,1,99999,,,0,0.15,4,1,0.118165821,,55,0.126752537,,,,,connector,55.9235463,1,0
97,,,88,6614,,"LINESTRING (-122.31777096167276 47.63097169396203, -122.320197 47.6304945)",1,189.8945583,,0,90,1,99999,,,0,0.15,4,1,0.118020235,,55,0.126596372,,,,,connector,55.9235463,1,0
98,,,89,4983,,"LINESTRING (-122.32998569937126 47.63292435890425, -122.328658 47.6304738)",1,290.1579013,,0,90,1,99999,,,0,0.15,4,1,0.180334308,,55,0.193438601,,,,,connector,55.9235463,1,0
99,,,90,19814,,"LINESTRING (-122.34081407655194 47.63240359231967, -122.342275 47.6329859)",1,127.4607952,,0,90,1,99999,,,0,0.15,4,1,0.079217399,,55,0.084973863,,,,,connector,55.9235463,1,0
100,,,91,5408,,"LINESTRING (-122.3456821649205 47.62731326047349, -122.3462393 47.626272)",1,123.1111755,,0,90,1,99999,,,0,0.15,4,1,0.076514093,,55,0.082074117,,,,,connector,55.9235463,1,0
101,,,92,5405,,"LINESTRING (-122.34737232100798 47.63451133776962, -122.347601 47.6348461)",1,40.99586891,,0,90,1,99999,,,0,0.15,4,1,0.025479098,,55,0.027330579,,,,,connector,55.9235463,1,0
102,,,93,11754,,"LINESTRING (-122.35647851651105 47.63603823020975, -122.356931 47.637172)",1,130.5618052,,0,90,1,99999,,,0,0.15,4,1,0.081144689,,55,0.087041203,,,,,connector,55.9235463,1,0
103,,,94,3061,,"LINESTRING (-122.367004084108 47.634389253956336, -122.3650413 47.6323379)",1,271.6199172,,0,90,1,99999,,,0,0.15,4,1,0.168812876,,55,0.181079945,,,,,connector,55.9235463,1,0
104,,,95,5415,,"LINESTRING (-122.36037436229432 47.6278843250065, -122.3606175 47.6267325)",1,129.360747,,0,90,1,99999,,,0,0.15,4,1,0.080398227,,55,0.086240498,,,,,connector,55.9235463,1,0
105,,,96,12299,,"LINESTRING (-122.3541155658771 47.6285306273616, -122.3566387 47.6295752)",1,222.3732996,,0,90,1,99999,,,0,0.15,4,1,0.138205904,,55,0.148248866,,,,,connector,55.9235463,1,0
106,,,97,10646,,"LINESTRING (-122.35304349697518 47.62170407175004, -122.3528255 47.6209217)",1,88.51644492,,0,90,1,99999,,,0,0.15,4,1,0.055013328,,55,0.059010963,,,,,connector,55.9235463,1,0
107,,,98,19572,,"LINESTRING (-122.36265498122614 47.62318699821837, -122.3630071 47.6224128)",1,90.05508028,,0,90,1,99999,,,0,0.15,4,1,0.055969596,,55,0.06003672,,,,,connector,55.9235463,1,0
108,,,99,10288,,"LINESTRING (-122.34609647483036 47.61714486015955, -122.3461696 47.6166804)",1,51.93178961,,0,90,1,99999,,,0,0.15,4,1,0.032275817,,55,0.034621193,,,,,connector,55.9235463,1,0
109,,,100,21437,,"LINESTRING (-122.3405911268318 47.6153676450262, -122.3409072 47.6159305)",1,66.93917653,,0,90,1,99999,,,0,0.15,4,1,0.041602969,,55,0.044626118,,,,,connector,55.9235463,1,0
110,,,101,25895,,"LINESTRING (-122.34358330367674 47.62203668533456, -122.3437175 47.6220661)",1,10.60427717,,0,90,1,99999,,,0,0.15,4,1,0.006590601,,55,0.007069518,,,,,connector,55.9235463,1,0
111,,,102,12914,,"LINESTRING (-122.3308796731354 47.62193399776434, -122.3297158 47.6196798)",1,265.4597703,,0,90,1,99999,,,0,0.15,4,1,0.16498432,,55,0.17697318,,,,,connector,55.9235463,1,0
112,,,103,18735,,"LINESTRING (-122.33412417156232 47.61638589684668, -122.3335788 47.6162649)",1,43.15005526,,0,90,1,99999,,,0,0.15,4,1,0.026817934,,55,0.028766704,,,,,connector,55.9235463,1,0
113,,,104,15139,,"LINESTRING (-122.33584516685116 47.62198658743335, -122.3358545 47.6232095)",1,135.9688695,,0,90,1,99999,,,0,0.15,4,1,0.084505202,,55,0.090645913,,,,,connector,55.9235463,1,0
114,,,105,19438,,"LINESTRING (-122.3227294366327 47.622902684759794, -122.3209261 47.6229435)",1,135.6283013,,0,90,1,99999,,,0,0.15,4,1,0.084293537,,55,0.090418868,,,,,connector,55.9235463,1,0
115,,,106,5449,,"LINESTRING (-122.32649834056542 47.62310423933628, -122.3283489 47.6230603)",1,139.1873224,,0,90,1,99999,,,0,0.15,4,1,0.086505483,,55,0.092791548,,,,,connector,55.9235463,1,0
116,,,107,23311,,"LINESTRING (-122.32361025135114 47.61803686693901, -122.3242762 47.6195759)",1,178.2869185,,0,90,1,99999,,,0,0.15,4,1,0.11080604,,55,0.118857946,,,,,connector,55.9235463,1,0
117,,,108,4767,,"LINESTRING (-122.32601927031271 47.61932789665775, -122.3252867 47.6189193)",1,71.38935347,,0,90,1,99999,,,0,0.15,4,1,0.044368772,,55,0.047592902,,,,,connector,55.9235463,1,0
118,,,109,2755,,"LINESTRING (-122.3168079964378 47.6221131656994, -122.3169266 47.6199425)",1,241.5056261,,0,90,1,99999,,,0,0.15,4,1,0.150096722,,55,0.161003751,,,,,connector,55.9235463,1,0
119,,,110,2754,,"LINESTRING (-122.31680617359838 47.61761214089911, -122.316908 47.6187742)",1,129.4276502,,0,90,1,99999,,,0,0.15,4,1,0.080439807,,55,0.0862851,,,,,connector,55.9235463,1,0
120,,,111,20989,,"LINESTRING (-122.31720004670647 47.61381140248447, -122.3176731 47.6129396)",1,103.2480778,,0,90,1,99999,,,0,0.15,4,1,0.064169097,,55,0.068832052,,,,,connector,55.9235463,1,0
121,,,112,2264,,"LINESTRING (-122.30759892059632 47.62187542688939, -122.307362 47.6204794)",1,156.2327688,,0,90,1,99999,,,0,0.15,4,1,0.097099297,,55,0.104155179,,,,,connector,55.9235463,1,0
122,,,113,10768,,"LINESTRING (-122.29736473599915 47.61912844913496, -122.2961242 47.6189053)",1,96.49893649,,0,90,1,99999,,,0,0.15,4,1,0.059974479,,55,0.064332624,,,,,connector,55.9235463,1,0
123,,,114,20986,,"LINESTRING (-122.27799624353682 47.61345743684694, -122.281828 47.6122099)",1,319.7319717,,0,90,1,99999,,,0,0.15,4,1,0.198714712,,55,0.213154648,,,,,connector,55.9235463,1,0
124,,,115,20930,,"LINESTRING (-122.31082869621012 47.61444268246608, -122.3112508 47.6151383)",1,83.59783077,,0,90,1,99999,,,0,0.15,4,1,0.05195639,,55,0.055731887,,,,,connector,55.9235463,1,0
