link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,link_type_name,vdf_free_speed_in_mph,from_biway,is_link
9779,212th Way Southeast,1356530038,4731,25841,1,"LINESTRING (-122.0610829 47.5719263, -122.0612339 47.571876, -122.0613528 47.5718432, -122.0615307 47.5718127, -122.0616851 47.5717911, -122.0618663 47.5717735, -122.0620152 47.5717534, -122.0621318 47.5717348, -122.0621673 47.5717291, -122.0622042 47.5717232, -122.0623577 47.571673, -122.0627696 47.5714908, -122.0632847 47.5713292, -122.0634567 47.5712834, -122.0636941 47.5712202, -122.0638736 47.5711638, -122.0639907 47.571119, -122.0640701 47.5710751, -122.0641443 47.5710268, -122.0642023 47.5709721, -122.0642431 47.5709078, -122.0642723 47.5708272, -122.064282 47.5707186)",1,289.92,tertiary,5,40,1,1200,,,0,0.15,4,1,0.180186451,24.85490947,25,0.43488,,,,,,,,
9780,Northeast 204th Street,6519151,4732,4301,1,"LINESTRING (-122.2488494 47.7768064, -122.2488004 47.7767864, -122.2473025 47.7761762, -122.2463498 47.7758465, -122.246294 47.7758225, -122.245969 47.7756828)",1,249.03,tertiary,5,56,2,2400,,,0,0.15,4,1,0.154773151,34.79687325,35,0.266817857,,,,,,,,
9781,Lockwood Road,313768578,4732,12568,1,"LINESTRING (-122.2488494 47.7768064, -122.2492858 47.7769879, -122.2496804 47.777152)",1,73.03,tertiary,5,56,2,2400,,,0,0.15,4,1,0.04538844,34.79687325,35,0.078246429,,,,,,,,
9782,47th Avenue Northeast,382618023,4733,2222,1,"LINESTRING (-122.2740095 47.7766892, -122.2742837 47.7766691, -122.2745074 47.7766313, -122.2748089 47.776547, -122.2751348 47.7764037, -122.2753341 47.7762815, -122.2754159 47.7762168, -122.275491 47.7761574, -122.2756366 47.7759527, -122.2759975 47.7749534)",1,269.19,tertiary,5,40,1,1200,,,0,0.15,4,1,0.167302672,24.85490947,25,0.403785,,,,,,,,
9783,Northeast 204th Street,6519181,4733,4734,1,"LINESTRING (-122.2740095 47.7766892, -122.2737231 47.7766762, -122.2735363 47.7766555, -122.2733187 47.7766214, -122.272673 47.7765003, -122.2718374 47.7763392, -122.2713015 47.7762357)",1,209.01,tertiary,5,40,2,2400,,,0,0.15,4,1,0.129900559,24.85490947,25,0.313515,,,,,,,,
9784,Northeast 204th Street,6519181,4734,4733,1,"LINESTRING (-122.2713015 47.7762357, -122.2718374 47.7763392, -122.272673 47.7765003, -122.2733187 47.7766214, -122.2735363 47.7766555, -122.2737231 47.7766762, -122.2740095 47.7766892)",1,209.01,tertiary,5,40,2,2400,,,0,0.15,4,1,0.129900559,24.85490947,25,0.313515,,,,,,,,
9785,Northeast 204th Street,6519184,4734,4735,1,"LINESTRING (-122.2713015 47.7762357, -122.270377 47.7760599, -122.2702833 47.7760421)",1,79.07,tertiary,5,40,2,2400,,,0,0.15,4,1,0.049142324,24.85490947,25,0.118605,,,,,,,,
9786,Northeast 204th Street,6519184,4735,4734,1,"LINESTRING (-122.2702833 47.7760421, -122.270377 47.7760599, -122.2713015 47.7762357)",1,79.07,tertiary,5,40,2,2400,,,0,0.15,4,1,0.049142324,24.85490947,25,0.118605,,,,,,,,
9787,55th Avenue Northeast,6522126,4735,4787,1,"LINESTRING (-122.2702833 47.7760421, -122.2704297 47.776455, -122.270502 47.7766139, -122.270565 47.7767017, -122.2706667 47.7768123, -122.2711244 47.7771527)",1,141.98,secondary,4,60,2,3200,,,0,0.15,4,1,0.088241144,37.2823642,35,0.14198,,,,,,,,
9788,55th Avenue Northeast,382618025,4735,4790,1,"LINESTRING (-122.2702833 47.7760421, -122.2701636 47.7756872, -122.270076 47.7754571, -122.2698497 47.774916, -122.269658 47.7744661, -122.269611 47.7743667)",1,193.01,secondary,4,60,1,1600,,,0,0.15,4,1,0.119956495,37.2823642,35,0.19301,,,,,,,,
9789,88th Avenue South,6519505,4736,3996,1,"LINESTRING (-122.2220327 47.4018922, -122.2222645 47.4019152, -122.2223998 47.4018997, -122.2225248 47.4018637, -122.2230729 47.4014139, -122.22316 47.4013425, -122.2231917 47.4012824, -122.2232091 47.4012002, -122.223217 47.400584, -122.2232195 47.4003879, -122.2232305 47.3995331, -122.223233 47.3993599, -122.2232333 47.3993321, -122.2232371 47.3990147, -122.22324 47.3987974, -122.2232436 47.3985118, -122.2232442 47.3984541, -122.2232504 47.3979876, -122.223255 47.3976249)",1,527.21,tertiary,5,40,1,1200,,,0,0.15,4,1,0.327663145,24.85490947,25,0.790815,,,,,,,,
9790,88th Way South,733662798,4736,7525,1,"LINESTRING (-122.2220327 47.4018922, -122.2220005 47.4021182, -122.2219442 47.4022861, -122.2218718 47.4024495, -122.2216921 47.4027061, -122.2215565 47.4029127, -122.2214313 47.4031031, -122.22133 47.4032578, -122.2206956 47.4043118, -122.2205366 47.4046431, -122.220392 47.4049808, -122.2202287 47.4053938, -122.2200911 47.4059037, -122.2199883 47.4061748, -122.2198874 47.4063236, -122.2198162 47.4063871, -122.2197038 47.4064665)",1,542.04,tertiary,5,40,1,1200,,,0,0.15,4,1,0.33688005,24.85490947,25,0.81306,,,,,,,,
9791,South 224th Street,692258099,4736,22894,1,"LINESTRING (-122.2220327 47.4018922, -122.2221052 47.4017019, -122.2221443 47.4016313, -122.2222406 47.4015436, -122.22238 47.401442, -122.2225034 47.4013793, -122.2226295 47.4013285, -122.2227576 47.4012901, -122.2229113 47.4012649)",1,102.91,tertiary,5,40,1,1200,,,0,0.15,4,1,0.063958981,24.85490947,25,0.154365,,,,,,,,
9792,Harding Street,361470675,4737,2674,1,"LINESTRING (-121.9988802 47.2038751, -121.9988884 47.2051486, -121.9988948 47.2061465, -121.9988976 47.2065789)",1,300.65,tertiary,5,40,1,1200,,,0,0.15,4,1,0.18685519,24.85490947,25,0.450975,,,,,,,,
9793,Harding Street,6519510,4737,3134,1,"LINESTRING (-121.9988802 47.2038751, -121.9988794 47.2038069, -121.9988696 47.2030213, -121.9988688 47.2029548, -121.9988565 47.2019319, -121.9988413 47.2006771, -121.9988253 47.1993573)",1,502.37,tertiary,5,40,1,1200,,,0,0.15,4,1,0.312224984,24.85490947,25,0.753555,,,,,,,,
9794,Southeast 296th Street,6520178,4738,4739,1,"LINESTRING (-122.046392 47.336438, -122.0466322 47.3365072, -122.0470027 47.3365844, -122.0475427 47.336655, -122.0481061 47.3366919, -122.0482797 47.3366981, -122.0485893 47.3367091, -122.0491018 47.3367167, -122.0495411 47.3367233, -122.0502695 47.336732, -122.0504881 47.3367346)",1,312.55,tertiary,5,56,1,1200,,,0,0.15,4,1,0.194251088,34.79687325,35,0.334875,,,,,,,,
9795,224th Avenue Southeast,380141891,4738,14526,1,"LINESTRING (-122.046392 47.336438, -122.046297 47.336392, -122.046155 47.336305, -122.04606 47.3362381, -122.045986 47.336161, -122.0459568 47.3361324, -122.045918 47.33606, -122.045858 47.335968, -122.045821 47.335891, -122.045806 47.33586, -122.045778 47.335777, -122.045754 47.335681, -122.045525 47.334744, -122.045443 47.334411, -122.0453694 47.3341415, -122.045196 47.333507, -122.044983 47.3325227, -122.04498 47.332509, -122.0448507 47.3319733, -122.044839 47.331925, -122.0447844 47.3316799, -122.0447258 47.3313813, -122.044722 47.331363, -122.0445479 47.3306069, -122.0445 47.330399, -122.0444613 47.3302344, -122.044379 47.32989, -122.0443134 47.3295606)",1,789.55,tertiary,5,56,1,1200,,,0,0.15,4,1,0.490708515,34.79687325,35,0.845946429,,,,,,,,
9796,Southeast 296th Street,6520178,4739,3128,1,"LINESTRING (-122.0504881 47.3367346, -122.0513933 47.336748, -122.0517763 47.336776, -122.0520082 47.3368212, -122.052179 47.3368919)",1,130.52,tertiary,5,56,1,1200,,,0,0.15,4,1,0.081118707,34.79687325,35,0.139842857,,,,,,,,
9797,Southeast 296th Street,6520178,4739,4738,1,"LINESTRING (-122.0504881 47.3367346, -122.0502695 47.336732, -122.0495411 47.3367233, -122.0491018 47.3367167, -122.0485893 47.3367091, -122.0482797 47.3366981, -122.0481061 47.3366919, -122.0475427 47.336655, -122.0470027 47.3365844, -122.0466322 47.3365072, -122.046392 47.336438)",1,312.55,tertiary,5,56,1,1200,,,0,0.15,4,1,0.194251088,34.79687325,35,0.334875,,,,,,,,
9798,Northeast 1st Street,6520218,4740,4741,1,"LINESTRING (-122.2082712 47.6119745, -122.2081796 47.6119282, -122.2073031 47.6114853, -122.2069758 47.6113349, -122.2068888 47.6112946)",1,128.3,tertiary,5,40,2,2400,,,0,0.15,4,1,0.079738968,24.85490947,25,0.19245,,,,,,,,
9799,Northeast 1st Street,1054143004,4740,24544,1,"LINESTRING (-122.2082712 47.6119745, -122.2089274 47.6122689, -122.2096213 47.6126146, -122.2097535 47.6126823, -122.2098018 47.612707, -122.2102845 47.6129542)",1,186.19,tertiary,5,40,2,2400,,,0,0.15,4,1,0.115717837,24.85490947,25,0.279285,,,,,,,,
9800,Northeast 1st Street,6520218,4741,4740,1,"LINESTRING (-122.2068888 47.6112946, -122.2069758 47.6113349, -122.2073031 47.6114853, -122.2081796 47.6119282, -122.2082712 47.6119745)",1,128.3,tertiary,5,40,2,2400,,,0,0.15,4,1,0.079738968,24.85490947,25,0.19245,,,,,,,,
9801,Northeast 1st Street,6520218,4741,4742,1,"LINESTRING (-122.2068888 47.6112946, -122.2067395 47.6112882, -122.2066849 47.6112858, -122.2059328 47.6112533)",1,71.81,tertiary,5,40,2,2400,,,0,0.15,4,1,0.044630205,24.85490947,25,0.107715,,,,,,,,
9802,100th Avenue Northeast,513490815,4741,15756,1,"LINESTRING (-122.2068888 47.6112946, -122.2068562 47.6106648, -122.2068432 47.6104009, -122.206838 47.6102959, -122.2068336 47.6101877)",1,123.15,tertiary,5,48,1,1200,,,0,0.15,4,1,0.076538222,29.82589136,30,0.1539375,,,,,,,,
9803,100th Avenue Northeast,513490815,4741,21509,1,"LINESTRING (-122.2068888 47.6112946, -122.206892 47.6114133, -122.2069103 47.6118863, -122.2069117 47.6119497, -122.2069154 47.6120082)",1,79.38,tertiary,5,48,1,1200,,,0,0.15,4,1,0.049334991,29.82589136,30,0.099225,,,,,,,,
9804,Northeast 1st Street,718299403,4742,4556,1,"LINESTRING (-122.2059328 47.6112533, -122.2058461 47.6112253, -122.2055546 47.6112221, -122.2054619 47.6112211, -122.2047986 47.6112132, -122.2043987 47.6112027, -122.204276 47.6111991, -122.204163 47.6111961)",1,133.43,tertiary,5,40,1,1200,,,0,0.15,4,1,0.082927284,24.85490947,25,0.200145,,,,,,,,
9805,Northeast 1st Street,6520218,4742,4741,1,"LINESTRING (-122.2059328 47.6112533, -122.2066849 47.6112858, -122.2067395 47.6112882, -122.2068888 47.6112946)",1,71.81,tertiary,5,40,2,2400,,,0,0.15,4,1,0.044630205,24.85490947,25,0.107715,,,,,,,,
9806,Northeast 1st Street,6520221,4743,4131,1,"LINESTRING (-122.1803962 47.611566, -122.1804741 47.6114845, -122.180559 47.6114265, -122.1806611 47.6113802, -122.1807781 47.6113364, -122.1809438 47.6113013, -122.1810642 47.6112899, -122.1814722 47.6112699, -122.1819306 47.6112161, -122.1822306 47.6111587, -122.1824553 47.6111067, -122.182603 47.6110639, -122.1827379 47.6110251, -122.1829575 47.6109298, -122.1832197 47.610787, -122.1833958 47.6106361, -122.1834954 47.6105287, -122.1835599 47.6104195, -122.183672 47.6101232, -122.1837221 47.6099955)",1,333.05,tertiary,5,40,2,2400,,,0,0.15,4,1,0.20699192,24.85490947,25,0.499575,,,,,,,,
9807,120th Avenue Northeast,30614854,4743,6329,1,"LINESTRING (-122.1803962 47.611566, -122.1803156 47.6116826, -122.1802759 47.6117712, -122.1802602 47.6118436, -122.180254 47.6119969)",1,49.78,tertiary,5,40,2,2400,,,0,0.15,4,1,0.030938471,24.85490947,25,0.07467,,,,,,,,
9808,Longacres Drive Southwest,6520306,4744,4745,1,"LINESTRING (-122.2396999 47.4663488, -122.2397721 47.4662676, -122.2398354 47.466157, -122.2398652 47.4660984, -122.2398936 47.4660424, -122.2399381 47.4659002, -122.2399402 47.4657512, -122.2399371 47.46567, -122.2399145 47.4655945, -122.2398667 47.4655346, -122.2397418 47.4653745)",1,115.22,tertiary,5,40,2,2400,,,0,0.15,4,1,0.071609695,24.85490947,25,0.17283,,,,,,,,
9809,Longacres Drive Southwest,6520306,4744,4747,1,"LINESTRING (-122.2396999 47.4663488, -122.2390218 47.4667724, -122.2387472 47.4669233, -122.238627 47.4669813, -122.2385199 47.4670086, -122.2384556 47.4670169, -122.2383775 47.4670271, -122.2382285 47.4670288, -122.2381066 47.4670141, -122.2380004 47.4669871, -122.2378742 47.4669419, -122.2377518 47.4668759, -122.2376958 47.4668362, -122.2375908 47.4667408, -122.2374623 47.4666228)",1,213.77,tertiary,5,40,2,2400,,,0,0.15,4,1,0.132858919,24.85490947,25,0.320655,,,,,,,,
9810,Monster Road Southwest,230240625,4744,10473,1,"LINESTRING (-122.2396999 47.4663488, -122.2404043 47.4668416, -122.2412092 47.4674047, -122.241262 47.4674629, -122.2415967 47.4678516, -122.2416997 47.4679387, -122.2429411 47.4686417, -122.2434032 47.4689236, -122.2434275 47.4689411, -122.2435815 47.469051, -122.2436048 47.4690714, -122.2437403 47.4691901, -122.2438222 47.469271, -122.2439094 47.4693716, -122.2439272 47.4694117, -122.2439566 47.4694777, -122.2439866 47.4695736, -122.2439813 47.4696999, -122.2439416 47.469796, -122.2438807 47.4698822, -122.2437924 47.4699661, -122.2433327 47.4702769, -122.243216 47.470373, -122.2431323 47.4704749, -122.2430481 47.4706627, -122.2429458 47.4708982, -122.24287 47.4710726, -122.2426756 47.4714695, -122.2426407 47.471599, -122.2426302 47.4717036, -122.2426832 47.4724734, -122.2426921 47.4726023, -122.2427305 47.473392, -122.2427336 47.4735061, -122.2427294 47.4736188, -122.2427183 47.4736822, -122.2426948 47.4737546, -122.2426638 47.4738154, -122.2426269 47.4738683, -122.2425934 47.4739162, -122.2425186 47.474027)",1,1014.44,tertiary,5,40,2,2400,,,0,0.15,4,1,0.630478558,24.85490947,25,1.52166,,,,,,,,
9811,Longacres Drive Southwest,6520306,4745,4744,1,"LINESTRING (-122.2397418 47.4653745, -122.2398667 47.4655346, -122.2399145 47.4655945, -122.2399371 47.46567, -122.2399402 47.4657512, -122.2399381 47.4659002, -122.2398936 47.4660424, -122.2398652 47.4660984, -122.2398354 47.466157, -122.2397721 47.4662676, -122.2396999 47.4663488)",1,115.22,tertiary,5,40,2,2400,,,0,0.15,4,1,0.071609695,24.85490947,25,0.17283,,,,,,,,
9812,Longacres Drive Southwest,6520306,4745,4746,1,"LINESTRING (-122.2397418 47.4653745, -122.2395513 47.4651777)",1,26.15,tertiary,5,40,2,2400,,,0,0.15,4,1,0.016252331,24.85490947,25,0.039225,,,,,,,,
9813,Longacres Drive Southwest,6520306,4746,4745,1,"LINESTRING (-122.2395513 47.4651777, -122.2397418 47.4653745)",1,26.15,tertiary,5,40,2,2400,,,0,0.15,4,1,0.016252331,24.85490947,25,0.039225,,,,,,,,
9814,Southwest 16th Street,372362674,4746,8537,1,"LINESTRING (-122.2395513 47.4651777, -122.2393048 47.4652857)",1,22.08,tertiary,5,40,1,1200,,,0,0.15,4,1,0.013722809,24.85490947,25,0.03312,,,,,,,,
9815,Longacres Drive Southwest,6520306,4747,4744,1,"LINESTRING (-122.2374623 47.4666228, -122.2375908 47.4667408, -122.2376958 47.4668362, -122.2377518 47.4668759, -122.2378742 47.4669419, -122.2380004 47.4669871, -122.2381066 47.4670141, -122.2382285 47.4670288, -122.2383775 47.4670271, -122.2384556 47.4670169, -122.2385199 47.4670086, -122.238627 47.4669813, -122.2387472 47.4669233, -122.2390218 47.4667724, -122.2396999 47.4663488)",1,213.77,tertiary,5,40,2,2400,,,0,0.15,4,1,0.132858919,24.85490947,25,0.320655,,,,,,,,
9816,Southwest Grady Way,428064937,4747,17565,1,"LINESTRING (-122.2374623 47.4666228, -122.2372154 47.4666982)",1,20.37,secondary,4,56,2,3200,,,0,0.15,4,1,0.012660037,34.79687325,35,0.021825,,,,,,,,
9817,Southwest Grady Way,428064940,4747,17567,1,"LINESTRING (-122.2374623 47.4666228, -122.2383768 47.4663524)",1,75.03,secondary,4,56,2,3200,,,0,0.15,4,1,0.046631448,34.79687325,35,0.080389286,,,,,,,,
9818,,,4748,212,,"LINESTRING (-122.2157362 47.721367, -122.21505467866082 47.72590972113307)",1,507.6635516,,0,90,1,99999,,,0,0.15,4,1,0.315514948,,55,0.338442368,,,,,connector,55.9235463,1,0
9819,Northeast 136th Street,6520320,4748,2600,1,"LINESTRING (-122.2157362 47.721367, -122.2155826 47.7214078, -122.2151375 47.7214807, -122.2135307 47.7216401, -122.2130183 47.7217064, -122.2124123 47.7218222, -122.2115365 47.7220423, -122.2113905 47.7221117, -122.2112728 47.7221988, -122.2105045 47.7228778)",1,445.56,tertiary,5,40,2,2400,,,0,0.15,4,1,0.27691734,24.85490947,25,0.66834,,,,,,,,
9820,Northeast 135th Street,590942934,4748,3836,1,"LINESTRING (-122.2157362 47.721367, -122.2159002 47.7213212, -122.216065 47.7212498, -122.2163276 47.7210765)",1,55.46,tertiary,5,40,2,2400,,,0,0.15,4,1,0.034468614,24.85490947,25,0.08319,,,,,,,,
9821,,,4749,54,,"LINESTRING (-122.3043913 47.6664388, -122.30360978061182 47.66474639900011)",1,197.1100968,,0,90,1,99999,,,0,0.15,4,1,0.122504721,,55,0.131406731,,,,,connector,55.9235463,1,0
9822,22nd Avenue Northeast,6520421,4749,4750,1,"LINESTRING (-122.3043913 47.6664388, -122.3043924 47.6667283, -122.3044284 47.6675108, -122.3044263 47.667549, -122.304419 47.6675819, -122.3043957 47.6676477)",1,134.71,tertiary,5,40,1,1200,,,0,0.15,4,1,0.083722809,24.85490947,25,0.202065,,,,,,,,
9823,22nd Avenue Northeast,634041346,4749,22527,1,"LINESTRING (-122.3043913 47.6664388, -122.3044788 47.6660818, -122.3045319 47.6658399, -122.304529 47.6656297, -122.3044734 47.6650973, -122.3044257 47.6648856, -122.3043673 47.664627, -122.3041424 47.6640922, -122.3040285 47.663748, -122.3039877 47.6635025, -122.3039754 47.663289, -122.3039946 47.6630968, -122.3039955 47.6630874, -122.3039973 47.663072, -122.304034 47.6628179, -122.3040952 47.6626186, -122.3041681 47.6624597, -122.3043058 47.6622722, -122.3043579 47.6622039)",1,480.78,tertiary,5,40,1,1200,,,0,0.15,4,1,0.298806712,24.85490947,25,0.72117,,,,,,,,
9824,22nd Avenue Northeast,6520421,4750,4749,1,"LINESTRING (-122.3043957 47.6676477, -122.304419 47.6675819, -122.3044263 47.667549, -122.3044284 47.6675108, -122.3043924 47.6667283, -122.3043913 47.6664388)",1,134.71,tertiary,5,40,1,1200,,,0,0.15,4,1,0.083722809,24.85490947,25,0.202065,,,,,,,,
9825,22nd Avenue Northeast,6520423,4750,4751,1,"LINESTRING (-122.3043957 47.6676477, -122.3043435 47.6677295, -122.3043074 47.6677649, -122.304264 47.6677962, -122.3042141 47.6678229, -122.3041588 47.6678442, -122.3039921 47.6678895, -122.3038099 47.6679352)",1,57,tertiary,5,40,1,1200,,,0,0.15,4,1,0.03542573,24.85490947,25,0.0855,,,,,,,,
9826,Northeast 54th Street,332178917,4751,3772,1,"LINESTRING (-122.3038099 47.6679352, -122.3036561 47.6679732)",1,12.27,secondary,4,40,1,1600,,,0,0.15,4,1,0.007625855,24.85490947,25,0.018405,,,,,,,,
9827,22nd Avenue Northeast,6520423,4751,4750,1,"LINESTRING (-122.3038099 47.6679352, -122.3039921 47.6678895, -122.3041588 47.6678442, -122.3042141 47.6678229, -122.304264 47.6677962, -122.3043074 47.6677649, -122.3043435 47.6677295, -122.3043957 47.6676477)",1,57,tertiary,5,40,1,1200,,,0,0.15,4,1,0.03542573,24.85490947,25,0.0855,,,,,,,,
9828,State Street South,6520460,4752,4753,1,"LINESTRING (-122.2019184 47.6668109, -122.201915 47.6669068, -122.2019107 47.6671559, -122.2019146 47.6675539, -122.2019136 47.6676064, -122.2019133 47.6676443, -122.2019133 47.6677255, -122.2019426 47.6678259, -122.2019694 47.6678984, -122.2021443 47.6683417, -122.2022257 47.6685449, -122.2022915 47.6686993, -122.2023151 47.668766, -122.2023337 47.6688783, -122.2023343 47.6690222, -122.2023315 47.6692025, -122.2023287 47.6693213, -122.202314 47.6704065, -122.2023143 47.670514, -122.2023163 47.6711238, -122.2023173 47.6712895, -122.2023203 47.6717892, -122.2023249 47.6720436, -122.2023184 47.6724778, -122.2023182 47.6727571, -122.2023172 47.6729927, -122.2023118 47.6732884, -122.2023091 47.6740113, -122.202309 47.6740672, -122.2023133 47.6741551, -122.2023305 47.6745033, -122.2023574 47.6745694, -122.2023936 47.6746108, -122.202483 47.6746842, -122.203025 47.6749774, -122.2033128 47.6751372, -122.2033755 47.6751942)",1,970.75,tertiary,5,40,1,1200,,,0,0.15,4,1,0.603325047,24.85490947,25,1.456125,,,,,,,,
9829,Northeast 68th Street,428069118,4752,17922,1,"LINESTRING (-122.2019184 47.6668109, -122.2017897 47.666812, -122.2015611 47.6668111)",1,26.76,secondary,4,60,1,1600,,,0,0.15,4,1,0.016631448,37.2823642,35,0.02676,,,,,,,,
9830,Northeast 68th Street,428069117,4752,17932,1,"LINESTRING (-122.2019184 47.6668109, -122.2020356 47.6668119, -122.2024968 47.6668152)",1,43.32,tertiary,5,40,1,1200,,,0,0.15,4,1,0.026923555,24.85490947,25,0.06498,,,,,,,,
9831,State Street South,6520460,4753,4752,1,"LINESTRING (-122.2033755 47.6751942, -122.2033128 47.6751372, -122.203025 47.6749774, -122.202483 47.6746842, -122.2023936 47.6746108, -122.2023574 47.6745694, -122.2023305 47.6745033, -122.2023133 47.6741551, -122.202309 47.6740672, -122.2023091 47.6740113, -122.2023118 47.6732884, -122.2023172 47.6729927, -122.2023182 47.6727571, -122.2023184 47.6724778, -122.2023249 47.6720436, -122.2023203 47.6717892, -122.2023173 47.6712895, -122.2023163 47.6711238, -122.2023143 47.670514, -122.202314 47.6704065, -122.2023287 47.6693213, -122.2023315 47.6692025, -122.2023343 47.6690222, -122.2023337 47.6688783, -122.2023151 47.668766, -122.2022915 47.6686993, -122.2022257 47.6685449, -122.2021443 47.6683417, -122.2019694 47.6678984, -122.2019426 47.6678259, -122.2019133 47.6677255, -122.2019133 47.6676443, -122.2019136 47.6676064, -122.2019146 47.6675539, -122.2019107 47.6671559, -122.201915 47.6669068, -122.2019184 47.6668109)",1,970.75,tertiary,5,40,1,1200,,,0,0.15,4,1,0.603325047,24.85490947,25,1.456125,,,,,,,,
9832,State Street South,1365667983,4753,20577,1,"LINESTRING (-122.2033755 47.6751942, -122.2034011 47.675249, -122.2034018 47.6753095, -122.2033918 47.6754264, -122.203369 47.6754982)",1,34.3,tertiary,5,40,2,2400,,,0,0.15,4,1,0.021317589,24.85490947,25,0.05145,,,,,,,,
9833,West Garfield Street,6520503,4754,4755,1,"LINESTRING (-122.3761891 47.6335249, -122.376382 47.633518, -122.376789 47.6335041)",1,45.01,secondary,4,40,1,1600,,,0,0.15,4,1,0.027973897,24.85490947,25,0.067515,,,,,,,,
9834,15th Avenue West,352161574,4754,13238,1,"LINESTRING (-122.3761891 47.6335249, -122.376187 47.6334503)",1,8.3,primary,3,48,3,5400,,,0,0.15,4,1,0.005158484,29.82589136,30,0.010375,,,,,,,,
9835,15th Avenue West,428102473,4754,19559,1,"LINESTRING (-122.3761891 47.6335249, -122.3761877 47.6336086, -122.3761866 47.6338473, -122.3761858 47.6340203)",1,55.09,primary,3,48,3,5400,,,0,0.15,4,1,0.034238658,29.82589136,30,0.0688625,,,,,,,,
9836,West Garfield Street,6520503,4755,4754,1,"LINESTRING (-122.376789 47.6335041, -122.376382 47.633518, -122.3761891 47.6335249)",1,45.01,secondary,4,40,1,1600,,,0,0.15,4,1,0.027973897,24.85490947,25,0.067515,,,,,,,,
9837,,43314744,4755,7273,1,"LINESTRING (-122.376789 47.6335041, -122.3766661 47.6334684, -122.3765497 47.6334305, -122.3764623 47.6333881, -122.3764184 47.63335, -122.3763819 47.6332818, -122.3763494 47.6332038, -122.3763116 47.633128, -122.3761606 47.633013, -122.3761243 47.6329737)",1,81.33,primary,3,40,1,1800,,,0,0.15,4,1,0.050546924,24.85490947,25,0.121995,,,,,,,,
9838,Magnolia Bridge,84831953,4755,8336,1,"LINESTRING (-122.376789 47.6335041, -122.3792263 47.6334937)",1,182.63,secondary,4,40,1,1600,,,0,0.15,4,1,0.113505283,24.85490947,25,0.273945,,,,,,,,
9839,241st Avenue Southeast,6520597,4756,4159,1,"LINESTRING (-122.0183451 47.341022, -122.0186153 47.340972, -122.0187266 47.3409602, -122.0188406 47.3409502, -122.0190746 47.3409479, -122.0192751 47.3409556, -122.0194253 47.3409729, -122.0195365 47.341, -122.0196138 47.341022, -122.0197392 47.3410688, -122.0198686 47.3411365)",1,120.83,tertiary,5,56,2,2400,,,0,0.15,4,1,0.075096333,34.79687325,35,0.129460714,,,,,,,,
9840,Maple Valley Black Diamond Road Southeast,1081559349,4756,8584,1,"LINESTRING (-122.0183451 47.341022, -122.018249 47.3407897, -122.0181272 47.3405494, -122.0180218 47.3403728, -122.0178351 47.3400929, -122.0176836 47.3398971, -122.0174065 47.3395792, -122.0172456 47.3394228, -122.015493 47.3377199)",1,428.11,primary,3,80,1,1800,,,0,0.15,4,1,0.266072094,49.70981893,50,0.3210825,,,,,,,,
9841,Maple Valley Black Diamond Road Southeast,951865057,4756,22862,1,"LINESTRING (-122.0183451 47.341022, -122.0184638 47.341355, -122.0184755 47.341398, -122.0185193 47.3415593, -122.0185596 47.3417792, -122.0185886 47.3419917, -122.0186009 47.3421961, -122.0186234 47.3427072, -122.0186799 47.3435882)",1,287.22,primary,3,80,1,1800,,,0,0.15,4,1,0.17850839,49.70981893,50,0.215415,,,,,,,,
9842,Battersby Avenue,6520685,4757,4758,1,"LINESTRING (-121.9896251 47.2090448, -121.9895347 47.2090409, -121.989438 47.2090227, -121.9891281 47.208879, -121.988583 47.2086263, -121.9884701 47.2085748, -121.9877601 47.2082515, -121.9876387 47.2081962, -121.9875856 47.2081689, -121.9868781 47.2078023, -121.9867809 47.2077519, -121.9867042 47.2077137, -121.9863521 47.2075384, -121.985993 47.2073596, -121.9858597 47.2072932)",1,346.25,tertiary,5,40,1,1200,,,0,0.15,4,1,0.215195774,24.85490947,25,0.519375,,,,,,,,
9843,Porter Street,220950420,4757,10414,1,"LINESTRING (-121.9896251 47.2090448, -121.989624 47.2091719, -121.9896153 47.2102254, -121.989606 47.2103106, -121.9896012 47.2106154, -121.9896002 47.2106809, -121.9896003 47.2107671, -121.9896008 47.2111259, -121.9896093 47.2115495)",1,278.54,primary,3,40,1,1800,,,0,0.15,4,1,0.173113735,24.85490947,25,0.41781,,,,,,,,
9844,Porter Street,220950420,4757,10415,1,"LINESTRING (-121.9896251 47.2090448, -121.9896066 47.2082128, -121.9896033 47.208135, -121.9896018 47.2080986, -121.9896005 47.2073266, -121.9896216 47.2069157, -121.9896214 47.2066072, -121.9896236 47.2065845, -121.9896243 47.2064931, -121.9896559 47.2064155, -121.9896783 47.206349, -121.9897668 47.2062074, -121.9900731 47.2059029, -121.9901387 47.2058381, -121.9901942 47.2057836, -121.9909025 47.2050884, -121.9909594 47.2050325)",1,476.13,primary,3,40,1,1800,,,0,0.15,4,1,0.295916718,24.85490947,25,0.714195,,,,,,,,
