node_id,zone_id,x_coord,y_coord,geometry
1,1,-84.39134079821427,33.69264312142857,POINT (-84.39134079821427 33.69264312142857)
2,2,-84.46727518070175,33.85969655614035,POINT (-84.46727518070175 33.85969655614035)
3,3,-84.34465886666666,33.84055268541666,POINT (-84.34465886666666 33.84055268541666)
4,4,-84.34174853877549,33.8179822367347,POINT (-84.34174853877549 33.8179822367347)
5,5,-84.3450251972973,33.799141813513515,POINT (-84.3450251972973 33.799141813513515)
6,6,-84.34093152162163,33.77575300810811,POINT (-84.34093152162163 33.77575300810811)
7,7,-84.34414095862067,33.76501765862069,POINT (-84.34414095862067 33.76501765862069)
8,8,-84.34236243650794,33.75191238730157,POINT (-84.34236243650794 33.75191238730157)
9,9,-84.33636378518518,33.75723671111112,POINT (-84.33636378518518 33.75723671111112)
10,10,-84.337815807874,33.73570281259842,POINT (-84.337815807874 33.73570281259842)
11,11,-84.33998169130437,33.72274684347827,POINT (-84.33998169130437 33.72274684347827)
12,12,-84.30435892763155,33.75986159078947,POINT (-84.30435892763155 33.75986159078947)
13,13,-84.3281161106061,33.76527064242425,POINT (-84.3281161106061 33.76527064242425)
14,14,-84.30147086279068,33.746076058139536,POINT (-84.30147086279068 33.746076058139536)
15,15,-84.31859755972222,33.734496924999995,POINT (-84.31859755972222 33.734496924999995)
16,16,-84.29752114888892,33.735522366666665,POINT (-84.29752114888892 33.735522366666665)
17,17,-84.3022466,33.7426368,POINT (-84.3022466 33.7426368)
18,18,-84.32366822058822,33.75404091470588,POINT (-84.32366822058822 33.75404091470588)
19,19,-84.31585122553193,33.75539545744681,POINT (-84.31585122553193 33.75539545744681)
20,20,-84.43995569677419,33.84134686129033,POINT (-84.43995569677419 33.84134686129033)
21,21,-84.42748589390244,33.865273010975606,POINT (-84.42748589390244 33.865273010975606)
22,22,-84.41693788688521,33.835107460655735,POINT (-84.41693788688521 33.835107460655735)
23,23,-84.39362843050844,33.861717132203395,POINT (-84.39362843050844 33.861717132203395)
24,24,-84.39462611132075,33.88121153773585,POINT (-84.39462611132075 33.88121153773585)
25,25,-84.3713855797101,33.867098140579714,POINT (-84.3713855797101 33.867098140579714)
26,26,-84.3575043125,33.867369293181824,POINT (-84.3575043125 33.867369293181824)
27,27,-84.3714551,33.88608154772727,POINT (-84.3714551 33.88608154772727)
28,28,-84.35978715,33.83347439666667,POINT (-84.35978715 33.83347439666667)
29,29,-84.35134975,33.839914385294115,POINT (-84.35134975 33.839914385294115)
30,30,-84.38514749333335,33.84184631,POINT (-84.38514749333335 33.84184631)
31,31,-84.37895368,33.84706162,POINT (-84.37895368 33.84706162)
