gate_node_id,belong_yard,x_coord,y_coord,direction,yard_node_id,closest_in,closest_out,resolution_type
421552,1,-86.78915,33.567319,in,,,,Gate
421551,1,-86.78916,33.566243,in,,,1,Gate
421572,1,-86.788418,33.578197,in,,1,1,Gate
421527,1,-86.789488,33.555164,in,,,,Gate
421505,1,-86.78986,33.560409,out,,1,,Gate
421551,1,-86.78916,33.566243,out,,,,Gate
421514,1,-86.789647,33.561782,out,,1,1,Gate
421534,1,-86.789349,33.560575,out,,,,Gate
421514,1,-86.789647,33.561782,out,,,,Gate
437179,2,-83.686026,42.07679,in,,1,1,Gate
437344,2,-83.657753,41.998442,in,,,,Gate
437182,2,-83.684644,42.077534,out,,,,Gate
438348,3,-83.510529,41.694802,in,,1,,Gate
438362,3,-83.507499,41.687756,out,,,1,Gate
438258,3,-83.520668,41.707243,out,,,1,Gate
438348,3,-83.510529,41.694802,out,,,,Gate
438426,4,-83.50256,41.680554,in,,1,,Gate
438423,4,-83.502816,41.680836,in,,,,Gate
415438,5,-87.57545,33.208812,in,,,1,Gate
415477,5,-87.568553,33.199058,in,,1,,Gate
415477,5,-87.568553,33.199058,out,,,,Gate
415477,5,-87.568553,33.199058,out,,,,Gate
415477,5,-87.568553,33.199058,out,,,,Gate
421513,6,-86.789713,33.561534,out,,,,Gate
466320,7,-79.334036,35.532384,in,,,,Gate
466499,7,-79.270696,35.558629,out,,1,,Gate
466468,7,-79.286931,35.562781,out,,,1,Gate
436463,8,-83.843817,41.821705,in,,,1,Gate
436529,8,-83.830071,41.814753,in,,1,,Gate
436446,8,-83.849303,41.827028,in,,,,Gate
436529,8,-83.830071,41.814753,out,,,,Gate
301662,9,-123.107813,44.623138,in,,1,,Gate
301723,9,-123.099297,44.632276,in,,,,Gate
301674,9,-123.106146,44.626035,in,,,,Gate
301670,9,-123.106904,44.624717,in,,,,Gate
301669,9,-123.106945,44.624731,in,,,,Gate
301672,9,-123.106445,44.625527,in,,,,Gate
301674,9,-123.106146,44.626035,in,,,,Gate
301636,9,-123.108422,44.619814,in,,1,,Gate
301767,9,-123.095037,44.634073,out,,,,Gate
301670,9,-123.106904,44.624717,out,,,,Gate
301763,9,-123.095818,44.633762,out,,,,Gate
301713,9,-123.100606,44.631387,out,,,,Gate
301713,9,-123.100606,44.631387,out,,,,Gate
301750,9,-123.096901,44.631001,out,,,,Gate
301750,9,-123.096901,44.631001,out,,,,Gate
301758,9,-123.096335,44.633711,out,,,1,Gate
302759,10,-122.90485,44.53554,in,,,,Gate
302823,10,-122.89594,44.51759,out,,1,1,Gate
413769,11,-87.71846,32.222331,in,,,,Gate
414873,11,-87.623014,32.053536,out,,1,1,Gate
410618,12,-88.057105,30.718863,in,,,,Gate
410585,12,-88.058772,30.722767,in,,,1,Gate
410675,12,-88.051152,30.71065,out,,1,,Gate
410675,12,-88.051152,30.71065,out,,,,Gate
410677,12,-88.050858,30.709634,out,,1,,Gate
418232,13,-87.262031,30.433654,in,,,,Gate
418424,13,-87.23819,30.405989,out,,,,Gate
418375,13,-87.244832,30.409322,out,,,1,Gate
418387,13,-87.242672,30.409803,out,,1,,Gate
392217,14,-90.587938,34.517133,in,,1,1,Gate
392217,14,-90.587938,34.517133,in,,,,Gate
383889,15,-92.82296,34.360451,in,,1,,Gate
383910,15,-92.818953,34.367263,in,,,1,Gate
383921,15,-92.817324,34.366097,out,,,,Gate
383889,15,-92.82296,34.360451,out,,,,Gate
389117,16,-91.393969,33.633081,in,,,1,Gate
389370,16,-91.303781,33.721183,out,,,,Gate
389136,16,-91.389346,33.620649,out,,1,,Gate
389136,16,-91.389346,33.620649,out,,,,Gate
418502,17,-87.21838,31.20949,in,,,,Gate
418293,17,-87.255114,30.999699,in,,1,,Gate
418363,17,-87.246692,31.000644,out,,,1,Gate
418343,17,-87.24925,31.000318,out,,,,Gate
418323,17,-87.251719,31.000154,out,,,,Gate
410697,18,-88.049222,30.707249,in,,,,Gate
410688,18,-88.049829,30.708056,in,,,1,Gate
410677,18,-88.050858,30.709634,in,,,,Gate
410411,18,-88.068332,30.723196,in,,,,Gate
410699,18,-88.049172,30.707053,out,,,,Gate
410674,18,-88.051213,30.709904,out,,,,Gate
410501,18,-88.063604,30.719014,out,,,1,Gate
410693,18,-88.049567,30.707767,out,,1,,Gate
387109,19,-91.970122,33.144073,in,,,,Gate
387143,19,-91.965213,33.143664,in,,,,Gate
387149,19,-91.964004,33.143204,in,,,1,Gate
387147,19,-91.964247,33.143314,in,,,,Gate
387149,19,-91.964004,33.143204,out,,,,Gate
387165,19,-91.960948,33.138008,out,,,,Gate
387179,19,-91.95823,33.138813,out,,1,,Gate
386552,20,-92.107202,32.504228,in,,1,,Gate
386701,20,-92.090249,32.523299,out,,,,Gate
386499,20,-92.11075,32.505444,out,,,1,Gate
386545,20,-92.107966,32.505735,out,,,,Gate
396736,21,-90.120675,38.59365,out,,1,1,Gate
396422,22,-90.138606,38.583128,in,,,,Gate
396684,22,-90.124651,38.573857,in,,1,,Gate
396513,22,-90.133439,38.584178,in,,,1,Gate
396685,22,-90.124623,38.573917,out,,,,Gate
396686,22,-90.124573,38.573978,out,,,,Gate
396367,23,-90.14149,38.59331,in,,,,Gate
396522,23,-90.13303,38.58669,in,,,,Gate
396387,23,-90.14067,38.59323,in,,,,Gate
396459,23,-90.136394,38.580774,in,,1,,Gate
396422,23,-90.138606,38.583128,in,,,,Gate
396218,23,-90.1483,38.59709,in,,,,Gate
396522,23,-90.13303,38.58669,in,,,,Gate
396496,23,-90.13411,38.583925,in,,,,Gate
396522,23,-90.13303,38.58669,in,,,,Gate
396218,23,-90.1483,38.59709,in,,,,Gate
396137,23,-90.152895,38.597371,in,,,1,Gate
396236,23,-90.14755,38.59766,out,,,,Gate
396218,23,-90.1483,38.59709,out,,,,Gate
396243,23,-90.14732,38.59587,out,,,,Gate
396236,23,-90.14755,38.59766,out,,,,Gate
396218,23,-90.1483,38.59709,out,,,,Gate
396243,23,-90.14732,38.59587,out,,,,Gate
396367,23,-90.14149,38.59331,out,,,,Gate
396532,23,-90.132737,38.586708,out,,,,Gate
396230,23,-90.14766,38.59673,out,,,,Gate
396230,23,-90.14766,38.59673,out,,,,Gate
396496,23,-90.13411,38.583925,out,,,,Gate
396241,23,-90.147375,38.597992,out,,,,Gate
396243,23,-90.14732,38.59587,out,,,,Gate
396356,23,-90.14232,38.5938,out,,,,Gate
396243,23,-90.14732,38.59587,out,,,,Gate
396243,23,-90.14732,38.59587,out,,,,Gate
397117,24,-90.090024,38.750236,in,,,,Gate
397115,24,-90.090039,38.749961,in,,1,,Gate
397116,24,-90.090039,38.750636,in,,,,Gate
397144,24,-90.088707,38.76058,out,,,1,Gate
397116,24,-90.090039,38.750636,out,,,,Gate
397138,24,-90.088789,38.764338,out,,,,Gate
376199,25,-94.420967,35.399178,in,,,,Gate
376144,25,-94.427368,35.392889,in,,1,,Gate
376233,25,-94.410366,35.403165,out,,,1,Gate
414721,26,-87.635762,41.867875,in,,,,Gate
414649,26,-87.639157,41.860259,in,,1,1,Gate
414667,26,-87.637981,41.871915,in,,,1,Gate
414699,26,-87.636819,41.869161,out,,,1,Gate
414699,26,-87.636819,41.869161,out,,,,Gate
414654,26,-87.638971,41.875838,out,,,,Gate
414688,26,-87.637018,41.855078,out,,1,1,Gate
414649,26,-87.639157,41.860259,out,,,,Gate
491067,27,-73.741696,42.654285,in,,,,Gate
491069,27,-73.741233,42.643374,in,,1,,Gate
491105,27,-73.737213,42.653365,out,,,1,Gate
491070,27,-73.741173,42.644207,out,,,,Gate
491088,27,-73.739926,42.646019,out,,,,Gate
491070,27,-73.741173,42.644207,out,,,,Gate
491069,27,-73.741233,42.643374,out,,,,Gate
491069,27,-73.741233,42.643374,out,,,,Gate
491100,27,-73.738871,42.649923,out,,,,Gate
491100,27,-73.738871,42.649923,out,,,,Gate
479093,28,-76.508671,39.304974,in,,,1,Gate
479080,28,-76.510633,39.304349,in,,,,Gate
478987,28,-76.530686,39.299307,in,,1,,Gate
478980,28,-76.531995,39.29879,in,,,1,Gate
479446,28,-76.462363,39.328465,out,,,,Gate
478906,29,-76.550911,39.29711,in,,,1,Gate
478995,29,-76.529707,39.298727,out,,1,1,Gate
478987,29,-76.530686,39.299307,out,,,,Gate
478925,29,-76.546087,39.297007,out,,1,,Gate
482166,30,-75.695522,39.602728,in,,,,Gate
482135,30,-75.70686,39.609532,in,,1,,Gate
482194,30,-75.690545,39.602564,in,,,1,Gate
482151,30,-75.703044,39.608437,in,,,,Gate
482151,30,-75.703044,39.608437,out,,,,Gate
482170,30,-75.695076,39.604761,out,,,,Gate
482151,30,-75.703044,39.608437,out,,,,Gate
427484,31,-85.562962,42.292813,in,,1,1,Gate
427427,31,-85.576689,42.295785,in,,,,Gate
427622,31,-85.518925,42.289043,in,,,,Gate
427484,31,-85.562962,42.292813,out,,,,Gate
488556,32,-74.140834,40.741323,in,,,,Gate
488375,32,-74.14857,40.741002,in,,1,,Gate
488209,32,-74.160611,40.73646,in,,,,Gate
488251,32,-74.156109,40.739082,in,,,,Gate
488883,32,-74.124285,40.743658,out,,,,Gate
488565,32,-74.140484,40.741408,out,,,1,Gate
488556,32,-74.140834,40.741323,out,,,,Gate
488381,32,-74.148213,40.741015,out,,,,Gate
488552,32,-74.140889,40.741353,out,,,,Gate
488555,32,-74.140845,40.741417,out,,1,,Gate
488800,32,-74.129486,40.74305,out,,,,Gate
488800,32,-74.129486,40.74305,out,,,,Gate
488767,32,-74.131244,40.743073,out,,1,1,Gate
488767,32,-74.131244,40.743073,out,,,,Gate
492443,33,-72.670791,41.778812,in,,,,Gate
492448,33,-72.670609,41.779821,in,,,,Gate
492442,33,-72.670806,41.779154,in,,,,Gate
492441,33,-72.670814,41.77936,in,,,,Gate
492427,33,-72.673637,41.77592,in,,1,,Gate
492432,33,-72.671915,41.77661,in,,,,Gate
492433,33,-72.671592,41.777133,in,,,,Gate
492514,33,-72.657066,41.802544,out,,,1,Gate
492448,33,-72.670609,41.779821,out,,,,Gate
492433,33,-72.671592,41.777133,out,,,,Gate
492427,33,-72.673637,41.77592,out,,,,Gate
492514,33,-72.657066,41.802544,out,,,,Gate
429045,34,-85.154904,42.314065,in,,,1,Gate
429114,34,-85.142869,42.315701,in,,1,,Gate
428991,34,-85.170025,42.311874,in,,,,Gate
429114,34,-85.142869,42.315701,out,,,,Gate
429181,34,-85.116224,42.294352,out,,,,Gate
433369,35,-84.364812,42.235165,out,,,,Gate
433152,35,-84.385856,42.242109,out,,,,Gate
433280,35,-84.37566,42.24213,out,,,,Gate
433095,35,-84.389452,42.242831,out,,,,Gate
433245,35,-84.377756,42.23979,out,,,,Gate
433263,35,-84.376938,42.239483,out,,,,Gate
433010,35,-84.39747,42.246667,out,,,,Gate
433440,35,-84.349454,42.233127,out,,1,1,Gate
432963,35,-84.40349,42.248789,out,,1,1,Gate
487387,36,-74.258681,40.621807,in,,,,Gate
487229,36,-74.282091,40.601601,in,,,,Gate
487393,36,-74.257573,40.6226,in,,,,Gate
487397,36,-74.257351,40.622826,in,,,,Gate
487403,36,-74.256972,40.623317,in,,,,Gate
487283,36,-74.276076,40.606823,in,,,,Gate
487473,36,-74.243192,40.613007,out,,,,Gate
487417,36,-74.255945,40.623226,out,,,1,Gate
487384,36,-74.258868,40.621447,out,,1,,Gate
497636,36,-74.251597,40.629684,out,,,,Gate
490380,37,-73.925624,40.804242,in,,,,Gate
490408,37,-73.91811,40.798843,in,,1,,Gate
490514,37,-73.911994,40.800941,out,,1,1,Gate
486538,38,-74.487017,40.453259,in,,,1,Gate
486530,38,-74.488007,40.451581,in,,,,Gate
486405,38,-74.516143,40.411231,in,,1,,Gate
486534,38,-74.487377,40.451742,out,,,,Gate
486537,38,-74.487168,40.451186,out,,,,Gate
497217,38,-74.467629,40.476572,out,,1,,Gate
490533,39,-73.906935,40.806336,in,,,,Gate
490542,39,-73.904045,40.808196,in,,,1,Gate
490534,39,-73.90581,40.805293,in,,,,Gate
490492,39,-73.913599,40.799612,in,,1,,Gate
490546,39,-73.902703,40.808814,out,,,,Gate
494181,40,-71.411606,41.850427,in,,,,Gate
494261,40,-71.399626,41.872009,in,,,1,Gate
494188,40,-71.410597,41.853275,in,,,,Gate
494177,40,-71.412468,41.848242,in,,,,Gate
494175,40,-71.413064,41.846903,out,,1,,Gate
494187,40,-71.410968,41.852263,out,,,,Gate
494185,40,-71.411262,41.85146,out,,,,Gate
494255,40,-71.400409,41.870745,out,,,,Gate
494264,40,-71.397456,41.875166,out,,,,Gate
477863,41,-76.751165,39.034784,in,,,,Gate
478108,41,-76.706869,39.085983,out,,1,1,Gate
494119,42,-71.423799,41.777472,in,,1,,Gate
494134,42,-71.421711,41.783837,in,,,1,Gate
494121,42,-71.423352,41.790289,in,,,,Gate
494098,42,-71.426817,41.769423,in,,,,Gate
494093,42,-71.427524,41.796586,out,,,,Gate
494107,42,-71.425421,41.773422,out,,,,Gate
494135,42,-71.421595,41.784336,out,,,1,Gate
494134,42,-71.421711,41.783837,out,,,,Gate
494139,42,-71.420741,41.785999,out,,,,Gate
490966,43,-73.779171,42.681423,in,,,,Gate
490967,43,-73.778297,42.681137,in,,1,,Gate
491054,43,-73.746572,42.652923,out,,,,Gate
490956,43,-73.790926,42.686787,out,,,1,Gate
491058,43,-73.744759,42.655632,out,,1,,Gate
490722,43,-73.859423,42.7236,out,,,,Gate
437930,44,-83.560124,42.247183,in,,,,Gate
437930,44,-83.560124,42.247183,in,,,,Gate
437816,44,-83.586084,42.243496,in,,1,,Gate
438067,44,-83.542255,42.251835,out,,1,1,Gate
438067,44,-83.542255,42.251835,out,,,,Gate
438264,45,-83.520011,42.255532,out,,,,Gate
430331,46,-84.800777,30.678251,in,,1,,Gate
430190,46,-84.837724,30.688952,out,,,1,Gate
428403,47,-85.304833,29.824357,in,,,,Gate
428388,47,-85.306925,29.823466,in,,,,Gate
428385,47,-85.307404,29.824086,in,,1,,Gate
428395,47,-85.305822,29.824136,in,,,,Gate
428514,47,-85.286172,29.82285,out,,,1,Gate
428454,47,-85.298051,29.822936,out,,,,Gate
456795,48,-80.552057,38.423875,in,,,,Gate
456794,48,-80.552223,38.424459,in,,,,Gate
456785,48,-80.552769,38.425746,in,,1,1,Gate
456734,48,-80.564451,38.397658,in,,,,Gate
456791,48,-80.552428,38.417986,out,,1,,Gate
456785,49,-80.552769,38.425746,in,,,,Gate
456846,49,-80.54058,38.44163,out,,,,Gate
456785,49,-80.552769,38.425746,out,,,,Gate
456785,49,-80.552769,38.425746,out,,,,Gate
458934,50,-80.254867,40.662381,in,,,,Gate
459214,50,-80.246114,40.644713,in,,,,Gate
459217,50,-80.246084,40.64774,out,,1,,Gate
459004,50,-80.251842,40.656798,out,,1,1,Gate
459198,50,-80.24648,40.648169,out,,,,Gate
459198,50,-80.24648,40.648169,out,,,,Gate
459214,51,-80.246114,40.644713,in,,,,Gate
458948,51,-80.253524,40.659143,in,,,,Gate
458900,51,-80.256902,40.66602,in,,,1,Gate
491003,52,-73.764429,42.629742,in,,,,Gate
491008,52,-73.763657,42.630648,in,,,1,Gate
490999,52,-73.765124,42.622514,in,,1,,Gate
491045,52,-73.756171,42.636651,in,,,,Gate
491008,52,-73.763657,42.630648,in,,,,Gate
491001,52,-73.764651,42.626312,in,,,,Gate
491009,52,-73.763646,42.630087,in,,,,Gate
491011,52,-73.763511,42.629894,in,,,,Gate
491009,52,-73.763646,42.630087,in,,,,Gate
491049,52,-73.749923,42.644623,in,,,1,Gate
491006,52,-73.763927,42.618595,out,,,,Gate
491041,52,-73.757219,42.633346,out,,,,Gate
491044,52,-73.756209,42.636357,out,,,1,Gate
491046,52,-73.756133,42.636133,out,,,,Gate
491008,52,-73.763657,42.630648,out,,,,Gate
491005,52,-73.763964,42.630336,out,,,,Gate
491035,52,-73.758957,42.627353,out,,,,Gate
491037,52,-73.758724,42.627053,out,,,,Gate
491007,52,-73.763671,42.62307,out,,,,Gate
491015,52,-73.763197,42.622512,out,,,,Gate
491007,52,-73.763671,42.62307,out,,,,Gate
491017,52,-73.762476,42.624532,out,,,,Gate
490998,53,-73.765443,42.621626,in,,1,1,Gate
491016,53,-73.762629,42.617556,in,,,,Gate
491018,53,-73.762374,42.617456,in,,1,,Gate
491005,53,-73.763964,42.630336,in,,,,Gate
491011,53,-73.763511,42.629894,in,,,,Gate
491043,53,-73.757071,42.628231,in,,,,Gate
491039,53,-73.758579,42.621703,in,,,,Gate
491039,53,-73.758579,42.621703,in,,,,Gate
491040,53,-73.757805,42.62194,out,,,,Gate
300100,54,-149.84469,61.2277,in,,,,Gate
300051,54,-149.88995,61.2241,in,,1,,Gate
300051,54,-149.88995,61.2241,in,,,,Gate
300050,54,-149.890245,61.226904,in,,,,Gate
300094,54,-149.861129,61.224709,in,,,,Gate
300081,54,-149.871212,61.222366,in,,,,Gate
300106,54,-149.82574,61.23315,in,,,1,Gate
300099,54,-149.84706,61.2271,out,,,,Gate
300099,54,-149.84706,61.2271,out,,,,Gate
300100,54,-149.84469,61.2277,out,,,,Gate
300106,54,-149.82574,61.23315,out,,,,Gate
300225,55,-149.499732,61.416866,in,,,1,Gate
300221,55,-149.513019,61.404384,in,,1,,Gate
300225,55,-149.499732,61.416866,out,,,,Gate
300221,55,-149.513019,61.404384,out,,,,Gate
300225,55,-149.499732,61.416866,out,,,,Gate
300242,55,-149.384367,61.454814,out,,,,Gate
300393,56,-147.775955,64.854785,in,,,,Gate
300388,56,-147.814226,64.852937,in,,,1,Gate
300402,56,-147.76191,64.84976,out,,1,,Gate
300403,56,-147.760881,64.849585,out,,,,Gate
300340,57,-148.968073,63.858383,in,,,,Gate
300340,57,-148.968073,63.858383,in,,,,Gate
300328,57,-148.98111,63.87874,in,,,1,Gate
300342,57,-148.967469,63.858118,out,,1,,Gate
300351,57,-148.938818,63.85273,out,,,,Gate
300341,57,-148.967593,63.85809,out,,,,Gate
300314,58,-149.080472,64.423632,out,,,,Gate
300312,58,-149.086745,64.564805,out,,1,1,Gate
300337,59,-148.972505,60.8345,in,,,1,Gate
300339,59,-148.970317,60.833474,out,,,,Gate
300349,59,-148.950349,60.825262,out,,1,,Gate
300231,60,-149.431808,60.128652,in,,,,Gate
300233,60,-149.427844,60.12718,out,,,1,Gate
300239,60,-149.425384,60.120301,out,,,,Gate
300232,60,-149.428777,60.122907,out,,1,,Gate
300232,60,-149.428777,60.122907,out,,,,Gate
300243,60,-149.380974,60.187066,out,,,,Gate
300370,61,-148.678202,60.775219,in,,1,1,Gate
300370,61,-148.678202,60.775219,in,,,,Gate
300370,61,-148.678202,60.775219,out,,,,Gate
300366,61,-148.724689,60.77592,out,,,,Gate
300370,61,-148.678202,60.775219,out,,,,Gate
329571,62,-114.298559,34.159985,in,,,,Gate
329580,62,-114.282943,34.141878,out,,1,1,Gate
352699,63,-98.418995,35.847953,in,,1,1,Gate
352707,63,-98.41715,35.829723,out,,,,Gate
425052,64,-86.071762,34.01904,in,,1,,Gate
425123,64,-86.054756,34.019678,in,,,,Gate
425135,64,-86.053737,34.019686,out,,,1,Gate
425151,64,-86.052475,34.018995,out,,,,Gate
425184,64,-86.049472,34.019666,out,,,,Gate
425144,64,-86.053119,34.019345,out,,,,Gate
461877,65,-79.95017,40.406955,in,,,,Gate
462201,65,-79.93599,40.399276,in,,1,,Gate
462020,65,-79.943523,40.399428,in,,,,Gate
462015,65,-79.943687,40.405281,in,,,,Gate
461897,65,-79.949402,40.405598,out,,,,Gate
461897,65,-79.949402,40.405598,out,,,,Gate
462205,65,-79.935275,40.399472,out,,,1,Gate
461911,65,-79.948856,40.405377,out,,,,Gate
461898,65,-79.949376,40.405711,out,,,,Gate
461880,65,-79.949974,40.406316,out,,,,Gate
461872,65,-79.950399,40.408514,out,,,,Gate
461862,65,-79.950884,40.410156,out,,1,,Gate
461898,65,-79.949376,40.405711,out,,,,Gate
461869,65,-79.950539,40.408701,out,,,,Gate
461911,65,-79.948856,40.405377,out,,,,Gate
461935,65,-79.947738,40.404354,out,,,,Gate
461935,65,-79.947738,40.404354,out,,,,Gate
461872,65,-79.950399,40.408514,out,,,,Gate
462288,66,-79.931117,40.393964,in,,1,1,Gate
462200,66,-79.936045,40.394497,in,,,,Gate
462543,66,-79.917314,40.404763,out,,,,Gate
461788,66,-79.955455,40.413245,out,,,,Gate
462527,67,-79.918155,40.493366,in,,,1,Gate
462575,67,-79.914402,40.494774,in,,,,Gate
462638,67,-79.906807,40.49012,in,,1,,Gate
462638,67,-79.906807,40.49012,in,,,,Gate
462704,67,-79.903055,40.489147,in,,,,Gate
462573,67,-79.914516,40.492935,out,,,,Gate
464048,68,-79.844409,40.509534,in,,,,Gate
464038,68,-79.844776,40.504547,in,,1,,Gate
464038,68,-79.844776,40.504547,out,,,,Gate
464071,68,-79.843809,40.511281,out,,,1,Gate
464048,68,-79.844409,40.509534,out,,,,Gate
464181,68,-79.838696,40.510562,out,,,,Gate
453331,69,-81.146985,32.114458,in,,1,,Gate
453362,69,-81.145295,32.124946,in,,,1,Gate
453387,69,-81.14324,32.115726,out,,1,,Gate
453435,69,-81.136886,32.12386,out,,,,Gate
453331,69,-81.146985,32.114458,out,,,,Gate
453338,69,-81.146751,32.115481,out,,1,,Gate
453336,69,-81.146765,32.116113,out,,,,Gate
453383,69,-81.143508,32.11719,out,,,,Gate
453336,69,-81.146765,32.116113,out,,,,Gate
335451,70,-110.856109,33.406088,in,,1,,Gate
335455,70,-110.855583,33.406519,in,,,,Gate
335455,70,-110.855583,33.406519,in,,,,Gate
335482,70,-110.849838,33.40927,out,,,1,Gate
335504,70,-110.832147,33.44332,out,,,,Gate
330619,71,-112.94308,46.129598,out,,,1,Gate
330605,71,-112.968029,46.133262,out,,,1,Gate
330612,71,-112.960194,46.131651,out,,1,,Gate
330619,72,-112.94308,46.129598,in,,,,Gate
330649,72,-112.923374,46.12072,in,,,,Gate
330657,72,-112.920017,46.120193,out,,1,,Gate
330649,72,-112.923374,46.12072,out,,,,Gate
330657,72,-112.920017,46.120193,out,,,,Gate
427214,73,-85.646501,30.185119,in,,1,,Gate
427214,73,-85.646501,30.185119,in,,,,Gate
427227,73,-85.644532,30.184639,out,,1,,Gate
427294,73,-85.632716,30.194833,out,,,1,Gate
427294,73,-85.632716,30.194833,out,,,,Gate
427268,73,-85.636747,30.191156,out,,,,Gate
427252,73,-85.641714,30.18565,out,,,,Gate
427197,74,-85.648345,30.183819,in,,,,Gate
427209,74,-85.64712,30.184292,in,,,,Gate
427362,74,-85.616335,30.206478,out,,,,Gate
480562,75,-76.192993,36.892154,in,,,,Gate
480631,75,-76.178787,36.913647,out,,1,1,Gate
470291,76,-78.462064,38.022606,in,,1,,Gate
470188,76,-78.494368,38.031109,in,,,1,Gate
470185,76,-78.497777,38.032152,out,,,,Gate
494381,77,-71.357124,42.169474,in,,1,,Gate
494381,77,-71.357124,42.169474,in,,,,Gate
494409,77,-71.32672,42.19796,out,,,,Gate
494383,77,-71.354372,42.171719,out,,,1,Gate
481187,78,-76.010047,37.266944,in,,1,,Gate
481187,78,-76.010047,37.266944,in,,,,Gate
481217,78,-75.991886,37.269591,out,,,1,Gate
484463,79,-75.199147,40.685141,in,,,,Gate
484527,79,-75.186564,40.681045,in,,1,1,Gate
484475,79,-75.196784,40.650943,out,,,,Gate
326520,80,-116.944601,46.426594,in,,,,Gate
326523,80,-116.943777,46.426458,in,,,1,Gate
326396,80,-116.982066,46.421553,in,,,,Gate
326405,80,-116.980031,46.421863,in,,1,1,Gate
326496,80,-116.952608,46.425719,out,,,,Gate
326522,80,-116.944238,46.426534,out,,,,Gate
326523,80,-116.943777,46.426458,out,,,,Gate
326659,80,-116.888794,46.439862,out,,,,Gate
326317,81,-116.999391,46.417224,in,,1,,Gate
326318,81,-116.997883,46.417537,in,,,,Gate
326397,81,-116.980887,46.422435,out,,,,Gate
326318,81,-116.997883,46.417537,out,,,,Gate
492056,82,-72.98274,40.81879,in,,,,Gate
492113,82,-72.938622,40.822743,out,,1,1,Gate
492169,82,-72.916772,40.825209,out,,,,Gate
419934,83,-86.940773,33.491139,in,,,,Gate
419952,83,-86.939101,33.491672,in,,,1,Gate
420009,83,-86.932782,33.493868,in,,1,,Gate
420004,83,-86.933306,33.494138,in,,,,Gate
420012,83,-86.932529,33.495105,out,,,,Gate
420007,83,-86.932917,33.494701,out,,,,Gate
420009,83,-86.932782,33.493868,out,,,,Gate
420004,83,-86.933306,33.494138,out,,,,Gate
420022,83,-86.931997,33.49417,out,,,,Gate
420156,84,-86.910996,33.503593,in,,,,Gate
420153,84,-86.911191,33.503049,in,,,,Gate
420159,84,-86.910869,33.503549,in,,,,Gate
420217,84,-86.902799,33.512932,out,,,1,Gate
420256,84,-86.897209,33.518373,out,,,,Gate
420266,84,-86.896218,33.520404,out,,,,Gate
420187,84,-86.907572,33.50993,out,,,,Gate
420187,84,-86.907572,33.50993,out,,,,Gate
420156,84,-86.910996,33.503593,out,,,,Gate
420186,84,-86.908046,33.50947,out,,,,Gate
420157,84,-86.910933,33.502913,out,,1,,Gate
420055,85,-86.930148,33.499963,in,,,1,Gate
420080,85,-86.924856,33.502689,out,,,,Gate
420097,85,-86.921861,33.492725,out,,,,Gate
420037,85,-86.931209,33.493869,out,,,,Gate
420068,85,-86.928622,33.489785,out,,,,Gate
419952,85,-86.939101,33.491672,out,,,,Gate
419959,85,-86.938599,33.491132,out,,1,,Gate
420043,86,-86.931069,33.493596,in,,,,Gate
420069,86,-86.928093,33.479996,in,,,1,Gate
420075,86,-86.927101,33.4631,in,,1,,Gate
420075,86,-86.927101,33.4631,out,,,,Gate
420075,86,-86.927101,33.4631,out,,,,Gate
450899,87,-81.565948,39.27117,in,,1,,Gate
450478,87,-81.62191,39.281332,out,,,1,Gate
450884,87,-81.567228,39.304657,out,,,1,Gate
450899,88,-81.565948,39.27117,in,,,,Gate
450928,88,-81.562699,39.27012,out,,1,,Gate
451394,88,-81.512869,39.237451,out,,,,Gate
451058,88,-81.549959,39.261759,out,,1,1,Gate
326224,89,-117.037784,32.55234,in,,,1,Gate
326246,89,-117.026481,32.542606,out,,1,,Gate
392679,90,-90.473212,38.54629,in,,1,,Gate
392679,90,-90.473212,38.54629,in,,,,Gate
392681,90,-90.473051,38.546561,in,,,,Gate
392681,90,-90.473051,38.546561,in,,,,Gate
392674,90,-90.473916,38.546034,in,,,,Gate
392754,90,-90.463915,38.551067,in,,,,Gate
392710,90,-90.469725,38.545429,out,,,,Gate
392749,90,-90.464512,38.550815,out,,,,Gate
392766,90,-90.462935,38.551331,out,,,1,Gate
392750,90,-90.464283,38.550971,out,,,,Gate
392727,90,-90.46784,38.546989,out,,,,Gate
392749,90,-90.464512,38.550815,out,,,,Gate
392750,90,-90.464283,38.550971,out,,,,Gate
385396,91,-92.404505,41.010715,in,,,1,Gate
385421,91,-92.395921,41.008319,out,,1,,Gate
385421,91,-92.395921,41.008319,out,,,,Gate
497902,91,-92.409987,41.013716,out,,,,Gate
414543,92,-87.647134,41.86046,in,,1,,Gate
414543,92,-87.647134,41.86046,in,,,,Gate
414646,92,-87.639285,41.878064,out,,,,Gate
386454,93,-92.113342,46.708854,in,,,,Gate
386444,93,-92.11377,46.709703,in,,,1,Gate
386442,93,-92.113855,46.713747,in,,,,Gate
386448,93,-92.113741,46.711441,in,,,,Gate
386454,93,-92.113342,46.708854,in,,,,Gate
386447,93,-92.113748,46.712305,in,,,,Gate
386496,93,-92.111088,46.726583,in,,,,Gate
386413,93,-92.115228,46.727745,in,,,,Gate
386497,93,-92.11108,46.72795,out,,,1,Gate
386478,93,-92.112018,46.731036,out,,,,Gate
386452,93,-92.113345,46.708226,out,,1,,Gate
386431,93,-92.114045,46.721779,out,,,,Gate
