link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,main_node_id,movement_str,NEMA_phase_number,geometry,Unnamed: 15,yard_id,direction
,,421552,421545,,1,1,0.093,1,60.0,2000.0,,,,"LINESTRING (-86.789150 33.567319, -86.789224 33.565971)",,1,in
,,421551,421549,,1,1,0.03643,0,60.0,2000.0,,,,"LINESTRING (-86.789160 33.566243, -86.789185 33.565715)",,1,in
,,421572,421558,,1,1,0.95632,2,60.0,2000.0,,,,"LINESTRING (-86.788418 33.578197, -86.788997 33.564333)",,1,in
,,421527,421558,,1,1,0.6325,2,60.0,2000.0,,,,"LINESTRING (-86.789488 33.555164, -86.788997 33.564333)",,1,in
,,421531,421505,,1,1,0.17943,1,60.0,2000.0,,,,"LINESTRING (-86.789390 33.562957, -86.789860 33.560409)",,1,out
,,421545,421551,,1,1,0.01909,1,60.0,2000.0,,,,"LINESTRING (-86.789224 33.565971, -86.789160 33.566243)",,1,out
,,421519,421514,,1,1,0.01678,1,60.0,2000.0,,,,"LINESTRING (-86.789595 33.562021, -86.789647 33.561782)",,1,out
,,421531,421534,,1,1,0.16441,0,60.0,2000.0,,,,"LINESTRING (-86.789390 33.562957, -86.789349 33.560575)",,1,out
,,421515,421514,,1,1,0.02053,1,60.0,2000.0,,,,"LINESTRING (-86.789643 33.562080, -86.789647 33.561782)",,1,out
,,437179,437181,,1,1,0.11664,1,60.0,2000.0,,,,"LINESTRING (-83.686026 42.076790, -83.685437 42.075158)",,2,in
,,437344,437202,,1,1,4.59182,1,60.0,2000.0,,,,"LINESTRING (-83.657753 41.998442, -83.680887 42.062699)",,2,in
,,437181,437182,,1,1,0.17894,1,60.0,2000.0,,,,"LINESTRING (-83.685437 42.075158, -83.684644 42.077534)",,2,out
,,438348,438278,,1,1,0.6831,2,60.0,2000.0,,,,"LINESTRING (-83.510529 41.694802, -83.517691 41.702898)",,3,in
,,438349,438362,,1,1,0.30128,1,60.0,2000.0,,,,"LINESTRING (-83.510074 41.691670, -83.507499 41.687756)",,3,out
,,438275,438258,,1,1,0.29702,2,60.0,2000.0,,,,"LINESTRING (-83.518050 41.703412, -83.520668 41.707243)",,3,out
,,438349,438348,,1,1,0.22131,1,60.0,2000.0,,,,"LINESTRING (-83.510074 41.691670, -83.510529 41.694802)",,3,out
,,438426,438362,,1,1,0.55889,1,60.0,2000.0,,,,"LINESTRING (-83.502560 41.680554, -83.507499 41.687756)",,4,in
,,438423,438416,,1,1,0.04365,0,60.0,2000.0,,,,"LINESTRING (-83.502816 41.680836, -83.503290 41.681359)",,4,in
,,415438,415446,,1,1,0.34903,1,60.0,2000.0,,,,"LINESTRING (-87.575450 33.208812, -87.574944 33.203922)",,5,in
,,415477,415446,,1,1,0.51711,0,60.0,2000.0,,,,"LINESTRING (-87.568553 33.199058, -87.574944 33.203922)",,5,in
,,415446,415477,,1,1,0.51974,1,60.0,2000.0,,,,"LINESTRING (-87.574944 33.203922, -87.568553 33.199058)",,5,out
,,415446,415477,,1,1,0.52276,0,60.0,2000.0,,,,"LINESTRING (-87.574944 33.203922, -87.568553 33.199058)",,5,out
,,415446,415477,,1,1,0.52005,0,60.0,2000.0,,,,"LINESTRING (-87.574944 33.203922, -87.568553 33.199058)",,5,out
,,421514,421513,,1,1,0.01748,1,60.0,2000.0,,,,"LINESTRING (-86.789647 33.561782, -86.789713 33.561534)",,6,out
,,466320,466470,,1,1,3.77413,1,60.0,2000.0,,,,"LINESTRING (-79.334036 35.532384, -79.285241 35.561996)",,7,in
,,466470,466499,,1,1,0.86749,0,60.0,2000.0,,,,"LINESTRING (-79.285241 35.561996, -79.270696 35.558629)",,7,out
,,466470,466468,,1,1,0.10977,1,60.0,2000.0,,,,"LINESTRING (-79.285241 35.561996, -79.286931 35.562781)",,7,out
,,436463,436489,,1,1,0.3545,0,60.0,2000.0,,,,"LINESTRING (-83.843817 41.821705, -83.837850 41.819730)",,8,in
,,436529,436489,,1,1,0.52848,1,60.0,2000.0,,,,"LINESTRING (-83.830071 41.814753, -83.837850 41.819730)",,8,in
,,436446,436489,,1,1,0.77671,1,60.0,2000.0,,,,"LINESTRING (-83.849303 41.827028, -83.837850 41.819730)",,8,in
,,436515,436529,,1,1,0.11497,0,60.0,2000.0,,,,"LINESTRING (-83.831988 41.815597, -83.830071 41.814753)",,8,out
,,301662,301742,,1,1,0.86659,1,60.0,2000.0,,,,"LINESTRING (-123.107813 44.623138, -123.097788 44.633044)",,9,in
,,301723,301738,,1,1,0.06959,0,60.0,2000.0,,,,"LINESTRING (-123.099297 44.632276, -123.098134 44.632848)",,9,in
,,301674,301699,,1,1,0.31994,0,60.0,2000.0,,,,"LINESTRING (-123.106146 44.626035, -123.102645 44.629914)",,9,in
,,301670,301710,,1,1,0.50545,0,60.0,2000.0,,,,"LINESTRING (-123.106904 44.624717, -123.101333 44.630860)",,9,in
,,301669,301708,,1,1,0.48728,0,60.0,2000.0,,,,"LINESTRING (-123.106945 44.624731, -123.101603 44.630666)",,9,in
,,301672,301705,,1,1,0.39733,0,60.0,2000.0,,,,"LINESTRING (-123.106445 44.625527, -123.102055 44.630351)",,9,in
,,301674,301699,,1,1,0.31866,0,60.0,2000.0,,,,"LINESTRING (-123.106146 44.626035, -123.102645 44.629914)",,9,in
,,301636,301692,,1,1,0.74784,1,60.0,2000.0,,,,"LINESTRING (-123.108422 44.619814, -123.103300 44.629782)",,9,in
,,301748,301767,,1,1,0.11726,0,60.0,2000.0,,,,"LINESTRING (-123.097162 44.633312, -123.095037 44.634073)",,9,out
,,301673,301670,,1,1,0.04366,0,60.0,2000.0,,,,"LINESTRING (-123.106335 44.625201, -123.106904 44.624717)",,9,out
,,301738,301763,,1,1,0.13056,0,60.0,2000.0,,,,"LINESTRING (-123.098134 44.632848, -123.095818 44.633762)",,9,out
,,301702,301713,,1,1,0.14978,0,60.0,2000.0,,,,"LINESTRING (-123.102368 44.629624, -123.100606 44.631387)",,9,out
,,301710,301713,,1,1,0.05112,0,60.0,2000.0,,,,"LINESTRING (-123.101333 44.630860, -123.100606 44.631387)",,9,out
,,301702,301750,,1,1,0.3016,0,60.0,2000.0,,,,"LINESTRING (-123.102368 44.629624, -123.096901 44.631001)",,9,out
,,301717,301750,,1,1,0.15675,0,60.0,2000.0,,,,"LINESTRING (-123.100069 44.630816, -123.096901 44.631001)",,9,out
,,301752,301758,,1,1,0.0203,1,60.0,2000.0,,,,"LINESTRING (-123.096705 44.633584, -123.096335 44.633711)",,9,out
,,302759,302787,,1,1,0.84924,1,60.0,2000.0,,,,"LINESTRING (-122.904850 44.535540, -122.900990 44.524416)",,10,in
,,302817,302823,,1,1,0.07504,1,60.0,2000.0,,,,"LINESTRING (-122.896654 44.518550, -122.895940 44.517590)",,10,out
,,413769,414198,,1,1,7.80454,1,60.0,2000.0,,,,"LINESTRING (-87.718460 32.222331, -87.678394 32.119233)",,11,in
,,414206,414873,,1,1,4.92687,1,60.0,2000.0,,,,"LINESTRING (-87.677506 32.106042, -87.623014 32.053536)",,11,out
,,410618,410610,,1,1,0.06694,0,60.0,2000.0,,,,"LINESTRING (-88.057105 30.718863, -88.057526 30.719764)",,12,in
,,410585,410610,,1,1,0.22026,1,60.0,2000.0,,,,"LINESTRING (-88.058772 30.722767, -88.057526 30.719764)",,12,in
,,410601,410675,,1,1,0.88961,0,60.0,2000.0,,,,"LINESTRING (-88.057932 30.722131, -88.051152 30.710650)",,12,out
,,410601,410675,,1,1,0.89172,1,60.0,2000.0,,,,"LINESTRING (-88.057932 30.722131, -88.051152 30.710650)",,12,out
,,410610,410677,,1,1,0.8028,1,60.0,2000.0,,,,"LINESTRING (-88.057526 30.719764, -88.050858 30.709634)",,12,out
,,418232,418357,,1,1,2.83638,1,60.0,2000.0,,,,"LINESTRING (-87.262031 30.433654, -87.247563 30.413263)",,13,in
,,418392,418424,,1,1,0.28941,1,60.0,2000.0,,,,"LINESTRING (-87.242451 30.407878, -87.238190 30.405989)",,13,out
,,418366,418375,,1,1,0.19771,0,60.0,2000.0,,,,"LINESTRING (-87.246283 30.411850, -87.244832 30.409322)",,13,out
,,418372,418387,,1,1,0.19176,0,60.0,2000.0,,,,"LINESTRING (-87.245374 30.411297, -87.242672 30.409803)",,13,out
,,392217,392218,,1,1,0.18933,0,60.0,2000.0,,,,"LINESTRING (-90.587938 34.517133, -90.587698 34.519871)",,14,in
,,392217,392219,,1,1,0.07838,0,60.0,2000.0,,,,"LINESTRING (-90.587938 34.517133, -90.587448 34.518195)",,14,in
,,383889,383917,,1,1,0.43129,0,60.0,2000.0,,,,"LINESTRING (-92.822960 34.360451, -92.818354 34.365390)",,15,in
,,383910,383915,,1,1,0.03057,1,60.0,2000.0,,,,"LINESTRING (-92.818953 34.367263, -92.818550 34.366972)",,15,in
,,383915,383921,,1,1,0.09244,1,60.0,2000.0,,,,"LINESTRING (-92.818550 34.366972, -92.817324 34.366097)",,15,out
,,383909,383889,,1,1,0.31536,0,60.0,2000.0,,,,"LINESTRING (-92.819716 34.364140, -92.822960 34.360451)",,15,out
,,389117,389127,,1,1,0.17952,1,60.0,2000.0,,,,"LINESTRING (-91.393969 33.633081, -91.391954 33.635065)",,16,in
,,389127,389370,,1,1,7.81285,1,60.0,2000.0,,,,"LINESTRING (-91.391954 33.635065, -91.303781 33.721183)",,16,out
,,389126,389136,,1,1,1.00735,0,60.0,2000.0,,,,"LINESTRING (-91.392231 33.634669, -91.389346 33.620649)",,16,out
,,389126,389136,,1,1,0.99883,0,60.0,2000.0,,,,"LINESTRING (-91.392231 33.634669, -91.389346 33.620649)",,16,out
,,418502,418477,,1,1,10.40659,1,60.0,2000.0,,,,"LINESTRING (-87.218380 31.209490, -87.223130 31.060920)",,17,in
,,418293,418301,,1,1,0.07747,2,60.0,2000.0,,,,"LINESTRING (-87.255114 30.999699, -87.253817 30.999828)",,17,in
,,418477,418363,,1,1,4.61187,1,60.0,2000.0,,,,"LINESTRING (-87.223130 31.060920, -87.246692 31.000644)",,17,out
,,418301,418343,,1,1,0.27315,2,60.0,2000.0,,,,"LINESTRING (-87.253817 30.999828, -87.249250 31.000318)",,17,out
,,418301,418323,,1,1,0.12684,1,60.0,2000.0,,,,"LINESTRING (-87.253817 30.999828, -87.251719 31.000154)",,17,out
,,410697,410678,,1,1,0.12638,0,60.0,2000.0,,,,"LINESTRING (-88.049222 30.707249, -88.050750 30.708523)",,18,in
,,410688,410683,,1,1,0.0748,1,60.0,2000.0,,,,"LINESTRING (-88.049829 30.708056, -88.050454 30.708998)",,18,in
,,410677,410683,,1,1,0.05002,1,60.0,2000.0,,,,"LINESTRING (-88.050858 30.709634, -88.050454 30.708998)",,18,in
,,410411,410460,,1,1,0.2452,1,60.0,2000.0,,,,"LINESTRING (-88.068332 30.723196, -88.065363 30.720729)",,18,in
,,410642,410699,,1,1,0.34964,0,60.0,2000.0,,,,"LINESTRING (-88.053386 30.710587, -88.049172 30.707053)",,18,out
,,410683,410674,,1,1,0.07707,0,60.0,2000.0,,,,"LINESTRING (-88.050454 30.708998, -88.051213 30.709904)",,18,out
,,410558,410501,,1,1,0.20215,0,60.0,2000.0,,,,"LINESTRING (-88.061040 30.717112, -88.063604 30.719014)",,18,out
,,410682,410693,,1,1,0.06951,1,60.0,2000.0,,,,"LINESTRING (-88.050484 30.708392, -88.049567 30.707767)",,18,out
,,387109,387169,,1,1,0.70683,0,60.0,2000.0,,,,"LINESTRING (-91.970122 33.144073, -91.959830 33.140181)",,19,in
,,387143,387169,,1,1,0.40407,0,60.0,2000.0,,,,"LINESTRING (-91.965213 33.143664, -91.959830 33.140181)",,19,in
,,387149,387170,,1,1,0.33457,0,60.0,2000.0,,,,"LINESTRING (-91.964004 33.143204, -91.959764 33.139963)",,19,in
,,387147,387162,,1,1,0.19609,1,60.0,2000.0,,,,"LINESTRING (-91.964247 33.143314, -91.961720 33.141430)",,19,in
,,387170,387149,,1,1,0.33245,0,60.0,2000.0,,,,"LINESTRING (-91.959764 33.139963, -91.964004 33.143204)",,19,out
,,387162,387165,,1,1,0.24478,0,60.0,2000.0,,,,"LINESTRING (-91.961720 33.141430, -91.960948 33.138008)",,19,out
,,387177,387179,,1,1,0.02868,1,60.0,2000.0,,,,"LINESTRING (-91.958647 33.139035, -91.958230 33.138813)",,19,out
,,386552,386539,,1,1,0.08323,1,60.0,2000.0,,,,"LINESTRING (-92.107202 32.504228, -92.108497 32.504719)",,20,in
,,386508,386701,,1,1,1.76133,1,60.0,2000.0,,,,"LINESTRING (-92.110102 32.505728, -92.090249 32.523299)",,20,out
,,386539,386499,,1,1,0.141,0,60.0,2000.0,,,,"LINESTRING (-92.108497 32.504719, -92.110750 32.505444)",,20,out
,,386508,386545,,1,1,0.12824,0,60.0,2000.0,,,,"LINESTRING (-92.110102 32.505728, -92.107966 32.505735)",,20,out
,,396717,396736,,1,1,0.0936,0,60.0,2000.0,,,,"LINESTRING (-90.122318 38.593337, -90.120675 38.593650)",,21,out
,,396422,396520,,1,1,0.34275,1,60.0,2000.0,,,,"LINESTRING (-90.138606 38.583128, -90.133163 38.580821)",,22,in
,,396684,396565,,1,1,0.53906,0,60.0,2000.0,,,,"LINESTRING (-90.124651 38.573857, -90.131396 38.579605)",,22,in
,,396513,396520,,1,1,0.26437,1,60.0,2000.0,,,,"LINESTRING (-90.133439 38.584178, -90.133163 38.580821)",,22,in
,,396576,396685,,1,1,0.49602,0,60.0,2000.0,,,,"LINESTRING (-90.130819 38.579214, -90.124623 38.573917)",,22,out
,,396576,396686,,1,1,0.49497,0,60.0,2000.0,,,,"LINESTRING (-90.130819 38.579214, -90.124573 38.573978)",,22,out
,,396367,396490,,1,1,0.51609,0,60.0,2000.0,,,,"LINESTRING (-90.141490 38.593310, -90.134800 38.588000)",,23,in
,,396522,396435,,1,1,0.50985,0,60.0,2000.0,,,,"LINESTRING (-90.133030 38.586690, -90.137880 38.586940)",,23,in
,,396387,396511,,1,1,0.57714,1,60.0,2000.0,,,,"LINESTRING (-90.140670 38.593230, -90.133476 38.587059)",,23,in
,,396459,396469,,1,1,0.16093,1,60.0,2000.0,,,,"LINESTRING (-90.136394 38.580774, -90.135905 38.582861)",,23,in
,,396422,396469,,1,1,0.16564,1,60.0,2000.0,,,,"LINESTRING (-90.138606 38.583128, -90.135905 38.582861)",,23,in
,,396218,396315,,1,1,0.51023,0,60.0,2000.0,,,,"LINESTRING (-90.148300 38.597090, -90.144546 38.590696)",,23,in
,,396522,396511,,1,1,0.03517,0,60.0,2000.0,,,,"LINESTRING (-90.133030 38.586690, -90.133476 38.587059)",,23,in
,,396496,396461,,1,1,0.12297,1,60.0,2000.0,,,,"LINESTRING (-90.134110 38.583925, -90.136200 38.584470)",,23,in
,,396522,396470,,1,1,0.17963,0,60.0,2000.0,,,,"LINESTRING (-90.133030 38.586690, -90.135850 38.588010)",,23,in
,,396218,396229,,1,1,0.12423,0,60.0,2000.0,,,,"LINESTRING (-90.148300 38.597090, -90.147687 38.595376)",,23,in
,,396137,396461,,1,1,1.27467,1,60.0,2000.0,,,,"LINESTRING (-90.152895 38.597371, -90.136200 38.584470)",,23,in
,,396463,396236,,1,1,0.90114,0,60.0,2000.0,,,,"LINESTRING (-90.136120 38.588200, -90.147550 38.597660)",,23,out
,,396315,396218,,1,1,1.10287,0,60.0,2000.0,,,,"LINESTRING (-90.144546 38.590696, -90.148300 38.597090)",,23,out
,,396413,396243,,1,1,0.68415,0,60.0,2000.0,,,,"LINESTRING (-90.139540 38.588320, -90.147320 38.595870)",,23,out
,,396428,396236,,1,1,0.85184,0,60.0,2000.0,,,,"LINESTRING (-90.138320 38.588000, -90.147550 38.597660)",,23,out
,,396428,396218,,1,1,0.82864,0,60.0,2000.0,,,,"LINESTRING (-90.138320 38.588000, -90.148300 38.597090)",,23,out
,,396413,396243,,1,1,0.67584,0,60.0,2000.0,,,,"LINESTRING (-90.139540 38.588320, -90.147320 38.595870)",,23,out
,,396490,396367,,1,1,0.51591,0,60.0,2000.0,,,,"LINESTRING (-90.134800 38.588000, -90.141490 38.593310)",,23,out
,,396511,396532,,1,1,0.04679,1,60.0,2000.0,,,,"LINESTRING (-90.133476 38.587059, -90.132737 38.586708)",,23,out
,,396428,396230,,1,1,0.79842,0,60.0,2000.0,,,,"LINESTRING (-90.138320 38.588000, -90.147660 38.596730)",,23,out
,,396428,396230,,1,1,0.7902,0,60.0,2000.0,,,,"LINESTRING (-90.138320 38.588000, -90.147660 38.596730)",,23,out
,,396469,396496,,1,1,0.12296,1,60.0,2000.0,,,,"LINESTRING (-90.135905 38.582861, -90.134110 38.583925)",,23,out
,,396463,396241,,1,1,0.90989,0,60.0,2000.0,,,,"LINESTRING (-90.136120 38.588200, -90.147375 38.597992)",,23,out
,,396417,396243,,1,1,0.66469,0,60.0,2000.0,,,,"LINESTRING (-90.139210 38.588640, -90.147320 38.595870)",,23,out
,,396463,396356,,1,1,0.51198,0,60.0,2000.0,,,,"LINESTRING (-90.136120 38.588200, -90.142320 38.593800)",,23,out
,,396417,396243,,1,1,0.66604,0,60.0,2000.0,,,,"LINESTRING (-90.139210 38.588640, -90.147320 38.595870)",,23,out
,,396413,396243,,1,1,0.67279,0,60.0,2000.0,,,,"LINESTRING (-90.139540 38.588320, -90.147320 38.595870)",,23,out
,,397117,397119,,1,1,0.60252,0,60.0,2000.0,,,,"LINESTRING (-90.090024 38.750236, -90.089914 38.758966)",,24,in
,,397115,397122,,1,1,0.8102,1,60.0,2000.0,,,,"LINESTRING (-90.090039 38.749961, -90.089750 38.761690)",,24,in
,,397116,397121,,1,1,0.70605,0,60.0,2000.0,,,,"LINESTRING (-90.090039 38.750636, -90.089771 38.760862)",,24,in
,,397119,397144,,1,1,0.13125,0,60.0,2000.0,,,,"LINESTRING (-90.089914 38.758966, -90.088707 38.760580)",,24,out
,,397120,397116,,1,1,0.72874,0,60.0,2000.0,,,,"LINESTRING (-90.089789 38.761190, -90.090039 38.750636)",,24,out
,,397122,397138,,1,1,0.1908,1,60.0,2000.0,,,,"LINESTRING (-90.089750 38.761690, -90.088789 38.764338)",,24,out
,,376199,376221,,1,1,0.37789,1,60.0,2000.0,,,,"LINESTRING (-94.420967 35.399178, -94.414899 35.401492)",,25,in
,,376144,376185,,1,1,0.34039,0,60.0,2000.0,,,,"LINESTRING (-94.427368 35.392889, -94.423554 35.396682)",,25,in
,,376221,376233,,1,1,0.28066,1,60.0,2000.0,,,,"LINESTRING (-94.414899 35.401492, -94.410366 35.403165)",,25,out
,,414721,414710,,1,1,0.40994,0,60.0,2000.0,,,,"LINESTRING (-87.635762 41.867875, -87.636179 41.862078)",,26,in
,,414649,414686,,1,1,0.15836,2,60.0,2000.0,,,,"LINESTRING (-87.639157 41.860259, -87.637037 41.859032)",,26,in
,,414667,414673,,1,1,0.12099,2,60.0,2000.0,,,,"LINESTRING (-87.637981 41.871915, -87.637719 41.870173)",,26,in
,,414673,414699,,1,1,0.08387,0,60.0,2000.0,,,,"LINESTRING (-87.637719 41.870173, -87.636819 41.869161)",,26,out
,,414710,414699,,1,1,0.49541,0,60.0,2000.0,,,,"LINESTRING (-87.636179 41.862078, -87.636819 41.869161)",,26,out
,,414678,414654,,1,1,0.59439,2,60.0,2000.0,,,,"LINESTRING (-87.637342 41.867322, -87.638971 41.875838)",,26,out
,,414687,414688,,1,1,0.13009,2,60.0,2000.0,,,,"LINESTRING (-87.637027 41.856963, -87.637018 41.855078)",,26,out
,,414678,414649,,1,1,0.55599,2,60.0,2000.0,,,,"LINESTRING (-87.637342 41.867322, -87.639157 41.860259)",,26,out
,,491067,491098,,1,1,0.15049,2,60.0,2000.0,,,,"LINESTRING (-73.741696 42.654285, -73.739192 42.653140)",,27,in
,,491069,491073,,1,1,0.06526,2,60.0,2000.0,,,,"LINESTRING (-73.741233 42.643374, -73.740789 42.644261)",,27,in
,,491098,491105,,1,1,0.12257,1,60.0,2000.0,,,,"LINESTRING (-73.739192 42.653140, -73.737213 42.653365)",,27,out
,,491078,491070,,1,1,0.14986,0,60.0,2000.0,,,,"LINESTRING (-73.740660 42.646345, -73.741173 42.644207)",,27,out
,,491087,491088,,1,1,0.07516,0,60.0,2000.0,,,,"LINESTRING (-73.739936 42.647107, -73.739926 42.646019)",,27,out
,,491074,491070,,1,1,0.07873,0,60.0,2000.0,,,,"LINESTRING (-73.740767 42.645308, -73.741173 42.644207)",,27,out
,,491084,491069,,1,1,0.25422,0,60.0,2000.0,,,,"LINESTRING (-73.740262 42.646986, -73.741233 42.643374)",,27,out
,,491074,491069,,1,1,0.13559,0,60.0,2000.0,,,,"LINESTRING (-73.740767 42.645308, -73.741233 42.643374)",,27,out
,,491098,491100,,1,1,0.23883,2,60.0,2000.0,,,,"LINESTRING (-73.739192 42.653140, -73.738871 42.649923)",,27,out
,,491090,491100,,1,1,0.12036,2,60.0,2000.0,,,,"LINESTRING (-73.739687 42.648287, -73.738871 42.649923)",,27,out
,,479093,479084,,1,1,0.08475,1,60.0,2000.0,,,,"LINESTRING (-76.508671 39.304974, -76.510222 39.304739)",,28,in
,,479080,479095,,1,1,0.1406,0,60.0,2000.0,,,,"LINESTRING (-76.510633 39.304349, -76.508306 39.305289)",,28,in
,,478987,478998,,1,1,0.05483,0,60.0,2000.0,,,,"LINESTRING (-76.530686 39.299307, -76.529702 39.299523)",,28,in
,,478980,478994,,1,1,0.12499,4,60.0,2000.0,,,,"LINESTRING (-76.531995 39.298790, -76.529710 39.299150)",,28,in
,,479095,479446,,1,1,3.15932,4,60.0,2000.0,,,,"LINESTRING (-76.508306 39.305289, -76.462363 39.328465)",,28,out
,,478906,478919,,1,1,0.16025,4,60.0,2000.0,,,,"LINESTRING (-76.550911 39.297110, -76.547958 39.297460)",,29,in
,,478919,478995,,1,1,0.9859,0,60.0,2000.0,,,,"LINESTRING (-76.547958 39.297460, -76.529707 39.298727)",,29,out
,,478980,478987,,1,1,0.07939,0,60.0,2000.0,,,,"LINESTRING (-76.531995 39.298790, -76.530686 39.299307)",,29,out
,,478919,478925,,1,1,0.10511,0,60.0,2000.0,,,,"LINESTRING (-76.547958 39.297460, -76.546087 39.297007)",,29,out
,,482166,482144,,1,1,0.65751,1,60.0,2000.0,,,,"LINESTRING (-75.695522 39.602728, -75.705154 39.608665)",,30,in
,,482135,482144,,1,1,0.10895,1,60.0,2000.0,,,,"LINESTRING (-75.706860 39.609532, -75.705154 39.608665)",,30,in
,,482194,482184,,1,1,0.1364,0,60.0,2000.0,,,,"LINESTRING (-75.690545 39.602564, -75.693001 39.602110)",,30,in
,,482151,482148,,1,1,0.08071,0,60.0,2000.0,,,,"LINESTRING (-75.703044 39.608437, -75.704543 39.608483)",,30,in
,,482172,482151,,1,1,0.57079,0,60.0,2000.0,,,,"LINESTRING (-75.694924 39.603904, -75.703044 39.608437)",,30,out
,,482172,482170,,1,1,0.05965,0,60.0,2000.0,,,,"LINESTRING (-75.694924 39.603904, -75.695076 39.604761)",,30,out
,,482173,482151,,1,1,0.57029,0,60.0,2000.0,,,,"LINESTRING (-75.694832 39.603406, -75.703044 39.608437)",,30,out
,,427484,427498,,1,1,0.31472,0,60.0,2000.0,,,,"LINESTRING (-85.562962 42.292813, -85.557455 42.290845)",,31,in
,,427427,427476,,1,1,0.46731,2,60.0,2000.0,,,,"LINESTRING (-85.576689 42.295785, -85.567631 42.295448)",,31,in
,,427622,427507,,1,1,1.96114,2,60.0,2000.0,,,,"LINESTRING (-85.518925 42.289043, -85.556007 42.290236)",,31,in
,,427476,427484,,1,1,0.30536,0,60.0,2000.0,,,,"LINESTRING (-85.567631 42.295448, -85.562962 42.292813)",,31,out
,,488556,488634,,1,1,0.12472,0,60.0,2000.0,,,,"LINESTRING (-74.140834 40.741323, -74.138687 40.742019)",,32,in
,,488375,488339,,1,1,0.12939,0,60.0,2000.0,,,,"LINESTRING (-74.148570 40.741002, -74.151032 40.740907)",,32,in
,,488209,488340,,1,1,0.63562,0,60.0,2000.0,,,,"LINESTRING (-74.160611 40.736460, -74.150534 40.741268)",,32,in
,,488251,488337,,1,1,0.30373,3,60.0,2000.0,,,,"LINESTRING (-74.156109 40.739082, -74.151225 40.741336)",,32,in
,,488751,488883,,1,1,0.41757,1,60.0,2000.0,,,,"LINESTRING (-74.132174 40.742953, -74.124285 40.743658)",,32,out
,,488594,488565,,1,1,0.03527,0,60.0,2000.0,,,,"LINESTRING (-74.139868 40.741612, -74.140484 40.741408)",,32,out
,,488594,488556,,1,1,0.05497,0,60.0,2000.0,,,,"LINESTRING (-74.139868 40.741612, -74.140834 40.741323)",,32,out
,,488373,488381,,1,1,0.0264,0,60.0,2000.0,,,,"LINESTRING (-74.148709 40.741076, -74.148213 40.741015)",,32,out
,,488560,488552,,1,1,0.01981,0,60.0,2000.0,,,,"LINESTRING (-74.140602 40.741538, -74.140889 40.741353)",,32,out
,,488560,488555,,1,1,0.01528,0,60.0,2000.0,,,,"LINESTRING (-74.140602 40.741538, -74.140845 40.741417)",,32,out
,,488641,488800,,1,1,0.48144,0,60.0,2000.0,,,,"LINESTRING (-74.138547 40.742062, -74.129486 40.743050)",,32,out
,,488646,488800,,1,1,0.4706,0,60.0,2000.0,,,,"LINESTRING (-74.138353 40.742138, -74.129486 40.743050)",,32,out
,,488663,488767,,1,1,0.31391,0,60.0,2000.0,,,,"LINESTRING (-74.137187 40.742565, -74.131244 40.743073)",,32,out
,,488751,488767,,1,1,0.04956,0,60.0,2000.0,,,,"LINESTRING (-74.132174 40.742953, -74.131244 40.743073)",,32,out
,,492443,492440,,1,1,0.07068,1,60.0,2000.0,,,,"LINESTRING (-72.670791 41.778812, -72.671020 41.779822)",,33,in
,,492448,492453,,1,1,0.10599,0,60.0,2000.0,,,,"LINESTRING (-72.670609 41.779821, -72.670127 41.781313)",,33,in
,,492442,492457,,1,1,0.44642,0,60.0,2000.0,,,,"LINESTRING (-72.670806 41.779154, -72.668917 41.785389)",,33,in
,,492441,492459,,1,1,0.42718,0,60.0,2000.0,,,,"LINESTRING (-72.670814 41.779360, -72.668846 41.785328)",,33,in
,,492427,492438,,1,1,0.36878,0,60.0,2000.0,,,,"LINESTRING (-72.673637 41.775920, -72.671089 41.780865)",,33,in
,,492432,492435,,1,1,0.2258,0,60.0,2000.0,,,,"LINESTRING (-72.671915 41.776610, -72.671240 41.779817)",,33,in
,,492433,492435,,1,1,0.18629,0,60.0,2000.0,,,,"LINESTRING (-72.671592 41.777133, -72.671240 41.779817)",,33,in
,,492500,492514,,1,1,0.53972,1,60.0,2000.0,,,,"LINESTRING (-72.661725 41.795547, -72.657066 41.802544)",,33,out
,,492456,492448,,1,1,0.35377,0,60.0,2000.0,,,,"LINESTRING (-72.668980 41.784780, -72.670609 41.779821)",,33,out
,,492436,492433,,1,1,0.20861,0,60.0,2000.0,,,,"LINESTRING (-72.671200 41.780136, -72.671592 41.777133)",,33,out
,,492458,492427,,1,1,0.8019,2,60.0,2000.0,,,,"LINESTRING (-72.668880 41.786957, -72.673637 41.775920)",,33,out
,,492501,492514,,1,1,0.50748,1,60.0,2000.0,,,,"LINESTRING (-72.661525 41.795992, -72.657066 41.802544)",,33,out
,,429045,429028,,1,1,0.26934,0,60.0,2000.0,,,,"LINESTRING (-85.154904 42.314065, -85.159403 42.312074)",,34,in
,,429114,429136,,1,1,0.44019,0,60.0,2000.0,,,,"LINESTRING (-85.142869 42.315701, -85.137205 42.311333)",,34,in
,,428991,429028,,1,1,0.55243,2,60.0,2000.0,,,,"LINESTRING (-85.170025 42.311874, -85.159403 42.312074)",,34,in
,,429136,429114,,1,1,0.42892,0,60.0,2000.0,,,,"LINESTRING (-85.137205 42.311333, -85.142869 42.315701)",,34,out
