from_node_id,to_node_id,link_type,geometry
19d0f77d-c4e2-44eb-a77b-f7e4df52aa68,024bcf95-fbdd-4205-85e5-e17138836785,siding_track,"LINESTRING(-123.1075666966181 44.62110219299853, -123.096377681338 44.63254338158908)"
54d7e51a-16bc-473d-b3ba-a2ce150c53ac,c74baa48-bb8b-475d-92ec-22bed24c9beb,track,"LINESTRING(-123.1075666966181 44.623797126523506, -123.1075666966181 44.62244965976102)"
19d0f77d-c4e2-44eb-a77b-f7e4df52aa68,c74baa48-bb8b-475d-92ec-22bed24c9beb,track,"LINESTRING(-123.1075666966181 44.62110219299853, -123.1075666966181 44.62244965976102)"
79ac70e8-bde6-4ef6-a273-29f47687de41,1e6fc8c7-eb64-4f2f-876d-d798224f0bcd,track,"LINESTRING(-123.096377681338 44.63523831511406, -123.096377681338 44.63389084835157)"
024bcf95-fbdd-4205-85e5-e17138836785,1e6fc8c7-eb64-4f2f-876d-d798224f0bcd,track,"LINESTRING(-123.096377681338 44.63254338158908, -123.096377681338 44.63389084835157)"
f26f977e-b97c-4e9d-bc0f-f4b9c0434703,00ccfce4-aed9-4cbc-ada5-81eee0a2a11e,siding_track,"LINESTRING(-123.1075666966181 44.62514459328599, -123.096377681338 44.63658578187654)"
c9f5436f-809f-420d-bc21-0f89abaf1e7d,85e0e74c-d443-411e-850c-7f0c29c65831,siding_track,"LINESTRING(-123.1075666966181 44.619754726236046, -123.096377681338 44.6311959148266)"
f26f977e-b97c-4e9d-bc0f-f4b9c0434703,c74baa48-bb8b-475d-92ec-22bed24c9beb,track,"LINESTRING(-123.1075666966181 44.62514459328599, -123.1075666966181 44.62244965976102)"
c9f5436f-809f-420d-bc21-0f89abaf1e7d,c74baa48-bb8b-475d-92ec-22bed24c9beb,track,"LINESTRING(-123.1075666966181 44.619754726236046, -123.1075666966181 44.62244965976102)"
00ccfce4-aed9-4cbc-ada5-81eee0a2a11e,1e6fc8c7-eb64-4f2f-876d-d798224f0bcd,track,"LINESTRING(-123.096377681338 44.63658578187654, -123.096377681338 44.63389084835157)"
85e0e74c-d443-411e-850c-7f0c29c65831,1e6fc8c7-eb64-4f2f-876d-d798224f0bcd,track,"LINESTRING(-123.096377681338 44.6311959148266, -123.096377681338 44.63389084835157)"
eb0e5cec-8baa-4f85-882b-7b0e8f9678a9,2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,main_track,"LINESTRING(-122.9012840394743 44.52475563300661, -122.8962550554891 44.51875692267141)"
0b429cf1-35f4-4fd2-8f31-99ca9dee6094,2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,bridge_out,"LINESTRING(-122.89594 44.51759, -122.8962550554891 44.51875692267141)"
72e16d98-dbe5-44b0-8414-da12d5405001,7fe214c6-8be3-4277-a99d-565785f1f707,siding_track,"LINESTRING(-122.9012840394743 44.5261030997691, -122.8962550554891 44.5201043894339)"
a9bc47d1-9849-4690-a47b-77408bcf6d53,8b3a4b5d-0651-4280-acf6-aff5b340b1b9,siding_track,"LINESTRING(-122.9012840394743 44.523408166244124, -122.8962550554891 44.51740945590892)"
72e16d98-dbe5-44b0-8414-da12d5405001,eb0e5cec-8baa-4f85-882b-7b0e8f9678a9,track,"LINESTRING(-122.9012840394743 44.5261030997691, -122.9012840394743 44.52475563300661)"
a9bc47d1-9849-4690-a47b-77408bcf6d53,eb0e5cec-8baa-4f85-882b-7b0e8f9678a9,track,"LINESTRING(-122.9012840394743 44.523408166244124, -122.9012840394743 44.52475563300661)"
7fe214c6-8be3-4277-a99d-565785f1f707,2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,track,"LINESTRING(-122.8962550554891 44.5201043894339, -122.8962550554891 44.51875692267141)"
8b3a4b5d-0651-4280-acf6-aff5b340b1b9,2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,track,"LINESTRING(-122.8962550554891 44.51740945590892, -122.8962550554891 44.51875692267141)"
14e0761d-adc4-4f27-9ece-944b73a6949f,62cf8169-65c7-44ff-9d21-9dafcb751c5b,siding_track,"LINESTRING(-122.9012840394743 44.527450566531584, -122.8962550554891 44.52145185619638)"
fc57f100-35ae-4552-9704-6c7c28bc03fd,9056ac3a-1c98-4078-a214-4f3d3a67596c,siding_track,"LINESTRING(-122.9012840394743 44.52206069948164, -122.8962550554891 44.516061989146436)"
14e0761d-adc4-4f27-9ece-944b73a6949f,eb0e5cec-8baa-4f85-882b-7b0e8f9678a9,track,"LINESTRING(-122.9012840394743 44.527450566531584, -122.9012840394743 44.52475563300661)"
fc57f100-35ae-4552-9704-6c7c28bc03fd,eb0e5cec-8baa-4f85-882b-7b0e8f9678a9,track,"LINESTRING(-122.9012840394743 44.52206069948164, -122.9012840394743 44.52475563300661)"
62cf8169-65c7-44ff-9d21-9dafcb751c5b,2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,track,"LINESTRING(-122.8962550554891 44.52145185619638, -122.8962550554891 44.51875692267141)"
9056ac3a-1c98-4078-a214-4f3d3a67596c,2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,track,"LINESTRING(-122.8962550554891 44.516061989146436, -122.8962550554891 44.51875692267141)"
10711a17-f7f4-4620-9d18-b1eb4918e4bc,2eed71a6-0a6b-481d-b884-71efb6fb4cf3,main_track,"LINESTRING(-87.67842440256149 32.11968149163621, -87.6779542448929 32.10601161737386)"
1749275b-4611-4631-a3e8-112c97fdb48d,2eed71a6-0a6b-481d-b884-71efb6fb4cf3,bridge_out,"LINESTRING(-87.623014 32.053536, -87.6779542448929 32.10601161737386)"
