node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry,yard_id,resolution_type
492436,,-72.6712,41.780136,,,0,0.1,0.1,POINT (-72.671200 41.780136),33,Micro
492437,,-72.671144,41.780635,,,0,0.1,0.1,POINT (-72.671144 41.780635),33,Micro
492438,,-72.671089,41.780865,,,0,0.1,0.1,POINT (-72.671089 41.780865),33,Micro
492439,,-72.671072,41.780477,,,0,0.1,0.1,POINT (-72.671072 41.780477),33,Micro
492440,,-72.67102,41.779822,,,0,0.1,0.1,POINT (-72.671020 41.779822),33,Micro
492453,,-72.670127,41.781313,,,0,0.1,0.1,POINT (-72.670127 41.781313),33,Micro
492456,,-72.66898,41.78478,,,0,0.1,0.1,POINT (-72.668980 41.784780),33,Micro
492457,,-72.668917,41.785389,,,0,0.1,0.1,POINT (-72.668917 41.785389),33,Micro
492458,,-72.66888,41.786957,,,0,0.1,0.1,POINT (-72.668880 41.786957),33,Micro
492459,,-72.668846,41.785328,,,0,0.1,0.1,POINT (-72.668846 41.785328),33,Micro
492477,,-72.665711,41.791041,,,0,0.1,0.1,POINT (-72.665711 41.791041),33,Micro
492492,,-72.662898,41.79384,,,0,0.1,0.1,POINT (-72.662898 41.793840),33,Micro
492496,,-72.662418,41.794559,,,0,0.1,0.1,POINT (-72.662418 41.794559),33,Micro
492500,,-72.661725,41.795547,,,0,0.1,0.1,POINT (-72.661725 41.795547),33,Micro
492501,,-72.661525,41.795992,,,0,0.1,0.1,POINT (-72.661525 41.795992),33,Micro
429028,,-85.159403,42.312074,,,0,0.1,0.1,POINT (-85.159403 42.312074),34,Micro
429136,,-85.137205,42.311333,,,0,0.1,0.1,POINT (-85.137205 42.311333),34,Micro
429137,,-85.137127,42.310947,,,0,0.1,0.1,POINT (-85.137127 42.310947),34,Micro
432990,,-84.400123,42.247867,,,0,0.1,0.1,POINT (-84.400123 42.247867),35,Micro
432993,,-84.399348,42.247616,,,0,0.1,0.1,POINT (-84.399348 42.247616),35,Micro
433062,,-84.391555,42.24529,,,0,0.1,0.1,POINT (-84.391555 42.245290),35,Micro
433191,,-84.382558,42.24195,,,0,0.1,0.1,POINT (-84.382558 42.241950),35,Micro
433219,,-84.38039,42.241201,,,0,0.1,0.1,POINT (-84.380390 42.241201),35,Micro
433224,,-84.380111,42.241404,,,0,0.1,0.1,POINT (-84.380111 42.241404),35,Micro
433231,,-84.379163,42.240622,,,0,0.1,0.1,POINT (-84.379163 42.240622),35,Micro
487318,,-74.26615,40.615734,,,0,0.1,0.1,POINT (-74.266150 40.615734),36,Micro
487325,,-74.265287,40.616375,,,0,0.1,0.1,POINT (-74.265287 40.616375),36,Micro
487346,,-74.263262,40.618128,,,0,0.1,0.1,POINT (-74.263262 40.618128),36,Micro
487354,,-74.261975,40.618945,,,0,0.1,0.1,POINT (-74.261975 40.618945),36,Micro
487363,,-74.260879,40.620149,,,0,0.1,0.1,POINT (-74.260879 40.620149),36,Micro
487364,,-74.260832,40.620848,,,0,0.1,0.1,POINT (-74.260832 40.620848),36,Micro
487366,,-74.260598,40.620421,,,0,0.1,0.1,POINT (-74.260598 40.620421),36,Micro
487369,,-74.260337,40.620668,,,0,0.1,0.1,POINT (-74.260337 40.620668),36,Micro
487372,,-74.260113,40.620889,,,0,0.1,0.1,POINT (-74.260113 40.620889),36,Micro
487374,,-74.260016,40.62089,,,0,0.1,0.1,POINT (-74.260016 40.620890),36,Micro
487376,,-74.259653,40.621149,,,0,0.1,0.1,POINT (-74.259653 40.621149),36,Micro
487377,,-74.259503,40.621171,,,0,0.1,0.1,POINT (-74.259503 40.621171),36,Micro
487396,,-74.257381,40.623245,,,0,0.1,0.1,POINT (-74.257381 40.623245),36,Micro
487400,,-74.257272,40.623528,,,0,0.1,0.1,POINT (-74.257272 40.623528),36,Micro
487401,,-74.257233,40.623502,,,0,0.1,0.1,POINT (-74.257233 40.623502),36,Micro
487402,,-74.257058,40.623778,,,0,0.1,0.1,POINT (-74.257058 40.623778),36,Micro
487405,,-74.256863,40.623891,,,0,0.1,0.1,POINT (-74.256863 40.623891),36,Micro
487407,,-74.256769,40.623786,,,0,0.1,0.1,POINT (-74.256769 40.623786),36,Micro
487408,,-74.25676,40.624162,,,0,0.1,0.1,POINT (-74.256760 40.624162),36,Micro
