link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,link_type_name,from_biway,vdf_free_speed_in_mph,is_link
16027,North 75th Avenue,436783500,10073,10074,1,"LINESTRING (-112.2205963 33.4849735, -112.220596 33.4849414, -112.220603 33.4844571)",1,57.43,secondary,4,64,3,4800,,,0,0.15,4,1,0.035692977,39.76785515,40,0.053840625,,,,,,,,
16028,North 75th Avenue,436783500,10074,10073,1,"LINESTRING (-112.220603 33.4844571, -112.220596 33.4849414, -112.2205963 33.4849735)",1,57.43,secondary,4,64,3,4800,,,0,0.15,4,1,0.035692977,39.76785515,40,0.053840625,,,,,,,,
16029,North 75th Avenue,436783528,10074,10085,1,"LINESTRING (-112.220603 33.4844571, -112.220604 33.4843841, -112.220606 33.48419, -112.2206087 33.484091)",1,40.71,secondary,4,64,2,3200,,,0,0.15,4,1,0.025301429,39.76785515,40,0.038165625,,,,,,,,
16030,North 75th Avenue,436783502,10075,10076,1,"LINESTRING (-112.2205849 33.4779719, -112.2205774 33.4783425)",1,41.21,secondary,4,72,5,8000,,,0,0.15,4,1,0.025612181,44.73883704,45,0.034341667,,,,,,,,
16031,North 75th Avenue,436783511,10076,10084,1,"LINESTRING (-112.2205774 33.4783425, -112.2205785 33.4784278)",1,9.49,secondary,4,72,4,6400,,,0,0.15,4,1,0.005898073,44.73883704,45,0.007908333,,,,,,,,
16032,North 75th Avenue,436783503,10077,10078,1,"LINESTRING (-112.2207985 33.4698845, -112.2207971 33.4697849)",1,11.08,secondary,4,72,4,6400,,,0,0.15,4,1,0.006886265,44.73883704,45,0.009233333,,,,,,,,
16033,North 75th Avenue,436783534,10078,10101,1,"LINESTRING (-112.2207971 33.4697849, -112.220792 33.46946, -112.220791 33.469374)",1,45.69,secondary,4,72,5,8000,,,0,0.15,4,1,0.02839652,44.73883704,45,0.038075,,,,,,,,
16034,North 75th Avenue,436783505,10079,10080,1,"LINESTRING (-112.2205512 33.4814369, -112.2206341 33.4817867)",1,39.65,secondary,4,72,2,3200,,,0,0.15,4,1,0.024642635,44.73883704,45,0.033041667,,,,,,,,
16035,North 75th Avenue,436783519,10080,10088,1,"LINESTRING (-112.2206341 33.4817867, -112.2207165 33.4814735)",1,35.65,secondary,4,72,3,4800,,,0,0.15,4,1,0.022156619,44.73883704,45,0.029708333,,,,,,,,
16036,North 75th Avenue,1040039770,10080,19978,1,"LINESTRING (-112.2206341 33.4817867, -112.2206312 33.4819126)",1,14,secondary,4,64,3,4800,,,0,0.15,4,1,0.008701057,39.76785515,40,0.013125,,,,,,,,
16037,North 75th Avenue,436783543,10081,20414,1,"LINESTRING (-112.2207921 33.4770982, -112.2207979 33.4767155, -112.2208 33.4766208)",1,53.09,secondary,4,72,5,8000,,,0,0.15,4,1,0.032995649,44.73883704,45,0.044241667,,,,,,,,
16038,North 75th Avenue,436783510,10082,10083,1,"LINESTRING (-112.2208337 33.471643, -112.220821 33.4711203)",1,58.13,secondary,4,72,4,6400,,,0,0.15,4,1,0.03612803,44.73883704,45,0.048441667,,,,,,,,
16039,North 75th Avenue,436783545,10083,10077,1,"LINESTRING (-112.220821 33.4711203, -112.2208021 33.4701502, -112.2207985 33.4698845)",1,137.43,secondary,4,72,3,4800,,,0,0.15,4,1,0.0854133,44.73883704,45,0.114525,,,,,,,,
16040,,1226630833,10083,10089,1,"LINESTRING (-112.220821 33.4711203, -112.2207462 33.4711868, -112.2206895 33.4712769, -112.220633 33.471429)",1,39.16,secondary,4,60,2,3200,,,0,0.15,4,1,0.024338098,37.2823642,35,0.03916,,,,,,,,
16041,North 75th Avenue,436783523,10084,7905,1,"LINESTRING (-112.2205785 33.4784278, -112.220566 33.4792574)",1,92.25,secondary,4,72,3,4800,,,0,0.15,4,1,0.057333748,44.73883704,45,0.076875,,,,,,,,
16042,North 75th Avenue,436783513,10085,9755,1,"LINESTRING (-112.2206087 33.484091, -112.2206113 33.4839131)",1,19.78,secondary,4,64,2,3200,,,0,0.15,4,1,0.01229335,39.76785515,40,0.01854375,,,,,,,,
16043,North 75th Avenue,436783528,10085,10074,1,"LINESTRING (-112.2206087 33.484091, -112.220606 33.48419, -112.220604 33.4843841, -112.220603 33.4844571)",1,40.71,secondary,4,64,5,8000,,,0,0.15,4,1,0.025301429,39.76785515,40,0.038165625,,,,,,,,
16044,North 75th Avenue,436783516,10086,10087,1,"LINESTRING (-112.2206195 33.4756932, -112.2206158 33.4759817)",1,32.08,secondary,4,72,4,6400,,,0,0.15,4,1,0.01993785,44.73883704,45,0.026733333,,,,,,,,
16045,North 75th Avenue,436783531,10087,20548,1,"LINESTRING (-112.2206158 33.4759817, -112.22061 33.4764202, -112.220607 33.4765201)",1,59.87,secondary,4,72,5,8000,,,0,0.15,4,1,0.037209447,44.73883704,45,0.049891667,,,,,,,,
16046,North 75th Avenue,436783539,10088,10099,1,"LINESTRING (-112.2207165 33.4814735, -112.2207321 33.4811939, -112.2207348 33.4810059)",1,52.03,secondary,4,72,2,3200,,,0,0.15,4,1,0.032336855,44.73883704,45,0.043358333,,,,,,,,
16047,North 75th Avenue,436783520,10089,10090,1,"LINESTRING (-112.220633 33.471429, -112.2206503 33.4722974)",1,96.58,secondary,4,72,3,4800,,,0,0.15,4,1,0.06002486,44.73883704,45,0.080483333,,,,,,,,
16048,North 75th Avenue,436783526,10090,20573,1,"LINESTRING (-112.2206503 33.4722974, -112.2206603 33.4728207, -112.220662 33.4729326)",1,70.64,secondary,4,72,4,6400,,,0,0.15,4,1,0.043903045,44.73883704,45,0.058866667,,,,,,,,
16049,North 75th Avenue,436783522,10091,10092,1,"LINESTRING (-112.2208217 33.4753285, -112.2208296 33.4747338)",1,66.13,secondary,4,72,4,6400,,,0,0.15,4,1,0.041100062,44.73883704,45,0.055108333,,,,,,,,
16050,North 75th Avenue,436783550,10092,10103,1,"LINESTRING (-112.2208296 33.4747338, -112.2208407 33.474004, -112.2208441 33.4737806, -112.2208446 33.4735649)",1,129.98,secondary,4,72,3,4800,,,0,0.15,4,1,0.080783095,44.73883704,45,0.108316667,,,,,,,,
16051,North 75th Avenue,436783525,10093,10094,1,"LINESTRING (-112.2206437 33.4740991, -112.2206302 33.4747337)",1,70.58,secondary,4,72,4,6400,,,0,0.15,4,1,0.043865755,44.73883704,45,0.058816667,,,,,,,,
16052,North 75th Avenue,436783546,10094,10086,1,"LINESTRING (-112.2206302 33.4747337, -112.2206204 33.4756258, -112.2206195 33.4756932)",1,106.7,secondary,4,72,3,4800,,,0,0.15,4,1,0.066314481,44.73883704,45,0.088916667,,,,,,,,
16053,North 75th Avenue,436783530,10096,10097,1,"LINESTRING (-112.220594 33.4693723, -112.220595 33.4694499, -112.2205967 33.4695376, -112.2206106 33.4702688)",1,99.7,secondary,4,72,3,4800,,,0,0.15,4,1,0.061963953,44.73883704,45,0.083083333,,,,,,,,
16054,North 75th Avenue,436783530,10097,10070,1,"LINESTRING (-112.2206106 33.4702688, -112.2206177 33.4705893)",1,35.64,secondary,4,72,3,4800,,,0,0.15,4,1,0.022150404,44.73883704,45,0.0297,,,,,,,,
16055,,1226630834,10097,10083,1,"LINESTRING (-112.2206106 33.4702688, -112.2206541 33.4704724, -112.2206842 33.4707396, -112.2207019 33.4710053, -112.2207267 33.4711027, -112.2207621 33.4711189, -112.220821 33.4711203)",1,102.71,secondary,4,60,2,3200,,,0,0.15,4,1,0.06383468,37.2823642,35,0.10271,,,,,,,,
16056,North 75th Avenue,436783533,10099,20510,1,"LINESTRING (-112.2207348 33.4810059, -112.2207452 33.4803768, -112.220744 33.4802676)",1,82.1,secondary,4,72,4,6400,,,0,0.15,4,1,0.051025482,44.73883704,45,0.068416667,,,,,,,,
16057,North 75th Avenue,436966196,10101,13877,1,"LINESTRING (-112.220791 33.469374, -112.220788 33.4692846, -112.2207828 33.4690182, -112.2207659 33.468097)",1,142.02,secondary,4,72,3,4800,,,0,0.15,4,1,0.088266004,44.73883704,45,0.11835,,,,,,,,
16058,North 75th Avenue,436783536,10102,10096,1,"LINESTRING (-112.2205815 33.468684, -112.220593 33.4693034, -112.220594 33.4693723)",1,76.54,secondary,4,72,4,6400,,,0,0.15,4,1,0.047569919,44.73883704,45,0.063783333,,,,,,,,
16059,North 75th Avenue,436783537,10103,20573,1,"LINESTRING (-112.2208446 33.4735649, -112.2208459 33.473058, -112.220846 33.4729298)",1,70.62,secondary,4,72,4,6400,,,0,0.15,4,1,0.043890615,44.73883704,45,0.05885,,,,,,,,
16060,North 75th Avenue,436783542,10104,10075,1,"LINESTRING (-112.2205888 33.477766, -112.2205864 33.4778977, -112.2205849 33.4779719)",1,22.9,secondary,4,72,4,6400,,,0,0.15,4,1,0.014232443,44.73883704,45,0.019083333,,,,,,,,
16061,West Thomas Road,436783566,10108,10118,1,"LINESTRING (-112.2191164 33.4801319, -112.2190981 33.480132)",1,1.7,secondary,4,72,3,4800,,,0,0.15,4,1,0.001056557,44.73883704,45,0.001416667,,,,,,,,
16062,West Thomas Road,436783556,10109,10110,1,"LINESTRING (-112.2318669 33.4798353, -112.2312803 33.4798481)",1,54.42,secondary,4,72,4,6400,,,0,0.15,4,1,0.03382225,44.73883704,45,0.04535,,,,,,,,
16063,West Thomas Road,721192818,10110,20362,1,"LINESTRING (-112.2312803 33.4798481, -112.2292885 33.4798921, -112.22917 33.4798921)",1,195.79,secondary,4,72,3,4800,,,0,0.15,4,1,0.121684276,44.73883704,45,0.163158333,,,,,,,,
16064,West Thomas Road,436783558,10111,10112,1,"LINESTRING (-112.2177691 33.480143, -112.2176766 33.4801438)",1,8.58,secondary,4,72,4,6400,,,0,0.15,4,1,0.005332505,44.73883704,45,0.00715,,,,,,,,
16065,West Thomas Road,436783574,10112,10127,1,"LINESTRING (-112.2176766 33.4801438, -112.2171579 33.4801506)",1,48.11,secondary,4,72,5,8000,,,0,0.15,4,1,0.029900559,44.73883704,45,0.040091667,,,,,,,,
16066,West Thomas Road,436783560,10113,10114,1,"LINESTRING (-112.2329497 33.4799775, -112.2348855 33.4799226)",1,179.64,secondary,4,72,3,4800,,,0,0.15,4,1,0.111646986,44.73883704,45,0.1497,,,,,,,,
16067,West Thomas Road,436783584,10114,8535,1,"LINESTRING (-112.2348855 33.4799226, -112.2354935 33.4799202)",1,56.39,secondary,4,72,4,6400,,,0,0.15,4,1,0.035046613,44.73883704,45,0.046991667,,,,,,,,
16068,West Thomas Road,436783561,10115,10116,1,"LINESTRING (-112.235494 33.4797494, -112.2334197 33.4798001)",1,192.46,secondary,4,72,3,4800,,,0,0.15,4,1,0.119614667,44.73883704,45,0.160383333,,,,,,,,
16069,West Thomas Road,436783577,10116,10131,1,"LINESTRING (-112.2334197 33.4798001, -112.2329472 33.4798117)",1,43.84,secondary,4,72,4,6400,,,0,0.15,4,1,0.027246737,44.73883704,45,0.036533333,,,,,,,,
16070,West Thomas Road,436783581,10117,10133,1,"LINESTRING (-112.2233996 33.4800594, -112.2227898 33.4800734)",1,56.58,secondary,4,72,4,6400,,,0,0.15,4,1,0.035164699,44.73883704,45,0.04715,,,,,,,,
16071,West Thomas Road,436783575,10118,10128,1,"LINESTRING (-112.2190981 33.480132, -112.2185155 33.4801363, -112.2183909 33.4801372)",1,65.59,secondary,4,72,4,6400,,,0,0.15,4,1,0.04076445,44.73883704,45,0.054658333,,,,,,,,
16072,West Thomas Road,436783568,10119,8018,1,"LINESTRING (-112.2221327 33.480246, -112.222792 33.4802327)",1,61.16,secondary,4,72,4,6400,,,0,0.15,4,1,0.038011187,44.73883704,45,0.050966667,,,,,,,,
16073,West Thomas Road,436783569,10120,10121,1,"LINESTRING (-112.2166412 33.4803153, -112.2171562 33.4803132)",1,47.76,secondary,4,72,4,6400,,,0,0.15,4,1,0.029683033,44.73883704,45,0.0398,,,,,,,,
16074,West Thomas Road,436783570,10121,10122,1,"LINESTRING (-112.2171562 33.4803132, -112.217422 33.4803104, -112.2179018 33.4803054)",1,69.16,secondary,4,72,3,4800,,,0,0.15,4,1,0.042983219,44.73883704,45,0.057633333,,,,,,,,
16075,West Thomas Road,436783582,10122,10134,1,"LINESTRING (-112.2179018 33.4803054, -112.2183907 33.480296)",1,45.36,secondary,4,72,4,6400,,,0,0.15,4,1,0.028191423,44.73883704,45,0.0378,,,,,,,,
16076,West Thomas Road,436783572,10123,10124,1,"LINESTRING (-112.2154088 33.48032, -112.2158169 33.4803187)",1,37.85,secondary,4,72,4,6400,,,0,0.15,4,1,0.023523928,44.73883704,45,0.031541667,,,,,,,,
16077,West Thomas Road,436783578,10124,10120,1,"LINESTRING (-112.2158169 33.4803187, -112.215906 33.4803191, -112.2166412 33.4803153)",1,76.45,secondary,4,72,3,4800,,,0,0.15,4,1,0.047513984,44.73883704,45,0.063708333,,,,,,,,
16078,West Thomas Road,436783573,10125,10126,1,"LINESTRING (-112.2195204 33.4802866, -112.2196547 33.4802855)",1,12.46,secondary,4,72,3,4800,,,0,0.15,4,1,0.00774394,44.73883704,45,0.010383333,,,,,,,,
16079,West Thomas Road,436783596,10126,20510,1,"LINESTRING (-112.2196547 33.4802855, -112.2200783 33.4802821, -112.2204295 33.4802741, -112.220553 33.4802713)",1,83.33,secondary,4,72,4,6400,,,0,0.15,4,1,0.051789932,44.73883704,45,0.069441667,,,,,,,,
16080,West Thomas Road,436783591,10127,9472,1,"LINESTRING (-112.2171579 33.4801506, -112.2158134 33.480161, -112.215401 33.480162, -112.2140964 33.4801626, -112.2138413 33.4801642)",1,307.6,secondary,4,72,3,4800,,,0,0.15,4,1,0.191174643,44.73883704,45,0.256333333,,,,,,,,
16081,West Thomas Road,436783588,10128,10111,1,"LINESTRING (-112.2183909 33.4801372, -112.2177691 33.480143)",1,57.67,secondary,4,72,3,4800,,,0,0.15,4,1,0.035842138,44.73883704,45,0.048058333,,,,,,,,
16082,West Thomas Road,436783576,10129,10130,1,"LINESTRING (-112.2221215 33.4800894, -112.2218055 33.4800984)",1,29.32,secondary,4,72,4,6400,,,0,0.15,4,1,0.018222498,44.73883704,45,0.024433333,,,,,,,,
16083,West Thomas Road,436783587,10130,20510,1,"LINESTRING (-112.2218055 33.4800984, -112.2208653 33.4801211, -112.220745 33.4801217)",1,98.39,secondary,4,72,4,6400,,,0,0.15,4,1,0.061149782,44.73883704,45,0.081991667,,,,,,,,
16084,West Thomas Road,436783580,10131,10109,1,"LINESTRING (-112.2329472 33.4798117, -112.232012 33.4798321, -112.2318669 33.4798353)",1,100.23,secondary,4,72,3,4800,,,0,0.15,4,1,0.06229335,44.73883704,45,0.083525,,,,,,,,
16085,West Thomas Road,436783579,10132,10113,1,"LINESTRING (-112.2325589 33.479987, -112.232619 33.4799854, -112.2329497 33.4799775)",1,36.26,secondary,4,72,4,6400,,,0,0.15,4,1,0.022535736,44.73883704,45,0.030216667,,,,,,,,
16086,West Thomas Road,730866700,10133,7900,1,"LINESTRING (-112.2227898 33.4800734, -112.222467 33.4800795)",1,29.95,secondary,4,72,3,4800,,,0,0.15,4,1,0.018614046,44.73883704,45,0.024958333,,,,,,,,
16087,West Thomas Road,436783593,10134,10135,1,"LINESTRING (-112.2183907 33.480296, -112.218514 33.4802947, -112.218638 33.4802933, -112.2189035 33.4802911, -112.2191089 33.4802896)",1,66.61,secondary,4,72,3,4800,,,0,0.15,4,1,0.041398384,44.73883704,45,0.055508333,,,,,,,,
16088,West Thomas Road,436783583,10135,10125,1,"LINESTRING (-112.2191089 33.4802896, -112.2195204 33.4802866)",1,38.17,secondary,4,72,4,6400,,,0,0.15,4,1,0.023722809,44.73883704,45,0.031808333,,,,,,,,
16089,West Thomas Road,436783585,10136,10115,1,"LINESTRING (-112.236102 33.4797444, -112.2355238 33.4797492, -112.235494 33.4797494)",1,56.39,secondary,4,72,4,6400,,,0,0.15,4,1,0.035046613,44.73883704,45,0.046991667,,,,,,,,
16090,West Thomas Road,978471275,10137,19892,1,"LINESTRING (-112.2373017 33.4797348, -112.237131 33.4797362, -112.2366272 33.4797402)",1,62.56,secondary,4,72,4,6400,,,0,0.15,4,1,0.038881293,44.73883704,45,0.052133333,,,,,,,,
16091,West Thomas Road,436783589,10138,10119,1,"LINESTRING (-112.2213397 33.4802587, -112.221526 33.4802572, -112.2218568 33.4802516, -112.2221327 33.480246)",1,73.56,secondary,4,72,4,6400,,,0,0.15,4,1,0.045717837,44.73883704,45,0.0613,,,,,,,,
16092,West Thomas Road,436783590,10139,20349,1,"LINESTRING (-112.225633 33.4800155, -112.2250662 33.4800257, -112.224972 33.4800257)",1,61.32,secondary,4,72,5,8000,,,0,0.15,4,1,0.038110628,44.73883704,45,0.0511,,,,,,,,
16093,West Thomas Road,436783594,10141,20362,1,"LINESTRING (-112.2285272 33.4800789, -112.228758 33.4800685, -112.2290341 33.4800571, -112.229167 33.480053)",1,59.41,secondary,4,72,4,6400,,,0,0.15,4,1,0.036923555,44.73883704,45,0.049508333,,,,,,,,
16094,West Thomas Road,436783597,10142,10143,1,"LINESTRING (-112.2252815 33.4801818, -112.2258072 33.480172, -112.2261135 33.4801663, -112.2264712 33.4801563)",1,110.38,secondary,4,72,3,4800,,,0,0.15,4,1,0.068601616,44.73883704,45,0.091983333,,,,,,,,
16095,West Thomas Road,646606946,10143,19058,1,"LINESTRING (-112.2264712 33.4801563, -112.227065 33.4801397)",1,55.1,secondary,4,72,4,6400,,,0,0.15,4,1,0.034244873,44.73883704,45,0.045916667,,,,,,,,
16096,North 51st Avenue,436784099,10144,10145,1,"LINESTRING (-112.169099 33.4708407, -112.1691026 33.4704805, -112.1691058 33.4703818, -112.1691147 33.4689225, -112.1691242 33.4679179, -112.1691256 33.4677088, -112.1691261 33.467449, -112.16913 33.4670099, -112.1691305 33.4669904, -112.1691313 33.4668745)",1,441.03,primary,3,72,2,3600,,,0,0.15,4,1,0.274101927,44.73883704,45,0.367525,,,,,,,,
16097,North 51st Avenue,734293906,10144,10150,1,"LINESTRING (-112.169099 33.4708407, -112.1690842 33.4717788, -112.169077 33.4727321)",1,210.33,primary,3,72,3,5400,,,0,0.15,4,1,0.130720945,44.73883704,45,0.175275,,,,,,,,
16098,North 51st Avenue,436784099,10145,10144,1,"LINESTRING (-112.1691313 33.4668745, -112.1691305 33.4669904, -112.16913 33.4670099, -112.1691261 33.467449, -112.1691256 33.4677088, -112.1691242 33.4679179, -112.1691147 33.4689225, -112.1691058 33.4703818, -112.1691026 33.4704805, -112.169099 33.4708407)",1,441.03,primary,3,72,3,5400,,,0,0.15,4,1,0.274101927,44.73883704,45,0.367525,,,,,,,,
16099,North 51st Avenue,436786300,10145,10254,1,"LINESTRING (-112.1691313 33.4668745, -112.1691331 33.4665985, -112.169133 33.4664697, -112.1691355 33.466245)",1,70,primary,3,72,4,7200,,,0,0.15,4,1,0.043505283,44.73883704,45,0.058333333,,,,,,,,
16100,North 51st Avenue,436784100,10146,1075,1,"LINESTRING (-112.1690217 33.4793425, -112.1690262 33.4789524, -112.1690278 33.4786689, -112.1690282 33.4786075, -112.1690291 33.4784526, -112.1690297 33.4783522, -112.1690301 33.4782867, -112.1690322 33.4779236, -112.1690329 33.4778016, -112.1690339 33.4776307, -112.1690355 33.4773602, -112.1690366 33.477178, -112.1690409 33.4768726, -112.169042 33.4767964, -112.1690463 33.4764925, -112.169057 33.475142, -112.1690767 33.4735805, -112.1690752 33.4733941, -112.169075 33.4732989)",1,672.04,primary,3,72,2,3600,,,0,0.15,4,1,0.417675575,44.73883704,45,0.560033333,,,,,,,,
16101,North 51st Avenue,436784101,10146,10147,1,"LINESTRING (-112.1690217 33.4793425, -112.1690177 33.4796855)",1,38.14,primary,3,72,3,5400,,,0,0.15,4,1,0.023704164,44.73883704,45,0.031783333,,,,,,,,
16102,North 51st Avenue,436784101,10147,10146,1,"LINESTRING (-112.1690177 33.4796855, -112.1690217 33.4793425)",1,38.14,primary,3,72,3,5400,,,0,0.15,4,1,0.023704164,44.73883704,45,0.031783333,,,,,,,,
16103,North 51st Avenue,436784102,10147,10148,1,"LINESTRING (-112.1690177 33.4796855, -112.1690167 33.4797867, -112.169015 33.4798613, -112.1690142 33.4800039, -112.1690124 33.4801541, -112.1690101 33.4803417, -112.169011 33.4804861)",1,89.03,primary,3,72,4,7200,,,0,0.15,4,1,0.055332505,44.73883704,45,0.074191667,,,,,,,,
16104,West Thomas Road,436784588,10148,6881,1,"LINESTRING (-112.169011 33.4804861, -112.169149 33.480486, -112.1693409 33.4804861, -112.1695328 33.4804862, -112.1696105 33.4804862, -112.169789 33.4804863, -112.1698068 33.4804864, -112.1699956 33.4804875)",1,91.32,secondary,4,64,3,4800,,,0,0.15,4,1,0.056755749,39.76785515,40,0.0856125,,,,,,,,
16105,North 51st Avenue,436784102,10148,10147,1,"LINESTRING (-112.169011 33.4804861, -112.1690101 33.4803417, -112.1690124 33.4801541, -112.1690142 33.4800039, -112.169015 33.4798613, -112.1690167 33.4797867, -112.1690177 33.4796855)",1,89.03,primary,3,72,2,3600,,,0,0.15,4,1,0.055332505,44.73883704,45,0.074191667,,,,,,,,
16106,North 51st Avenue,436784103,10148,10149,1,"LINESTRING (-112.169011 33.4804861, -112.1690137 33.4806461, -112.1690127 33.4807012, -112.1690073 33.4810005, -112.169004 33.4811426, -112.169003 33.4812704)",1,87.22,primary,3,72,3,5400,,,0,0.15,4,1,0.054207582,44.73883704,45,0.072683333,,,,,,,,
16107,West Thomas Road,436784586,10148,10192,1,"LINESTRING (-112.169011 33.4804861, -112.1688112 33.4804863, -112.1686258 33.480488, -112.1685677 33.4804885, -112.168398 33.4804901, -112.1683545 33.4804899, -112.1682088 33.4804894, -112.1679719 33.4804886, -112.1679457 33.4804885)",1,98.8,secondary,4,64,3,4800,,,0,0.15,4,1,0.061404599,39.76785515,40,0.092625,,,,,,,,
16108,North 51st Avenue,436784103,10149,10148,1,"LINESTRING (-112.169003 33.4812704, -112.169004 33.4811426, -112.1690073 33.4810005, -112.1690127 33.4807012, -112.1690137 33.4806461, -112.169011 33.4804861)",1,87.22,primary,3,72,3,5400,,,0,0.15,4,1,0.054207582,44.73883704,45,0.072683333,,,,,,,,
16109,North 51st Avenue,531202008,10149,16941,1,"LINESTRING (-112.169003 33.4812704, -112.1689768 33.4820346, -112.1689571 33.4824759)",1,134.11,primary,3,72,3,5400,,,0,0.15,4,1,0.083349907,44.73883704,45,0.111758333,,,,,,,,
16110,North 51st Avenue,436784104,10150,1075,1,"LINESTRING (-112.169077 33.4727321, -112.1690772 33.4728543, -112.169073 33.4731643, -112.169075 33.4732989)",1,63.03,primary,3,72,4,7200,,,0,0.15,4,1,0.0391734,44.73883704,45,0.052525,,,,,,,,
16111,North 51st Avenue,734293906,10150,10144,1,"LINESTRING (-112.169077 33.4727321, -112.1690842 33.4717788, -112.169099 33.4708407)",1,210.33,primary,3,72,2,3600,,,0,0.15,4,1,0.130720945,44.73883704,45,0.175275,,,,,,,,
16112,East Camelback Road,436784142,10151,10152,1,"LINESTRING (-111.9895029 33.509699, -111.991066 33.5097557)",1,145.06,primary,3,64,3,5400,,,0,0.15,4,1,0.090155376,39.76785515,40,0.13599375,,,,,,,,
16113,East Camelback Road,436784148,10152,10162,1,"LINESTRING (-111.991066 33.5097557, -111.9914939 33.509768)",1,39.7,primary,3,64,4,7200,,,0,0.15,4,1,0.02467371,39.76785515,40,0.03721875,,,,,,,,
16114,East Camelback Road,436784143,10153,10154,1,"LINESTRING (-111.9899708 33.5095726, -111.9893919 33.5095482)",1,53.74,primary,3,64,4,7200,,,0,0.15,4,1,0.033399627,39.76785515,40,0.05038125,,,,,,,,
16115,East Camelback Road,436784161,10154,10171,1,"LINESTRING (-111.9893919 33.5095482, -111.9889613 33.5095256, -111.9887564 33.5095149)",1,59.04,primary,3,64,3,5400,,,0,0.15,4,1,0.036693599,39.76785515,40,0.05535,,,,,,,,
16116,East Camelback Road,436784144,10155,10156,1,"LINESTRING (-111.9854457 33.509384, -111.9849852 33.5093634)",1,42.76,primary,3,64,4,7200,,,0,0.15,4,1,0.026575513,39.76785515,40,0.0400875,,,,,,,,
16117,East Camelback Road,436784153,10156,10160,1,"LINESTRING (-111.9849852 33.5093634, -111.9849079 33.5093591, -111.9847247 33.5093522, -111.9844105 33.5094196)",1,54.26,primary,3,64,3,5400,,,0,0.15,4,1,0.033722809,39.76785515,40,0.05086875,,,,,,,,
16118,East Camelback Road,436784145,10157,7316,1,"LINESTRING (-111.9849769 33.5095267, -111.9857005 33.5095574)",1,67.17,primary,3,64,3,5400,,,0,0.15,4,1,0.041746426,39.76785515,40,0.062971875,,,,,,,,
16119,East Camelback Road,436784146,10158,10159,1,"LINESTRING (-111.9881398 33.5096528, -111.9882217 33.5096557, -111.9882557 33.5096568, -111.988946 33.5096807)",1,74.81,primary,3,64,3,5400,,,0,0.15,4,1,0.046494717,39.76785515,40,0.070134375,,,,,,,,
16120,,436784162,10158,10172,1,"LINESTRING (-111.9881398 33.5096528, -111.988145 33.5094936)",1,17.71,primary,3,80,1,1800,,,0,0.15,4,1,0.011006837,49.70981893,50,0.0132825,,,,,,,,
16121,East Camelback Road,436784152,10159,10151,1,"LINESTRING (-111.988946 33.5096807, -111.9891611 33.5096878, -111.9892555 33.5096909, -111.9895029 33.509699)",1,51.67,primary,3,64,4,7200,,,0,0.15,4,1,0.032113114,39.76785515,40,0.048440625,,,,,,,,
16122,East Camelback Road,436784147,10160,10161,1,"LINESTRING (-111.9844105 33.5094196, -111.9845434 33.5094627)",1,13.22,primary,3,64,3,5400,,,0,0.15,4,1,0.008216283,39.76785515,40,0.01239375,,,,,,,,
16123,East Camelback Road,437343563,10160,14812,1,"LINESTRING (-111.9844105 33.5094196, -111.9841008 33.5094068)",1,28.75,primary,3,80,2,3600,,,0,0.15,4,1,0.017868241,49.70981893,50,0.0215625,,,,,,,,
16124,East Camelback Road,436784155,10161,10157,1,"LINESTRING (-111.9845434 33.5094627, -111.9846913 33.5095106, -111.9849769 33.5095267)",1,41.25,primary,3,64,4,7200,,,0,0.15,4,1,0.025637042,39.76785515,40,0.038671875,,,,,,,,
16125,East Camelback Road,436784151,10162,10164,1,"LINESTRING (-111.9914939 33.509768, -111.991571 33.5097702, -111.9925889 33.5098213)",1,101.7,primary,3,64,3,5400,,,0,0.15,4,1,0.063206961,39.76785515,40,0.09534375,,,,,,,,
16126,East Camelback Road,436784149,10163,10158,1,"LINESTRING (-111.9875866 33.5096336, -111.987879 33.5096434, -111.9881398 33.5096528)",1,51.33,primary,3,64,4,7200,,,0,0.15,4,1,0.031901802,39.76785515,40,0.048121875,,,,,,,,
16127,East Camelback Road,436784150,10164,10165,1,"LINESTRING (-111.9925889 33.5098213, -111.9930097 33.509842)",1,39.08,primary,3,64,4,7200,,,0,0.15,4,1,0.024288378,39.76785515,40,0.0366375,,,,,,,,
16128,East Camelback Road,436784157,10165,2782,1,"LINESTRING (-111.9930097 33.509842, -111.9931263 33.5098467, -111.9932611 33.5098522, -111.9939979 33.5098822, -111.9943365 33.509896, -111.9944373 33.5099001)",1,132.52,primary,3,80,3,5400,,,0,0.15,4,1,0.082361715,49.70981893,50,0.09939,,,,,,,,
16129,East Camelback Road,436784154,10166,10167,1,"LINESTRING (-111.9936176 33.5097274, -111.9932819 33.5097192, -111.993015 33.5097082)",1,55.91,primary,3,80,4,7200,,,0,0.15,4,1,0.034748291,49.70981893,50,0.0419325,,,,,,,,
