link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,link_type_name,from_biway,vdf_free_speed_in_mph,is_link
1760,North Paradise Village Parkway South,5639947,910,996,1,"LINESTRING (-111.977853 33.5955431, -111.9778059 33.5955435, -111.9777189 33.5955443, -111.9774836 33.5955487, -111.9773233 33.5955616, -111.9770531 33.5956158, -111.9769029 33.5956694, -111.9767687 33.5957263, -111.9765716 33.5958336, -111.9764804 33.5958989, -111.9763926 33.595966, -111.9762846 33.596076, -111.9762142 33.5961609, -111.9761069 33.5963123, -111.9760467 33.5964391, -111.9759828 33.5966274, -111.9759636 33.5967341)",1,243.69,tertiary,5,40,2,2400,,,0,0.15,4,1,0.151454319,24.85490947,25,0.365535,,,,,,,,
1761,East Paradise Village Parkway South,5626622,911,910,1,"LINESTRING (-111.9798175 33.5955171, -111.9796778 33.5955212, -111.9794647 33.5955275, -111.9786254 33.5955357, -111.978018 33.5955416, -111.977853 33.5955431)",1,181.99,tertiary,5,56,2,2400,,,0,0.15,4,1,0.11310752,34.79687325,35,0.194989286,,,,,,,,
1762,East Paradise Village Parkway South,538761032,911,18607,1,"LINESTRING (-111.9798175 33.5955171, -111.9798597 33.5955158, -111.9801552 33.5955071)",1,31.3,tertiary,5,56,2,2400,,,0,0.15,4,1,0.019453076,34.79687325,35,0.033535714,,,,,,,,
1763,,,912,366,,"LINESTRING (-112.1138212 33.6201793, -112.10808877696611 33.61818085422321)",1,576.2750811,,0,90,1,99999,,,0,0.15,4,1,0.358157291,,55,0.384183387,,,,,connector,1,55.9235463,0
1764,North 25th Drive,5626663,912,913,1,"LINESTRING (-112.1138212 33.6201793, -112.1138343 33.6202575, -112.1138787 33.6205495, -112.1139413 33.6207364, -112.1140127 33.6209024, -112.1141084 33.621033, -112.1142351 33.621173, -112.1144357 33.6213993, -112.114529 33.6215254, -112.1145692 33.6215798, -112.1146848 33.6218297, -112.1146893 33.6218466, -112.1147531 33.6221021, -112.1147771 33.6222529, -112.1147801 33.6223, -112.1147754 33.6224061, -112.1147613 33.6225368, -112.1147184 33.6227473, -112.1146856 33.6228422, -112.1146272 33.6229689, -112.1145468 33.6231136, -112.1144187 33.6233062, -112.1143449 33.6233877, -112.114192 33.6235346, -112.1141062 33.6236022, -112.1138943 33.6237378, -112.1137092 33.6238294, -112.1135242 33.623902, -112.1133518 33.62395, -112.1131769 33.6239985, -112.1130774 33.6240261, -112.1128161 33.6241136, -112.112584 33.6242325, -112.112405 33.6243922, -112.1123011 33.624514, -112.1122645 33.6245619, -112.1122521 33.624581, -112.1122119 33.6246692, -112.1121696 33.6247848, -112.1121509 33.6249137, -112.1121489 33.6251829, -112.1121491 33.6252024, -112.1121502 33.6253045)",1,709.23,tertiary,5,48,1,1200,,,0,0.15,4,1,0.44078931,29.82589136,30,0.8865375,,,,,,,,
1765,North 25th Drive,5626663,913,912,1,"LINESTRING (-112.1121502 33.6253045, -112.1121491 33.6252024, -112.1121489 33.6251829, -112.1121509 33.6249137, -112.1121696 33.6247848, -112.1122119 33.6246692, -112.1122521 33.624581, -112.1122645 33.6245619, -112.1123011 33.624514, -112.112405 33.6243922, -112.112584 33.6242325, -112.1128161 33.6241136, -112.1130774 33.6240261, -112.1131769 33.6239985, -112.1133518 33.62395, -112.1135242 33.623902, -112.1137092 33.6238294, -112.1138943 33.6237378, -112.1141062 33.6236022, -112.114192 33.6235346, -112.1143449 33.6233877, -112.1144187 33.6233062, -112.1145468 33.6231136, -112.1146272 33.6229689, -112.1146856 33.6228422, -112.1147184 33.6227473, -112.1147613 33.6225368, -112.1147754 33.6224061, -112.1147801 33.6223, -112.1147771 33.6222529, -112.1147531 33.6221021, -112.1146893 33.6218466, -112.1146848 33.6218297, -112.1145692 33.6215798, -112.114529 33.6215254, -112.1144357 33.6213993, -112.1142351 33.621173, -112.1141084 33.621033, -112.1140127 33.6209024, -112.1139413 33.6207364, -112.1138787 33.6205495, -112.1138343 33.6202575, -112.1138212 33.6201793)",1,709.23,tertiary,5,48,1,1200,,,0,0.15,4,1,0.44078931,29.82589136,30,0.8865375,,,,,,,,
1766,West Greenway Road,314069202,913,7231,1,"LINESTRING (-112.1121502 33.6253045, -112.112243 33.6253032, -112.1123656 33.6253015, -112.1128484 33.6252948, -112.1129629 33.6252932, -112.113155 33.6252905, -112.1131868 33.6252901, -112.1132844 33.6252887, -112.1133685 33.6252876, -112.1134313 33.625287, -112.1135188 33.6252862)",1,126.73,secondary,4,60,2,3200,,,0,0.15,4,1,0.078763207,37.2823642,35,0.12673,,,,,,,,
1767,West Greenway Road,314069202,913,7232,1,"LINESTRING (-112.1121502 33.6253045, -112.1112117 33.6253101, -112.1103572 33.6253151, -112.1098685 33.625318, -112.1089327 33.6253204, -112.1084527 33.6253216, -112.1084019 33.6253217)",1,347.06,secondary,4,60,2,3200,,,0,0.15,4,1,0.215699192,37.2823642,35,0.34706,,,,,,,,
1768,South 42nd Street,5626904,914,915,1,"LINESTRING (-111.9928625 33.3047215, -111.9928627 33.3046605, -111.99286 33.3045459, -111.9928607 33.3044057, -111.9928593 33.3042774, -111.9928613 33.3041676, -111.9928647 33.3040827, -111.9928751 33.3039356, -111.9928922 33.3038308, -111.9929163 33.3036932, -111.9930503 33.3032798, -111.9931066 33.3031024, -111.9931452 33.3028922, -111.99315 33.3028082, -111.9931534 33.3027578, -111.99315 33.302639, -111.9931373 33.302546, -111.9931247 33.3024618, -111.9931027 33.3023728, -111.99305 33.3022042, -111.9930111 33.3021231, -111.9929614 33.3020355, -111.9929284 33.3019808, -111.992868 33.3018844, -111.9927651 33.3017238, -111.9927338 33.3016736, -111.9927024 33.3016235, -111.9926654 33.3015424, -111.9926521 33.3015114, -111.9926166 33.3014342, -111.992602 33.3013949, -111.9925807 33.3013354)",1,390.07,tertiary,5,40,1,1200,,,0,0.15,4,1,0.242430081,24.85490947,25,0.585105,,,,,,,,
1769,South 42nd Street,958722083,914,20339,1,"LINESTRING (-111.9928625 33.3047215, -111.9928654 33.3050315, -111.992865 33.3050529, -111.9928647 33.3051409)",1,46.64,tertiary,5,40,1,1200,,,0,0.15,4,1,0.028986948,24.85490947,25,0.06996,,,,,,,,
1770,South 42nd Street,5626904,915,914,1,"LINESTRING (-111.9925807 33.3013354, -111.992602 33.3013949, -111.9926166 33.3014342, -111.9926521 33.3015114, -111.9926654 33.3015424, -111.9927024 33.3016235, -111.9927338 33.3016736, -111.9927651 33.3017238, -111.992868 33.3018844, -111.9929284 33.3019808, -111.9929614 33.3020355, -111.9930111 33.3021231, -111.99305 33.3022042, -111.9931027 33.3023728, -111.9931247 33.3024618, -111.9931373 33.302546, -111.99315 33.302639, -111.9931534 33.3027578, -111.99315 33.3028082, -111.9931452 33.3028922, -111.9931066 33.3031024, -111.9930503 33.3032798, -111.9929163 33.3036932, -111.9928922 33.3038308, -111.9928751 33.3039356, -111.9928647 33.3040827, -111.9928613 33.3041676, -111.9928593 33.3042774, -111.9928607 33.3044057, -111.99286 33.3045459, -111.9928627 33.3046605, -111.9928625 33.3047215)",1,390.07,tertiary,5,40,1,1200,,,0,0.15,4,1,0.242430081,24.85490947,25,0.585105,,,,,,,,
1771,South 42nd Street,537446670,915,17985,1,"LINESTRING (-111.9925807 33.3013354, -111.9925428 33.3011729, -111.9925274 33.3010731, -111.9925214 33.3009792, -111.9925224 33.3008822)",1,50.84,tertiary,5,40,2,2400,,,0,0.15,4,1,0.031597265,24.85490947,25,0.07626,,,,,,,,
1772,South 46th Street,5627700,916,917,1,"LINESTRING (-111.9846804 33.3016212, -111.9846725 33.3017246, -111.9846331 33.3019685, -111.984554 33.3025312, -111.9845144 33.3028523, -111.9845089 33.3029207, -111.9845018 33.3030096, -111.984483 33.3032357, -111.9844849 33.303337, -111.9844945 33.3034671, -111.9845278 33.3036598, -111.9846112 33.3040012, -111.9846431 33.304153, -111.9846735 33.3042978, -111.984689 33.3044377, -111.9847051 33.304628, -111.9847028 33.3047057, -111.9847021 33.304798)",1,355.89,tertiary,5,40,1,1200,,,0,0.15,4,1,0.221187073,24.85490947,25,0.533835,,,,,,,,
1773,East Woodland Drive,5670091,916,1193,1,"LINESTRING (-111.9846804 33.3016212, -111.9847919 33.3016203, -111.9868245 33.3016073, -111.9889041 33.301601, -111.9890248 33.301601)",1,403.76,tertiary,5,40,1,1200,,,0,0.15,4,1,0.250938471,24.85490947,25,0.60564,,,,,,,,
1774,South 46th Street,402495255,916,5176,1,"LINESTRING (-111.9846804 33.3016212, -111.9846876 33.3015274, -111.984689 33.3011138, -111.9846854 33.3007204, -111.9846843 33.3004077, -111.984682 33.3003446, -111.9846839 33.2994826, -111.9846856 33.298471, -111.984686 33.2980848, -111.9846861 33.2979885)",1,403.96,tertiary,5,40,1,1200,,,0,0.15,4,1,0.251062772,24.85490947,25,0.60594,,,,,,,,
1775,East Woodland Drive,402495253,916,8645,1,"LINESTRING (-111.9846804 33.3016212, -111.9845994 33.3016213, -111.9823436 33.3016303, -111.9805131 33.3016315, -111.9803427 33.3016323)",1,403.13,tertiary,5,40,1,1200,,,0,0.15,4,1,0.250546924,24.85490947,25,0.604695,,,,,,,,
1776,South 46th Street,5627700,917,916,1,"LINESTRING (-111.9847021 33.304798, -111.9847028 33.3047057, -111.9847051 33.304628, -111.984689 33.3044377, -111.9846735 33.3042978, -111.9846431 33.304153, -111.9846112 33.3040012, -111.9845278 33.3036598, -111.9844945 33.3034671, -111.9844849 33.303337, -111.984483 33.3032357, -111.9845018 33.3030096, -111.9845089 33.3029207, -111.9845144 33.3028523, -111.984554 33.3025312, -111.9846331 33.3019685, -111.9846725 33.3017246, -111.9846804 33.3016212)",1,355.89,tertiary,5,40,1,1200,,,0,0.15,4,1,0.221187073,24.85490947,25,0.533835,,,,,,,,
1777,South 46th Street,537441507,917,20555,1,"LINESTRING (-111.9847021 33.304798, -111.9846973 33.3050551, -111.984695 33.3051802)",1,42.5,tertiary,5,40,2,2400,,,0,0.15,4,1,0.026413922,24.85490947,25,0.06375,,,,,,,,
1778,North 39th Drive,5627902,918,825,1,"LINESTRING (-112.1437378 33.7121989, -112.1437554 33.711958, -112.1437662 33.7118714, -112.1438377 33.7112573, -112.1438547 33.7111111, -112.1438782 33.7107962, -112.1439186 33.7104903, -112.1439454 33.7101266, -112.1439491 33.7098491, -112.143932 33.7094705, -112.1438247 33.7087967, -112.1435618 33.7079489, -112.1433232 33.7073693, -112.1430348 33.7067842, -112.1428158 33.7062807)",1,675.17,tertiary,5,40,1,1200,,,0,0.15,4,1,0.419620883,24.85490947,25,1.012755,,,,,,,,
1779,North 39th Drive,436948674,918,20527,1,"LINESTRING (-112.1437378 33.7121989, -112.1437344 33.7122439, -112.1437362 33.712644, -112.143732 33.7127384)",1,60.01,tertiary,5,40,2,2400,,,0,0.15,4,1,0.037296457,24.85490947,25,0.090015,,,,,,,,
1780,North 39th Drive,5627902,919,825,1,"LINESTRING (-112.1418379 33.7033279, -112.1418352 33.7034124, -112.1418319 33.7035808, -112.1418439 33.7037465, -112.1418708 33.7039384, -112.1418996 33.7041013, -112.1419459 33.7043032, -112.1420143 33.7044901, -112.1420673 33.7046301, -112.1422919 33.7051363, -112.1428158 33.7062807)",1,343.44,tertiary,5,40,1,1200,,,0,0.15,4,1,0.213449347,24.85490947,25,0.51516,,,,,,,,
1781,North 39th Drive,5627902,919,920,1,"LINESTRING (-112.1418379 33.7033279, -112.1418433 33.7032166, -112.1418601 33.7030481, -112.1418916 33.7028601, -112.1419284 33.7026918, -112.1419895 33.7024735, -112.1420505 33.7023078, -112.1421349 33.702105, -112.1422838 33.7018281, -112.1424085 33.7016252, -112.1431275 33.7004003, -112.1432911 33.7000983, -112.1433629 33.6999406, -112.1434363 33.6997471, -112.1434835 33.6996061, -112.1435277 33.6994365, -112.1435714 33.6992446, -112.1436096 33.6989742)",1,515.73,tertiary,5,40,1,1200,,,0,0.15,4,1,0.320528278,24.85490947,25,0.773595,,,,,,,,
1782,North 37th Drive,751192933,919,19433,1,"LINESTRING (-112.1418379 33.7033279, -112.1416758 33.7033241, -112.1416424 33.7033233, -112.1416347 33.7033231)",1,18.8,tertiary,5,40,1,1200,,,0,0.15,4,1,0.011684276,24.85490947,25,0.0282,,,,,,,,
1783,North 39th Drive,5627902,920,919,1,"LINESTRING (-112.1436096 33.6989742, -112.1435714 33.6992446, -112.1435277 33.6994365, -112.1434835 33.6996061, -112.1434363 33.6997471, -112.1433629 33.6999406, -112.1432911 33.7000983, -112.1431275 33.7004003, -112.1424085 33.7016252, -112.1422838 33.7018281, -112.1421349 33.702105, -112.1420505 33.7023078, -112.1419895 33.7024735, -112.1419284 33.7026918, -112.1418916 33.7028601, -112.1418601 33.7030481, -112.1418433 33.7032166, -112.1418379 33.7033279)",1,515.73,tertiary,5,40,1,1200,,,0,0.15,4,1,0.320528278,24.85490947,25,0.773595,,,,,,,,
1784,North 39th Drive,751192934,920,13310,1,"LINESTRING (-112.1436096 33.6989742, -112.1436176 33.6988675)",1,11.89,tertiary,5,40,3,3600,,,0,0.15,4,1,0.007389683,24.85490947,25,0.017835,,,,,,,,
1785,North 16th Street,436891304,922,11480,1,"LINESTRING (-112.047683 33.448994, -112.0476856 33.449395, -112.047686 33.4494572)",1,51.51,secondary,4,56,3,4800,,,0,0.15,4,1,0.032013673,34.79687325,35,0.055189286,,,,,,,,
1786,,,923,15,,"LINESTRING (-112.2197988 33.3917461, -112.20731684128889 33.384831546360694)",1,1391.710188,,0,90,1,99999,,,0,0.15,4,1,0.864953504,,55,0.927806792,,,,,connector,1,55.9235463,0
1787,South 75th Avenue,5628877,923,924,1,"LINESTRING (-112.2197988 33.3917461, -112.2198498 33.3916904, -112.2198948 33.3916199, -112.2199276 33.3915284, -112.2199391 33.3914387, -112.2199458 33.3913503, -112.2199474 33.3912336, -112.2199136 33.3894642, -112.2199029 33.3887499, -112.2198988 33.3883462, -112.2198967 33.3881811, -112.2198969 33.3880196, -112.2198959 33.3879655, -112.2198914 33.3874296, -112.2198904 33.3872336, -112.2198769 33.3867629, -112.2198742 33.3864364, -112.2198744 33.3864023, -112.2198688 33.3862256)",1,617.08,secondary,4,56,1,1600,,,0,0.15,4,1,0.383517713,34.79687325,35,0.661157143,,,,,,,,
1788,South 75th Avenue,5628877,924,923,1,"LINESTRING (-112.2198688 33.3862256, -112.2198744 33.3864023, -112.2198742 33.3864364, -112.2198769 33.3867629, -112.2198904 33.3872336, -112.2198914 33.3874296, -112.2198959 33.3879655, -112.2198969 33.3880196, -112.2198967 33.3881811, -112.2198988 33.3883462, -112.2199029 33.3887499, -112.2199136 33.3894642, -112.2199474 33.3912336, -112.2199458 33.3913503, -112.2199391 33.3914387, -112.2199276 33.3915284, -112.2198948 33.3916199, -112.2198498 33.3916904, -112.2197988 33.3917461)",1,617.08,secondary,4,56,1,1600,,,0,0.15,4,1,0.383517713,34.79687325,35,0.661157143,,,,,,,,
1789,South 75th Avenue,535209957,924,17715,1,"LINESTRING (-112.2198688 33.3862256, -112.219865 33.3861923, -112.2198547 33.3861076, -112.2198545 33.3859077, -112.2198491 33.385018)",1,134.35,secondary,4,64,1,1600,,,0,0.15,4,1,0.083499068,39.76785515,40,0.125953125,,,,,,,,
1790,East Mayo Boulevard,5629576,925,926,1,"LINESTRING (-111.9752648 33.668691, -111.9750012 33.6686956, -111.9745881 33.6686839, -111.973886 33.6686509, -111.9733939 33.6685985, -111.9730234 33.6685533, -111.9725773 33.6684889, -111.9723533 33.668453, -111.9718754 33.6683578, -111.9717551 33.668332, -111.9716031 33.6682979, -111.9713924 33.668248)",1,363.12,secondary,4,72,1,1600,,,0,0.15,4,1,0.225680547,44.73883704,45,0.3026,,,,,,,,
1791,East Mayo Boulevard,437328008,925,14669,1,"LINESTRING (-111.9752648 33.668691, -111.9754712 33.6686883, -111.9759276 33.6686775)",1,61.36,secondary,4,60,1,1600,,,0,0.15,4,1,0.038135488,37.2823642,35,0.06136,,,,,,,,
1792,East Mayo Boulevard,5629576,926,925,1,"LINESTRING (-111.9713924 33.668248, -111.9716031 33.6682979, -111.9717551 33.668332, -111.9718754 33.6683578, -111.9723533 33.668453, -111.9725773 33.6684889, -111.9730234 33.6685533, -111.9733939 33.6685985, -111.973886 33.6686509, -111.9745881 33.6686839, -111.9750012 33.6686956, -111.9752648 33.668691)",1,363.12,secondary,4,72,1,1600,,,0,0.15,4,1,0.225680547,44.73883704,45,0.3026,,,,,,,,
1793,East Mayo Boulevard,437333423,926,7590,1,"LINESTRING (-111.9713924 33.668248, -111.9712838 33.6682187, -111.9711818 33.6681939, -111.9711573 33.6681881, -111.9709298 33.668132)",1,44.71,secondary,4,72,1,1600,,,0,0.15,4,1,0.027787446,44.73883704,45,0.037258333,,,,,,,,
1794,North Canterbury Drive,5629711,927,928,1,"LINESTRING (-112.0745426 33.6113754, -112.0745453 33.6118517, -112.0745453 33.6119684, -112.0745453 33.6120583, -112.0745493 33.6131663, -112.0745534 33.6137811, -112.0745581 33.6143311, -112.0745581 33.6146271, -112.0745581 33.6148873, -112.0745517 33.6149391, -112.0745353 33.6149828, -112.0745091 33.6150459, -112.0744749 33.6150951, -112.0743918 33.615171, -112.0743126 33.6152213, -112.0741986 33.6152581, -112.0740987 33.6152726, -112.0739197 33.6152754, -112.0727996 33.6152755, -112.0721194 33.615277, -112.0720182 33.6152775, -112.0719766 33.6152859, -112.0719488 33.6153013)",1,656.21,tertiary,5,48,1,1200,,,0,0.15,4,1,0.407837166,29.82589136,30,0.8202625,,,,,,,,
1795,North Canterbury Drive,982876839,927,19905,1,"LINESTRING (-112.0745426 33.6113754, -112.0745424 33.6113328, -112.0745421 33.6112871)",1,9.82,tertiary,5,48,1,1200,,,0,0.15,4,1,0.00610317,29.82589136,30,0.012275,,,,,,,,
1796,North Canterbury Drive,5629711,928,927,1,"LINESTRING (-112.0719488 33.6153013, -112.0719766 33.6152859, -112.0720182 33.6152775, -112.0721194 33.615277, -112.0727996 33.6152755, -112.0739197 33.6152754, -112.0740987 33.6152726, -112.0741986 33.6152581, -112.0743126 33.6152213, -112.0743918 33.615171, -112.0744749 33.6150951, -112.0745091 33.6150459, -112.0745353 33.6149828, -112.0745517 33.6149391, -112.0745581 33.6148873, -112.0745581 33.6146271, -112.0745581 33.6143311, -112.0745534 33.6137811, -112.0745493 33.6131663, -112.0745453 33.6120583, -112.0745453 33.6119684, -112.0745453 33.6118517, -112.0745426 33.6113754)",1,656.21,tertiary,5,48,1,1200,,,0,0.15,4,1,0.407837166,29.82589136,30,0.8202625,,,,,,,,
1797,North Medinan Drive,243065365,928,5875,1,"LINESTRING (-112.0719488 33.6153013, -112.0719153 33.6153334, -112.0719018 33.6153716, -112.0718982 33.6154269, -112.0719008 33.6156427, -112.0719059 33.616106, -112.071905 33.6164841)",1,132.87,tertiary,5,40,1,1200,,,0,0.15,4,1,0.082579242,24.85490947,25,0.199305,,,,,,,,
1798,East Mountain View Road,5629724,929,930,1,"LINESTRING (-112.0732541 33.574998, -112.0733983 33.5750337, -112.0735902 33.5750352, -112.073689 33.575037, -112.073714 33.5750379, -112.0737585 33.5750494)",1,47.51,tertiary,5,24,1,1200,,,0,0.15,4,1,0.029527657,14.91294568,15,0.118775,,,,,,,,
1799,East Mountain View Road,535112647,929,5500,1,"LINESTRING (-112.0732541 33.574998, -112.07297 33.5750001, -112.0729166 33.5749992, -112.072811 33.5749996)",1,41.05,tertiary,5,24,1,1200,,,0,0.15,4,1,0.025512741,14.91294568,15,0.102625,,,,,,,,
1800,,,930,254,,"LINESTRING (-112.0737585 33.5750494, -112.07365758927232 33.57517106083764)",1,16.42745979,,0,90,1,99999,,,0,0.15,4,1,0.010209733,,55,0.01095164,,,,,connector,1,55.9235463,0
1801,,233693558,930,5502,1,"LINESTRING (-112.0737585 33.5750494, -112.0737613 33.575052, -112.0737796 33.5750611, -112.0738025 33.5750663, -112.0738292 33.5750655, -112.0738595 33.5750544, -112.0738632 33.575053, -112.0738855 33.5750325, -112.0738946 33.5750142, -112.0738968 33.57499, -112.0738922 33.5749744, -112.0738911 33.5749706)",1,20.68,secondary,4,24,1,1600,,,0,0.15,4,1,0.012852704,14.91294568,15,0.0517,,,,,,,,
1802,East Mountain View Road,5629743,931,932,1,"LINESTRING (-112.0123281 33.5752698, -112.0120396 33.5752733, -112.0120238 33.5752731, -112.0113505 33.5752778, -112.0109151 33.5752817, -112.0087492 33.5753154, -112.0086633 33.5753167, -112.0081716 33.5753211, -112.0069563 33.5753336, -112.0065049 33.5753396, -112.0060749 33.5753473, -112.0056441 33.5753558, -112.0055384 33.5753578, -112.0052022 33.5753642, -112.0050374 33.5753695, -112.0047567 33.5753749, -112.0044438 33.5753814, -112.0043373 33.575383)",1,740.41,tertiary,5,40,1,1200,,,0,0.15,4,1,0.460167806,24.85490947,25,1.110615,,,,,,,,
1803,East Mountain View Road,1065730701,931,18835,1,"LINESTRING (-112.0123281 33.5752698, -112.012836 33.5752636)",1,47.06,tertiary,5,40,2,2400,,,0,0.15,4,1,0.02924798,24.85490947,25,0.07059,,,,,,,,
1804,East Mountain View Road,5629743,932,931,1,"LINESTRING (-112.0043373 33.575383, -112.0044438 33.5753814, -112.0047567 33.5753749, -112.0050374 33.5753695, -112.0052022 33.5753642, -112.0055384 33.5753578, -112.0056441 33.5753558, -112.0060749 33.5753473, -112.0065049 33.5753396, -112.0069563 33.5753336, -112.0081716 33.5753211, -112.0086633 33.5753167, -112.0087492 33.5753154, -112.0109151 33.5752817, -112.0113505 33.5752778, -112.0120238 33.5752731, -112.0120396 33.5752733, -112.0123281 33.5752698)",1,740.41,tertiary,5,40,1,1200,,,0,0.15,4,1,0.460167806,24.85490947,25,1.110615,,,,,,,,
1805,North 36th Street,538737805,932,15082,1,"LINESTRING (-112.0043373 33.575383, -112.0043263 33.57549, -112.0043445 33.5769948, -112.0043511 33.5775979, -112.0043555 33.5779696, -112.0043563 33.5780153)",1,292.76,tertiary,5,40,1,1200,,,0,0.15,4,1,0.181951523,24.85490947,25,0.43914,,,,,,,,
1806,West Grovers Avenue,5629970,933,934,1,"LINESTRING (-112.0741844 33.647498, -112.0742865 33.6474968, -112.0747294 33.6474896, -112.0754918 33.6474827, -112.0756302 33.6474811, -112.0765419 33.6474704, -112.0766028 33.6474697, -112.0768073 33.6474673, -112.0771156 33.6474637, -112.0778754 33.6474548, -112.0782924 33.6474499, -112.0785298 33.6474471, -112.0786149 33.6474793)",1,410.93,tertiary,5,40,1,1200,,,0,0.15,4,1,0.255394655,24.85490947,25,0.616395,,,,,,,,
1807,North Central Avenue,5646541,933,1037,1,"LINESTRING (-112.0741844 33.647498, -112.0741843 33.6474138, -112.0741821 33.6471557, -112.0741775 33.6464052, -112.0741783 33.6457293, -112.0741766 33.6456495, -112.0741761 33.6455225, -112.074178 33.6449072, -112.0741817 33.6442354, -112.0741684 33.6427532, -112.0741716 33.6423006, -112.074171 33.6419609, -112.0741701 33.6415131, -112.07417 33.6414436, -112.0741819 33.6409862)",1,724.1,tertiary,5,40,1,1200,,,0,0.15,4,1,0.450031075,24.85490947,25,1.08615,,,,,,,,
1808,North Central Avenue,5646541,933,1038,1,"LINESTRING (-112.0741844 33.647498, -112.0741846 33.6475588, -112.0741967 33.6494423, -112.0741947 33.6501506, -112.0742005 33.6520808, -112.0741914 33.6527583, -112.074202 33.6534914, -112.0741899 33.6541733)",1,742.28,tertiary,5,40,1,1200,,,0,0.15,4,1,0.461330019,24.85490947,25,1.11342,,,,,,,,
1809,East Grovers Avenue,538924718,933,10546,1,"LINESTRING (-112.0741844 33.647498, -112.0719154 33.6475122, -112.0708808 33.6475192, -112.0696939 33.6475265, -112.0686762 33.647537, -112.0657521 33.6475548, -112.065581 33.647559)",1,796.41,tertiary,5,40,1,1200,,,0,0.15,4,1,0.494972032,24.85490947,25,1.194615,,,,,,,,
1810,,,934,66,,"LINESTRING (-112.0786149 33.6474793, -112.07419794624366 33.647498577870934)",1,409.7427583,,0,90,1,99999,,,0,0.15,4,1,0.25465678,,55,0.273161839,,,,,connector,1,55.9235463,0
1811,West Grovers Avenue,5629970,934,933,1,"LINESTRING (-112.0786149 33.6474793, -112.0785298 33.6474471, -112.0782924 33.6474499, -112.0778754 33.6474548, -112.0771156 33.6474637, -112.0768073 33.6474673, -112.0766028 33.6474697, -112.0765419 33.6474704, -112.0756302 33.6474811, -112.0754918 33.6474827, -112.0747294 33.6474896, -112.0742865 33.6474968, -112.0741844 33.647498)",1,410.93,tertiary,5,40,1,1200,,,0,0.15,4,1,0.255394655,24.85490947,25,0.616395,,,,,,,,
1812,West Grovers Avenue,5629983,935,936,1,"LINESTRING (-112.1171282 33.6473934, -112.1172467 33.6473927, -112.1173205 33.6473923, -112.1177507 33.647392, -112.1181278 33.6473914, -112.1185773 33.6473908, -112.1194016 33.647392, -112.1201898 33.647388, -112.1202231 33.6473878, -112.1206369 33.6473895, -112.1208177 33.6473902, -112.1210522 33.6473911, -112.121303 33.6473891, -112.1221378 33.6473826, -112.1256974 33.647381, -112.1257955 33.6473809)",1,802.3,tertiary,5,40,1,1200,,,0,0.15,4,1,0.498632691,24.85490947,25,1.20345,,,,,,,,
1813,West Grovers Avenue,5629983,935,937,1,"LINESTRING (-112.1171282 33.6473934, -112.1169571 33.6473944, -112.1162778 33.6473961, -112.1161416 33.6473965, -112.1154575 33.6473981)",1,154.65,tertiary,5,40,1,1200,,,0,0.15,4,1,0.0961156,24.85490947,25,0.231975,,,,,,,,
1814,North 27th Avenue,437375123,935,15039,1,"LINESTRING (-112.1171282 33.6473934, -112.1171288 33.6472561, -112.1171249 33.6469897)",1,44.89,tertiary,5,40,1,1200,,,0,0.15,4,1,0.027899316,24.85490947,25,0.067335,,,,,,,,
1815,North 27th Avenue,437375124,935,15040,1,"LINESTRING (-112.1171282 33.6473934, -112.1171279 33.6474789, -112.1171282 33.6477661, -112.1171301 33.6477851)",1,43.56,tertiary,5,40,1,1200,,,0,0.15,4,1,0.027072716,24.85490947,25,0.06534,,,,,,,,
1816,West Grovers Avenue,5629983,936,935,1,"LINESTRING (-112.1257955 33.6473809, -112.1256974 33.647381, -112.1221378 33.6473826, -112.121303 33.6473891, -112.1210522 33.6473911, -112.1208177 33.6473902, -112.1206369 33.6473895, -112.1202231 33.6473878, -112.1201898 33.647388, -112.1194016 33.647392, -112.1185773 33.6473908, -112.1181278 33.6473914, -112.1177507 33.647392, -112.1173205 33.6473923, -112.1172467 33.6473927, -112.1171282 33.6473934)",1,802.3,tertiary,5,40,1,1200,,,0,0.15,4,1,0.498632691,24.85490947,25,1.20345,,,,,,,,
1817,West Grovers Avenue,5629983,936,938,1,"LINESTRING (-112.1257955 33.6473809, -112.1259099 33.6473807, -112.1273298 33.6473766, -112.128061 33.6473772, -112.1301279 33.6473697, -112.1320456 33.64737, -112.1341043 33.6473751, -112.134481 33.6473782)",1,803.98,tertiary,5,40,1,1200,,,0,0.15,4,1,0.499676818,24.85490947,25,1.20597,,,,,,,,
1818,North 31st Avenue,23725415,936,1562,1,"LINESTRING (-112.1257955 33.6473809, -112.1257957 33.6474775, -112.1258005 33.6478799, -112.1258033 33.6486601, -112.1258043 33.649443, -112.1258071 33.6502213, -112.1258118 33.6510175)",1,404.38,tertiary,5,40,1,1200,,,0,0.15,4,1,0.251323804,24.85490947,25,0.60657,,,,,,,,
